"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","9A","9B","10","11","12A","12B","13_1","13_2","13_3","15","2_1","2_2","4_1","7_1"
"02ed09a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"37b9a9f",-4165.878778219223,"unknown",-4160.064993143082,-4153.416248083115,0.0,5.772325277328491,7.885682582855225,13.683625936508179,53.781628370285034,60.62250351905823,452.3687460422516,"unknown",457.921728849411,465.0556855201721,4847.310410737991,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",4854.593537569046,"unknown","unknown",4860.121034145355,"","","",""
"3c0c7c1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"89f6d9e",-8962.621394872665,"unknown",-8956.659346580505,-8949.4293551445,0.0,6.9581944942474365,10.899431943893433,16.8571195602417,24.00567078590393,29.497620344161987,41.50472283363342,"unknown",47.96244144439697,54.64445757865906,56.042052268981934,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",62.18720197677612,"unknown","unknown",67.77637314796448,"","","",""
"39dc9b8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56bae3a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"28ec805","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4c8a5bc",-159581.0638308525,"unknown",-159575.01293849945,-159567.92241311073,0.0,6.4265100955963135,13.996355056762695,19.444310903549194,33.35916018486023,39.16690397262573,44.218921184539795,"unknown",50.34115552902222,55.770588397979736,59.294936656951904,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",65.02055716514587,"unknown","unknown",71.32710981369019,"","","",""
"48179d1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e845b6b",-2176.7914464473724,"unknown",-2170.7813682556152,-2164.553969144821,0.0,7.123252630233765,9.626148223876953,15.12252926826477,18.250497102737427,24.115814208984375,37.54078984260559,44.34536290168762,"unknown",51.53780817985535,54.01999545097351,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",59.92688012123108,"unknown","unknown",66.73441743850708,"","","",""
"619e952",-55965.64627957344,"unknown",-55958.54348015785,-55953.0939040184,0.0,5.507255792617798,18.857630252838135,25.65312099456787,34.5414776802063,39.89399552345276,44.946635723114014,"unknown",52.090187788009644,58.48943591117859,61.76884889602661,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",68.77428960800171,"unknown","unknown",74.96515774726868,"","","",""
"0fd9ca7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ff125d4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0dc7823","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64155b9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9cfbb83",-30550.81223344803,"unknown",-30544.697365522385,-30539.509679555893,0.0,5.392869710922241,6.917296409606934,12.977904319763184,14.73699140548706,21.172855615615845,45.73140215873718,"unknown",52.657066822052,58.33914017677307,64.88432097434998,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",70.51121091842651,"unknown","unknown",77.53541803359985,"","","",""
"f6ffd76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"57b0697","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1c202a8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3e625ac","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6b36bf5",-9402.753700971603,"unknown",-9396.773187160492,-9390.95560503006,0.0,6.5482683181762695,8.09116816520691,14.348172664642334,62.62231993675232,68.93418741226196,85.24823045730591,"unknown",92.46997284889221,98.706383228302,198.2977409362793,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",205.53400540351868,"unknown","unknown",211.9353277683258,"","","",""
"99775ba",-21.024434566497803,"unknown",-15.510327100753784,-9.989929676055908,0.0,5.958004713058472,38.96214580535889,46.30327868461609,50.80024194717407,56.4032506942749,81.44123601913452,"unknown",88.42456817626953,95.23421263694763,96.86296463012695,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",103.85800409317017,"unknown","unknown",110.06529426574707,"","","",""
"152aa4d",-651.1024038791656,"unknown",-644.2471890449524,-637.5412921905518,0.0,5.598068952560425,10.478161811828613,16.923774242401123,31.221659421920776,38.03099822998047,48.06408166885376,"unknown",54.77333354949951,60.395111322402954,62.754411458969116,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",68.78829002380371,"unknown","unknown",75.06060695648193,"","","",""
"ced331f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1d235c1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e6de912",-2317.08252620697,"unknown",-2310.049941778183,-2304.1348009109497,0.0,6.683224678039551,8.60547161102295,14.101267337799072,26.837327241897583,33.85006761550903,39.03966999053955,"unknown",44.96937537193298,51.57822346687317,53.30241298675537,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",59.610031604766846,"unknown","unknown",65.4120237827301,"","","",""
"76bbc0d",-84771.73112130165,"unknown",-84765.34208226204,-84759.79704451561,0.0,7.309980392456055,15.315126895904541,20.769365310668945,41.74836015701294,48.231675148010254,68.81785559654236,"unknown",76.00864601135254,82.65160846710205,84.01213455200195,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",90.59686851501465,"unknown","unknown",97.5816502571106,"","","",""
"36b4ec5",-9372.581068992615,"unknown",-9366.196035385132,-9359.589874744415,0.0,7.416100025177002,13.100935935974121,19.775213956832886,26.320560932159424,33.081748962402344,35.575066804885864,"unknown",42.02160048484802,48.828354835510254,50.8651237487793,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",56.671446084976196,"unknown","unknown",62.52355241775513,"","","",""
"7de2a3d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dbe3880","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"877fb69",-150.12377667427063,"unknown",-143.624742269516,-137.42774868011475,0.0,6.615475416183472,8.802772045135498,15.31456208229065,20.347164154052734,25.940353631973267,27.939244985580444,"unknown",33.71371388435364,39.94362759590149,41.92146325111389,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",47.39075303077698,"unknown","unknown",54.540579319000244,"","","",""
"c17e360","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"51be121",-1016561.0790205002,"unknown",-1016554.9995729923,-1016548.2728428841,0.0,6.3820414543151855,11.346984148025513,18.298639059066772,33.153077602386475,40.02316975593567,43.27124905586243,49.52055382728577,"unknown",55.19385266304016,57.08057689666748,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",64.2913875579834,"unknown","unknown",71.35488438606262,"","","",""
"e9e1409",-246094.26782512665,"unknown",-246087.4193918705,-246080.3245048523,0.0,6.232373476028442,7.553099155426025,12.925320863723755,25.31086301803589,30.745607376098633,38.753321170806885,46.01304864883423,"unknown",53.224231004714966,55.98858857154846,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",62.984734535217285,"unknown","unknown",70.13186049461365,"","","",""
"051761f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1c627cb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5177026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"db0051d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9e9a81e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6289e6c",-16161.034414768219,"unknown",-16154.111438512802,-16148.025993824005,0.0,5.907145738601685,7.999442100524902,13.558856725692749,15.377999305725098,21.25611114501953,27.38932991027832,"unknown",33.572182178497314,40.196367025375366,42.4632511138916,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",47.79619097709656,"unknown","unknown",53.5217125415802,"","","",""
"a9b4533","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1db8420","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8a1ecd0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8fd863f",-67.37937235832214,"unknown",-61.54552721977234,-55.53741669654846,0.0,7.226245641708374,13.761327266693115,19.577857494354248,28.564234256744385,35.107471227645874,38.4157989025116,44.05576825141907,"unknown",51.02519989013672,82.15730381011963,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",88.12266969680786,"unknown","unknown",93.65609884262085,"","","",""
"644830a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5dbecee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86c5f35",-594828.040004015,"unknown",-594821.4881513119,-594815.1657419205,0.0,7.122606515884399,11.75687861442566,18.138404369354248,29.99115252494812,35.92786955833435,38.36550974845886,45.55293297767639,"unknown",52.674683809280396,77.92771458625793,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",85.04276514053345,"unknown","unknown",91.5652368068695,"","","",""
"4c072d3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"89bbcd3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"aa9ac00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9a1b5fa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d003724","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3a03bea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e427669","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12dfda3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3226bb3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9f4d288","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35adcf1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b2621a2",-69.57458233833313,"unknown",-62.615174770355225,-57.126755475997925,0.0,5.96610426902771,341324.02509856224,341330.98249411583,341338.0482289791,341344.0641756058,341354.8019902706,"unknown",341362.0777335167,341368.68955636024,341371.6113743782,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",341377.7103703022,"unknown","unknown",341384.921731472,"","","",""
"6099d06",-6334.796943902969,"unknown",-6328.735439538956,-6323.008243560791,0.0,6.2703962326049805,13.112076044082642,19.456893920898438,31.14203667640686,38.1916663646698,40.94939136505127,46.39005470275879,"unknown",53.143340826034546,55.539610385894775,"unknown","unknown","unknown","unknown","unknown","unknown","unknown",62.70722150802612,"unknown","unknown",68.89554715156555,"","","",""
"d91bf84","unknown","unknown","unknown","unknown",0.0,"unknown",10.788267612457275,"unknown",34.94807982444763,"unknown",45.25972509384155,"unknown","unknown","unknown",64.42030668258667,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","",""
"c3db77a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"db7d9c3","unknown","unknown","unknown","unknown",0.0,"unknown",22.364668130874634,"unknown",34.41961097717285,"unknown",44.889634132385254,"unknown","unknown","unknown",58.02220058441162,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","",""
"7d9c3_1","unknown","unknown","unknown","unknown",0.0,"unknown",22.364668130874634,"unknown",34.41961097717285,"unknown",44.889634132385254,"unknown","unknown","unknown",58.02220058441162,"unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","",""
"804c32f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
