"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","x_2","9A","9B","10","v_x_2","11","12A","12B","13_1","13_2","13_3","15","3_1","3_2","2_1"
"50a0fdd",-2865.094531774521,"unknown",-2858.4435143470764,-2851.410603284836,0.0,5.655846118927002,11.18211054801941,18.375873804092407,31.88118028640747,37.539408683776855,49.86765384674072,"unknown",55.68521857261658,61.48962140083313,65.27011322975159,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",71.38944721221924,"unknown","unknown",78.45961904525757,"","",""
"b7cec81",-62089.75591826439,"unknown",-62083.460060596466,-62077.249601364136,0.0,7.205160856246948,11.852116584777832,17.108877420425415,26.18976330757141,32.79033875465393,52.92155480384827,"unknown",59.6606810092926,66.73633599281311,68.72710418701172,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",74.48358106613159,"unknown","unknown",81.34404611587524,"","",""
"bf983ba",-2946.9481670856476,"unknown",-2941.7392234802246,-2935.1874718666077,0.0,6.985525369644165,9.151157140731812,15.475373983383179,22.948721647262573,28.558681964874268,39.23460793495178,45.49089312553406,"unknown",52.70525527000427,54.58611702919006,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",60.84107327461243,"unknown","unknown",67.1944797039032,"","",""
"b53b559",-792229.1644308567,"unknown",-792171.1205918789,-792134.9520587921,0.0,6.088127374649048,36.5751519203186,42.26653981208801,70.28780770301819,77.11394691467285,139.26233673095703,"unknown",145.29445052146912,151.32610440254211,154.26811623573303,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",160.23739957809448,"unknown","unknown",165.95076632499695,"","",""
"4a92bfd",-499099.05693387985,"unknown",-499093.2677643299,-499087.6297984123,0.0,6.068053483963013,13.615708112716675,19.85755181312561,37.02072596549988,42.479215145111084,84.5989122390747,"unknown",91.6630654335022,98.62600350379944,103.2997989654541,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",110.58840680122375,"unknown","unknown",117.52388453483582,"","",""
"90434eb",-45767.40768265724,"unknown",-45761.11553430557,-45754.36303591728,0.0,6.229616403579712,9.468559265136719,15.03383493423462,32.97010397911072,40.24216389656067,58.518285274505615,65.03516745567322,"unknown",71.72996878623962,73.90780258178711,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",79.73984742164612,"unknown","unknown",85.15914630889893,"","",""
"37674f9",-158217.69105553627,"unknown",-158211.29251790047,-158204.33215212822,0.0,6.156896352767944,9.403015375137329,15.507996797561646,25.56739592552185,31.797950983047485,44.52061605453491,51.44039273262024,"unknown",58.156917333602905,60.332361459732056,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",66.69168066978455,"unknown","unknown",72.17164206504822,"","",""
"0dc300b",-14200.271102905273,"unknown",-14194.36494088173,-14187.642326116562,0.0,5.934314250946045,15.615458250045776,22.29642105102539,32.58872056007385,40.48223376274109,55.20428442955017,61.72988200187683,"unknown",68.60350322723389,70.19400358200073,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",76.26634764671326,"unknown","unknown",83.00088739395142,"","",""
"1800004",-10003.979800224304,"unknown",-9996.734884023666,-9990.449389457703,0.0,5.285577297210693,11.035521268844604,16.87757158279419,39.66820931434631,47.10616159439087,71.08768725395203,"unknown",78.4124162197113,84.92462801933289,87.40472316741943,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",93.06873607635498,"unknown","unknown",99.00833082199097,"","",""
"7b3c431",-22475.409670352936,"unknown",-22469.27463412285,-22462.27924823761,0.0,5.546241044998169,106.62718534469604,112.55993747711182,124.18391227722168,130.9971992969513,162.02370238304138,168.15558528900146,"unknown",174.57999753952026,176.65708303451538,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",182.10556769371033,"unknown","unknown",189.2305097579956,"","",""
"2457ed6",-49078.46951794624,"unknown",-49071.925530433655,-49066.50179314613,0.0,7.249340295791626,13.322336196899414,20.56743335723877,35.73878240585327,42.97220993041992,80.00628614425659,86.30784559249878,"unknown",92.02824425697327,93.94054913520813,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",100.13274955749512,"unknown","unknown",105.72389364242554,"","",""
"c4bba29",-6323.634876012802,"unknown",-6316.704455137253,-6310.2966504096985,0.0,6.387075185775757,12.415642023086548,18.28655505180359,38.2178840637207,43.90479850769043,63.05797100067139,69.8257098197937,"unknown",76.60684823989868,79.50173592567444,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",85.020667552948,"unknown","unknown",91.83755540847778,"","",""
"2dffb9e",-783.4586160182953,"unknown",-778.0699248313904,-771.1298434734344,0.0,6.993801832199097,10.090440273284912,15.542832612991333,24.983763456344604,30.816887617111206,62.83131742477417,70.12606072425842,"unknown",76.21977853775024,78.44363474845886,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",85.51964831352234,"unknown","unknown",92.20668244361877,"","",""
"7a35b75",-10848.65984916687,"unknown",-10843.171950340271,-10835.915113687515,0.0,7.0780932903289795,16.305129051208496,21.734846830368042,39.56515336036682,45.23687505722046,105.8405351638794,"unknown",111.1169080734253,117.3083291053772,120.12710475921631,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",126.50534701347351,"unknown","unknown",133.37631130218506,"","",""
"3883e37",-1998874.5951573849,"unknown",-1998869.1465182304,-1998862.6468889713,0.0,6.783509254455566,19.359471321105957,24.61602544784546,47.52516055107117,53.70340967178345,102.18025779724121,107.3699676990509,"unknown",114.20355153083801,116.8579351902008,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",123.6261134147644,"unknown","unknown",130.41749238967896,"","",-667058.765134573
"eacd6a3",-9904.061081409454,"unknown",-9898.636823177338,-9892.571283578873,0.0,6.7306742668151855,19.580492734909058,25.835278272628784,59.23677659034729,66.62762212753296,79.95169043540955,"unknown",87.21830320358276,92.83978152275085,96.51217079162598,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",102.92115998268127,"unknown","unknown",108.52190852165222,"","",""
"d09321f",-70595.2968249321,"unknown",-70590.02437281609,-70583.25732707977,0.0,7.2068986892700195,9.789020776748657,15.580131530761719,36.72372388839722,42.87326383590698,67.06724882125854,73.46851348876953,"unknown",80.2703001499176,102.85402464866638,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",108.75270891189575,"unknown","unknown",114.63298106193542,"","",""
"58b1c8e",-78.59448432922363,"unknown",-71.72049140930176,-64.9333086013794,0.0,6.2400267124176025,10.67228627204895,17.033153295516968,48.55007600784302,54.184091329574585,91.00606846809387,"unknown",96.55614304542542,102.55121946334839,107.06508040428162,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",112.85611128807068,"unknown","unknown",118.34968829154968,"","",""
