"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","x_2","9A","9B","10","v_x_2","11","12A","12B","13_1","13_2","13_3","15","2_1","4_1","2_2"
"9846ca8",-966938.3399877548,"unknown",-966932.4161300659,-966925.7821326256,0.0,6.185149431228638,10.76340126991272,18.43446707725525,33.44731068611145,39.28459143638611,46.76359558105469,52.351298809051514,"unknown",57.99550127983093,59.5743145942688,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",65.24290585517883,"unknown","unknown",72.13759469985962,"","",""
"cc02471",-377215.32986426353,"unknown",-377209.54269218445,-377204.24064540863,0.0,5.6088032722473145,14.916222095489502,21.826021432876587,44.37443828582764,50.07663369178772,97.86922597885132,104.87699556350708,"unknown",110.6491117477417,112.39192509651184,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",118.04703998565674,"unknown","unknown",124.44082856178284,"","",""
"0a30844",-6901.686217784882,"unknown",-6895.019721746445,-6887.798355579376,0.0,6.3845343589782715,12.071319580078125,19.21048855781555,37.338353872299194,44.14170837402344,56.64093518257141,62.539417028427124,"unknown",68.76300644874573,74.54986381530762,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",80.0139582157135,"unknown","unknown",86.67000031471252,"","",""
"43d0b63",-5193.554884195328,"unknown",-5187.831182956696,-5181.251503705978,0.0,7.469573736190796,15.945558071136475,23.601459503173828,77.9386899471283,83.45975279808044,98.57115888595581,104.09055304527283,"unknown",111.18394255638123,112.7969319820404,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",118.45374369621277,"unknown","unknown",123.7860279083252,"","",""
"addf295",-1663605.3737101555,"unknown",-1663598.91604805,-1663592.0086188316,0.0,6.443109512329102,11.83406138420105,19.697405099868774,53.191317558288574,59.394059896469116,83.26340174674988,90.31707310676575,"unknown",96.71592831611633,98.72146844863892,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",104.37663435935974,"unknown","unknown",110.83830261230469,"","",""
"1a8e45b",-19.460136651992798,"unknown",-13.82221508026123,-8.287034273147583,0.0,5.567041397094727,10.1226646900177,17.49028730392456,29.865007877349854,36.348443031311035,48.75983119010925,55.81005072593689,"unknown",61.92170166969299,66.02480268478394,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",72.95351696014404,"unknown","unknown",79.13920545578003,"","",""
"5f2a1aa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"87b3434",-65235.39420866966,"unknown",-65229.2371366024,-65224.0065073967,0.0,5.715115785598755,13.948673009872437,21.705073356628418,40.701480865478516,47.099061012268066,57.03546762466431,62.449434757232666,"unknown",69.3836100101471,71.42488765716553,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",78.18184280395508,"unknown","unknown",84.25675988197327,"","",""
"bd305b8",-523428.7882299423,"unknown",-523245.40852093697,-523080.04855680466,0.0,6.897538900375366,23.26849889755249,31.217645406723022,54.54574656486511,60.03323554992676,91.71842312812805,99.07461166381836,"unknown",106.15145421028137,107.64442300796509,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",113.10711336135864,"unknown","unknown",118.88364863395691,"","",""
"4b70ed3",-23.26725196838379,"unknown",-17.595866441726685,-11.947207689285278,0.0,5.579314470291138,11.770381927490234,19.426748037338257,39.77209496498108,46.985316038131714,54.86314272880554,61.81709408760071,"unknown",68.65215992927551,71.55281019210815,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",77.93165469169617,"unknown","unknown",85.12847948074341,"","",""
