"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","x_2","9A","9B","10","v_x_2","11","12A","12B","13_1","13_2","13_3","15","2_1","7_1","3_1"
"acc6118",-177125.0890598297,"unknown",-177118.03048682213,-177111.70126891136,0.0,6.618041038513184,11.795389175415039,20.471451997756958,37.85929775238037,44.793686389923096,51.43089509010315,57.84542918205261,"unknown",64.8715763092041,66.99525237083435,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",73.30779123306274,"unknown","unknown",79.7701051235199,"","",""
"d33371d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d45bd1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cfcbc2d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98ecb86",-403.3529691696167,"unknown",-397.0806164741516,-391.4712493419647,0.0,6.94006872177124,23.388626098632812,32.225504636764526,44.18614387512207,50.4534707069397,60.757872581481934,67.35127639770508,"unknown",74.07032608985901,76.22540664672852,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",82.13855957984924,"unknown","unknown",87.63478660583496,"","",""
"7636563",-4507.1457052230835,"unknown",-4500.734822273254,-4493.906929254532,0.0,5.644573450088501,7.521798372268677,15.671676397323608,34.16215515136719,40.248095989227295,45.994224548339844,51.97630047798157,"unknown",58.972716331481934,60.46772766113281,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",66.52373027801514,"unknown","unknown",71.99060273170471,"","",""
"5d2b358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d9ae0c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73d4e20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"be94a32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9f972fb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
