"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","x_2","9A","9B","10","v_x_2","11","12A","12B","13_1","13_2","13_3","15","7_1"
"962a7dd",-470.18359422683716,"unknown",-463.1442291736603,-456.6998906135559,0.0,7.177872896194458,10.539774656295776,17.972185611724854,57.21738290786743,63.73919630050659,76.8843502998352,83.1829309463501,"unknown",88.66477012634277,92.04789566993713,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",97.24635219573975,"unknown","unknown",103.94913506507874,""
"5c97513","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"acc6118",-819748.0520534515,"unknown",-819741.9173536301,-819736.3782808781,0.0,7.08851957321167,14.848029136657715,22.79030132293701,74.5114324092865,81.68626523017883,86.96823978424072,"unknown",92.79694604873657,99.1049063205719,101.82238745689392,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",107.88081669807434,"unknown","unknown",113.2886254787445,""
"d33371d","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d45bd1","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"cfcbc2d","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98ecb86",-9055.117496013641,"unknown",-9048.32033443451,-9042.383860111237,0.0,7.293146848678589,11.690014600753784,18.522458791732788,34.07522630691528,40.379024267196655,59.52821135520935,66.6195158958435,"unknown",73.90898847579956,76.2731945514679,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",82.64668130874634,"unknown","unknown",89.5624942779541,""
"7636563",-19.087120056152344,"unknown",-12.633373975753784,-6.258727550506592,0.0,7.206560850143433,9.947812795639038,18.474363803863525,47.24527907371521,52.69910264015198,61.298497438430786,67.81762552261353,"unknown",73.63610649108887,83.69142699241638,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",90.30021476745605,"unknown","unknown",97.2785427570343,""
"5d2b358","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d9ae0c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73d4e20","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"be94a32","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9f972fb","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6e93efd",-4847.263279676437,"unknown",-4841.544633626938,-4835.533941984177,0.0,5.8565592765808105,1242.1589696407318,1251.1656002998352,3393.421401977539,3400.6827416419983,3414.629407644272,"unknown",3421.217092037201,3427.2193763256073,3441.252643108368,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",3447.096153497696,"unknown","unknown",3452.4068722724915,""
"5a4afae","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c34e373","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6bac72b",-31091.528572559357,"unknown",-31084.75980424881,-31078.68432712555,0.0,6.616662502288818,9.560381174087524,18.022964477539062,29.89507269859314,35.46484303474426,47.45778465270996,53.754814863204956,"unknown",59.858283042907715,61.693522214889526,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",67.89644193649292,"unknown","unknown",74.39684820175171,""
"c9285e4","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bd4b2f4",-5857.450618028641,"unknown",-5852.011437892914,-5846.336520910263,0.0,6.354721784591675,8.116766452789307,15.292189359664917,37.14279103279114,43.41057372093201,60.346718072891235,67.29617738723755,"unknown",72.69195938110352,74.36915183067322,79.79161834716797,84.428719997406,"unknown",89.69591975212097,96.34817814826965,97.98514890670776,"unknown","unknown","unknown","unknown",103.59124851226807,"unknown",110.38581013679504,""
"bd650e8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b81bc6e","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0ff20c2",-1869.5126523971558,"unknown",-1863.1762065887451,-1857.7684903144836,0.0,6.260991334915161,10.685982704162598,19.438427448272705,39.47325825691223,45.326488733291626,52.629435300827026,58.928382873535156,"unknown",65.94869709014893,69.44893169403076,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",76.60998749732971,"unknown","unknown",81.97320413589478,""
"b0e3caa","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45f7f6c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1df700a","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d3a396c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"79b129c","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d85b5c4","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43b56f8","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ecbabb","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c9c92b5","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f9b9236",-4525.193313598633,"unknown",-4518.604919910431,-4513.126594543457,0.0,5.3974668979644775,12.272181272506714,20.53810429573059,41.19373440742493,47.773701906204224,91.68249773979187,98.53567838668823,"unknown",104.7745840549469,107.26709747314453,"unknown","","unknown","unknown","unknown","","unknown","unknown","unknown",113.90094590187073,"unknown","unknown",121.13232707977295,""
"4a0236d","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b7a265d","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"912afde","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c97639e","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
