"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","x_1","6A","6B","7","v_x_1","8","x_2","9A","9B","10","v_x_2","11","x_3","12A","12B","13_1","13_2","13_3","15","2_1","5_1","4_1","4_2"
"a9b4533","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1db8420","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8a1ecd0",-1570351.293006897,"unknown",-1570344.2890684605,-1570338.815251112,0.0,5.836532354354858,12.199148416519165,19.28265905380249,32.67723345756531,38.357091665267944,57.66156888008118,63.71667003631592,"unknown",69.22830581665039,71.57298111915588,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",78.62932920455933,"unknown","unknown",85.6252293586731,"","","",""
"8fd863f",-40655.624147892,"unknown",-40650.269710063934,-40643.169645786285,0.0,5.7232561111450195,16.78448247909546,23.805327892303467,41.54752564430237,47.10902690887451,57.3800003528595,62.999759674072266,"unknown",69.08881497383118,71.6305341720581,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",78.70741248130798,"unknown","unknown",85.51601839065552,"","","",""
"644830a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5dbecee","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"86c5f35",-49515.42692065239,"unknown",-49508.93750143051,-49502.35400390625,0.0,6.018658876419067,16.475853204727173,22.140374898910522,39.189284563064575,45.94799017906189,87.97491431236267,"unknown",94.1811752319336,101.16429018974304,103.71897292137146,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",109.85945677757263,"unknown","unknown",115.64063358306885,"","","",""
"4c072d3",-486821.53399801254,"unknown",-486814.6055727005,-486806.47975325584,0.0,6.868128538131714,20.104509115219116,27.59590792655945,44.92475509643555,50.957711696624756,101.69480323791504,108.24837470054626,"unknown",114.905513048172,116.42466521263123,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",122.85644888877869,"unknown","unknown",129.00337147712708,"","","",""
"89bbcd3",-94.11997485160828,"unknown",-88.5975182056427,-81.69523525238037,0.0,5.950558423995972,7.949398756027222,14.12087893486023,48.69209265708923,53.927793741226196,72.0456919670105,"unknown",77.7005729675293,83.20792865753174,87.809485912323,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",95.06521987915039,"unknown","unknown",101.66080403327942,"","","",""
"aa9ac00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9a1b5fa",-27080.9521651268,"unknown",-27074.6362118721,-27067.641287088394,0.0,6.681933879852295,10.966969966888428,17.37303876876831,31.264286518096924,36.68928146362305,82.62329936027527,88.91117024421692,"unknown",95.33074712753296,97.68581986427307,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",103.0230073928833,"unknown","unknown",110.07162308692932,"","","",""
"d003724",-374195.63422966003,"unknown",-374190.40615940094,-374183.7379539013,0.0,7.154787063598633,22.179121017456055,29.07849144935608,47.72475552558899,54.540823221206665,86.56118965148926,"unknown",93.85646796226501,99.8438606262207,102.551673412323,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",108.58012437820435,"unknown","unknown",114.54235506057739,"","","",""
"3a03bea","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e427669","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"12dfda3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3226bb3",-738009.1379549503,"unknown",-738002.729890585,-737995.9936192036,0.0,6.373685598373413,23.092133283615112,30.52314829826355,44.864147424697876,51.036059856414795,111.32451629638672,"unknown",118.0744378566742,124.09791111946106,126.33975958824158,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",133.51230430603027,"unknown","unknown",140.55969381332397,"","","",""
"9f4d288","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"35adcf1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b2621a2","unknown","unknown","unknown","unknown",0.0,"unknown",9.685306310653687,"unknown",30.348405361175537,"unknown",96.98847436904907,"unknown","unknown","unknown",111.66493511199951,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown","unknown","unknown","unknown","","","",""
"6099d06",-60.86178922653198,"unknown",-54.137325048446655,-48.032466173172,0.0,6.064666271209717,14.961341142654419,20.506932735443115,45.793514013290405,51.762922286987305,85.89064598083496,92.38621020317078,"unknown",98.09807705879211,104.67982459068298,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",111.39464235305786,"unknown","unknown",116.96407222747803,"","","",""
"d91bf84","unknown","unknown","unknown","unknown",0.0,"unknown",8.125751256942749,"unknown",111.3598780632019,"unknown",125.9823362827301,"unknown","unknown","unknown",139.6175422668457,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown","unknown","unknown","unknown","","","",""
"c3db77a",-65604.1008002758,"unknown",-65597.24297857285,-65590.12478518486,0.0,6.409658193588257,11.390697956085205,17.815730810165405,32.285346031188965,39.47432851791382,47.17437195777893,"unknown",53.03272795677185,59.4647011756897,62.333762407302856,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",68.71437382698059,"unknown","unknown",75.05112504959106,"","","",""
"db7d9c3","unknown","unknown","unknown","unknown",0.0,"unknown",9.967510223388672,"unknown",21.74636697769165,"unknown",38.84725737571716,"unknown","unknown","unknown",315.5321283340454,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown","unknown","unknown","unknown","","","",""
"7d9c3_1","unknown","unknown","unknown","unknown",0.0,"unknown",9.967510223388672,"unknown",21.74636697769165,"unknown",38.84725737571716,"unknown","unknown","unknown",315.5321283340454,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown","unknown","unknown","unknown","","","",""
"804c32f",-78.74646258354187,"unknown",-71.36038565635681,-65.0701093673706,0.0,5.915418863296509,186.3330819606781,193.5824420452118,1018.2090549468994,1024.5858056545258,1034.2723705768585,"unknown",1041.2206692695618,1047.2665939331055,1049.1107897758484,"unknown","","unknown","unknown","unknown","","unknown","","unknown","unknown",1056.189873456955,"unknown","unknown",1062.6290938854218,"","","",""
