"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","7_otro_1","2_1"
"0ff20c2",-6964.902598142624,"unknown",-6958.742461204529,-6952.796784877777,0.0,5.729987144470215,40.87059736251831,47.76709485054016,80.56784796714783,87.25281691551208,91.56263756752014,"unknown",96.82967972755432,"unknown",104.08356809616089,105.53553462028503,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",112.65245366096497,"","unknown",119.01952147483826,134.65346384048462,140.17631769180298,"unknown","unknown",145.5144100189209,147.16007471084595,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",152.63696241378784,"unknown","unknown",158.91748642921448,"",""
"19b0291","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b0e3caa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"297d8e5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45f7f6c",-613.6859822273254,"unknown",-607.8371839523315,-602.4146409034729,0.0,7.110400915145874,91.13908529281616,99.74119877815247,111.8794527053833,118.76072359085083,125.22006797790527,"unknown","unknown",131.24124002456665,137.07564640045166,139.93039560317993,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",147.12342405319214,"","unknown",152.8377788066864,155.8393099308014,161.76880621910095,"unknown","unknown",167.27862524986267,179.018625497818,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",185.16482067108154,"unknown","unknown",190.96155333518982,"",""
"1df700a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d3a396c",-624.2751019001007,"unknown",-617.7765071392059,-611.9119038581848,0.0,7.095709562301636,8.685489416122437,15.61668086051941,66.85645985603333,72.92755842208862,76.60169410705566,"unknown","unknown",83.11326718330383,88.80616235733032,91.95389366149902,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",99.17113661766052,"","unknown",106.23808026313782,111.30744433403015,"unknown",116.940101146698,"unknown",122.97853636741638,127.97304797172546,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",135.10502433776855,"unknown","unknown",140.7022089958191,"",""
"79b129c",-456.9912009239197,"unknown",-451.44269824028015,-444.7475838661194,0.0,6.621436834335327,10.651530265808105,17.93280053138733,39.00889015197754,46.030468225479126,49.08277249336243,"unknown","unknown",56.24303221702576,62.144259452819824,63.78292512893677,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",69.39514422416687,"","unknown",75.04507827758789,103.3272852897644,"unknown","unknown",109.52497553825378,116.70820808410645,118.36349129676819,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",125.54642486572266,"unknown","unknown",131.06733751296997,"",""
"dd6da1c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d85b5c4",-280154.4388539791,"unknown",-280147.7609567642,-280142.3931219578,0.0,7.007358074188232,8.874703168869019,16.551167964935303,28.626420497894287,34.74349308013916,37.164223194122314,"unknown",43.02283263206482,"unknown",49.492560148239136,51.47150731086731,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",57.07341408729553,"","unknown",63.96534061431885,66.53685188293457,73.42942523956299,"unknown","unknown",80.2078185081482,81.81535863876343,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",87.28451490402222,"unknown","unknown",93.1218364238739,"",""
"43b56f8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ecbabb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c9c92b5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f9b9236",-800.9045865535736,"unknown",-795.5334875583649,-788.3549313545227,0.0,5.247529745101929,8.551720142364502,17.17558217048645,30.916422128677368,37.82777261734009,51.400208711624146,"unknown","unknown",57.62787628173828,64.79005742073059,67.12117767333984,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",74.00704312324524,"","unknown",81.02418351173401,95.19830369949341,"unknown",100.8327476978302,"unknown",107.80765962600708,109.65783286094666,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",116.20209550857544,"unknown","unknown",122.49115681648254,"",""
"4a0236d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b7a265d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"912afde","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c97639e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"af72486",-5468.516990184784,"unknown",-5462.812948226929,-5457.211139678955,0.0,7.518619775772095,10.927350282669067,17.62806987762451,31.826908349990845,37.878655672073364,40.96192979812622,47.04394483566284,"unknown","unknown",52.92667365074158,56.72489786148071,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",62.7923698425293,"","unknown",68.98848509788513,72.54938793182373,78.09578704833984,"unknown","unknown",84.84897589683533,93.2324595451355,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",98.55854034423828,"unknown","unknown",105.65418314933777,"",""
"e2517d9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fc4adfc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1e88a68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9d97673","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7baeff7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"aa07d95",-793.8281452655792,"unknown",-787.7144434452057,-780.5246815681458,0.0,5.745662212371826,14.798880815505981,22.8374240398407,26.09078049659729,31.549925327301025,48.24144959449768,"unknown",54.26761245727539,"unknown",60.97749423980713,62.67284369468689,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",69.8261947631836,"","unknown",75.35176253318787,78.44611239433289,84.47433543205261,"unknown","unknown",90.66680717468262,92.01283431053162,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",98.7217185497284,"unknown","unknown",105.02697944641113,"",""
"d27b032","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ffa62f5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38c4951","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85ba0bb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13dba9e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e6d310e",-259059.24469852448,"unknown",-259053.2962436676,-259046.70434212685,0.0,7.103826522827148,14.40085744857788,23.23231315612793,43.478135108947754,49.06072020530701,55.615097522735596,"unknown","unknown",61.243348121643066,66.76952958106995,68.52436637878418,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",74.26901936531067,"","unknown",81.19707942008972,91.40594291687012,"unknown","unknown",98.62451577186584,105.39990067481995,107.76166367530823,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",114.22858214378357,"unknown","unknown",119.73014116287231,"",""
"8c74aa5",-92391.81290531158,"unknown",-92386.1721458435,-92380.00142717361,0.0,5.987391233444214,8.9856276512146,18.48182487487793,35.844510078430176,41.27792954444885,49.470426082611084,56.72941589355469,"unknown","unknown",63.019240379333496,64.55130243301392,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",72.22499895095825,"","unknown",78.69240283966064,80.49023461341858,86.98066234588623,"unknown","unknown",93.98319268226624,95.4663302898407,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",100.83342170715332,"unknown","unknown",106.95460510253906,"",""
"679fa36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b1d77f9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b164bf7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7e62763","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c7a7d85",-1180.0607454776764,"unknown",-1173.254492521286,-1167.9712102413177,0.0,6.681396007537842,10.61781120300293,18.374340772628784,33.352078437805176,40.64971852302551,42.21914267539978,"unknown",49.48200297355652,"unknown",56.179277181625366,57.347861528396606,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",63.33835816383362,"","unknown",69.90495228767395,73.88662385940552,79.66376280784607,"unknown","unknown",85.99602746963501,89.44935512542725,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",96.14590811729431,"unknown","unknown",102.59044480323792,"",""
"3b7f267","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fa1efad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4a9b689","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49bd7ab","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ae58bf1",-113970.12009906769,"unknown",-113964.64251351357,-113959.26798796654,0.0,5.995574712753296,8.578009605407715,17.646042823791504,33.31958341598511,39.91431927680969,52.162314891815186,"unknown",59.04832983016968,"unknown",66.27687096595764,79.9014482498169,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",86.15378904342651,"","unknown",91.47421026229858,94.8502926826477,"unknown","unknown",100.37042021751404,107.4108247756958,94434.70449662209,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",94440.71657586098,"unknown","unknown",94446.8888130188,"",""
"492238f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65acecd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43c977d",-100181.96313381195,"unknown",-100174.80830693245,-100168.69110393524,0.0,5.884532928466797,57.80679941177368,65.66334199905396,142.08246731758118,148.7779095172882,166.60059714317322,"unknown",173.31794047355652,"unknown",179.47348999977112,181.19786858558655,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",186.73354578018188,"","unknown",192.63909363746643,208.57414650917053,214.1781189441681,"unknown","unknown",220.90220475196838,224.38754081726074,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",231.51318359375,"unknown","unknown",237.315443277359,"",""
"4eff6be","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e1b193b",-10748.690403699875,"unknown",-10741.50965976715,-10735.816406011581,0.0,7.001575231552124,19.7765371799469,27.759931802749634,33.72982382774353,40.02726483345032,50.72033476829529,"unknown",57.35758352279663,"unknown",64.17433881759644,74.53500628471375,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",80.11921501159668,"","unknown",86.94050192832947,117.39810538291931,"unknown",124.11661386489868,"unknown",130.8857765197754,157.0552225112915,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",163.42580246925354,"unknown","unknown",169.42733240127563,"",""
"1415cd3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2953e33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a540012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dd88e0f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58cb4bb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d135983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1b88f70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"814517e",-20969.200858592987,"unknown",-20963.804656028748,-20957.906361341476,0.0,5.598573923110962,47.26892399787903,54.933348178863525,128.57593202590942,135.64721274375916,189.2363646030426,"unknown",195.49696922302246,"unknown",201.07290363311768,225.31374216079712,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",231.0720624923706,"","unknown",238.294851064682,248.39032912254333,"unknown",255.31829500198364,"unknown",262.21400141716003,285.56651854515076,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",292.0739095211029,"unknown","unknown",299.2776939868927,"",""
"53deb5c",-67504.16650915146,"unknown",-67498.10631012917,-67491.36950087547,0.0,7.351180553436279,9.890110492706299,18.637480974197388,10392.729669332504,10399.728662490845,10405.551923513412,"unknown","unknown",10411.438377141953,10418.188283920288,10421.855458974838,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",10429.104455471039,"","unknown",10435.317935466766,10437.988872528076,"unknown","unknown",10443.960433244705,10449.721592903137,10451.849484443665,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",10457.300315380096,"unknown","unknown",10463.635093212128,"",""
"e4cf342","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c1a9909","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"844ab34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5f84339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32980f8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fc2538d",-1977.0390884876251,"unknown",-1969.9992144107819,-1964.748254776001,0.0,7.160539388656616,9.48403811454773,21.26631999015808,29.181464195251465,37.529253005981445,63.8841552734375,"unknown",69.82637071609497,"unknown",76.08375215530396,93.56236362457275,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",98.88131046295166,"","unknown",114.61947298049927,128.09836626052856,138.31425261497498,"unknown","unknown",147.60200691223145,430.58468556404114,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",437.31217098236084,"unknown","unknown",444.353812456131,"",""
"4c228f6",-5675.849999904633,"unknown",-5669.85493850708,-5664.074253797531,0.0,5.198237895965576,12.132344007492065,20.614618062973022,164.248379945755,170.08436131477356,195.60371780395508,"unknown",202.02716588974,"unknown",208.42911505699158,261.9633548259735,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",269.203736782074,"","unknown",276.04957485198975,292.81422781944275,298.86563873291016,"unknown","unknown",304.3230926990509,332.77763175964355,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",338.1392731666565,"unknown","unknown",344.6406629085541,"",""
"747ce5f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ab42f2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41f2447",-8408.530986070633,"unknown",-8402.193794965744,-8395.797047138214,0.0,6.908852815628052,13.702890396118164,21.3941912651062,35.25249481201172,42.456183433532715,45.66682410240173,"unknown","unknown",51.95824360847473,57.312907695770264,59.448880672454834,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",66.18952322006226,"","unknown",72.96573805809021,78.65887451171875,85.34497356414795,"unknown","unknown",90.88193655014038,93.1784827709198,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",100.06764054298401,"unknown","unknown",106.58389210700989,"",""
"5bf619a",-24251.66316461563,"unknown",-24244.510896205902,-24239.259394407272,0.0,7.128369331359863,11.10266923904419,20.699996948242188,42.896830320358276,48.49777340888977,92.99374890327454,"unknown","unknown",99.17127990722656,106.32996034622192,107.46093583106995,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",113.72331857681274,"","unknown",120.53111982345581,137.092050075531,"unknown",142.66529846191406,"unknown",149.3021376132965,159.5965874195099,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",166.92099285125732,"unknown","unknown",173.51409482955933,"",""
"a123713","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41011fc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4997357","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5455b1d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f52861b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d8ecf99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"466a0ab","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"399b994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6568ea1",-387.448029756546,"unknown",-382.0845263004303,-376.45247650146484,0.0,5.826120376586914,8.265322923660278,24.566484451293945,48.83047604560852,63.88198375701904,76.42847490310669,"unknown",91.61776185035706,"unknown",97.30875277519226,98.52189254760742,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",104.06843972206116,"","unknown",110.66601586341858,117.20323467254639,"unknown","unknown",122.8687174320221,129.93801093101501,131.4116883277893,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",138.11621522903442,"unknown","unknown",144.28984808921814,"",""
"a839247","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d6ad7f",-47620.15986299515,"unknown",-47613.349437475204,-47606.90010142326,0.0,6.321408033370972,9.840861558914185,17.46190595626831,43.37008547782898,49.794376850128174,75.06916332244873,"unknown",82.15280294418335,"unknown",87.82391571998596,89.18278360366821,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",96.01152992248535,"","unknown",102.78891181945801,105.93087077140808,111.58418250083923,"unknown","unknown",118.25992488861084,120.48249006271362,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",125.74197149276733,"unknown","unknown",131.7219045162201,"",""
"9f79cf4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"528d0fe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"900150c",-267716.0917816162,"unknown",-267710.27622413635,-267704.02122688293,0.0,6.139565944671631,9.207837581634521,16.96794104576111,46.482146978378296,52.92054986953735,57.70232582092285,63.53274178504944,"unknown","unknown",69.03043675422668,71.92773342132568,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",78.6672432422638,"","unknown",85.1452567577362,91.29774403572083,96.55641388893127,"unknown","unknown",103.36407470703125,105.76500630378723,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",112.56303238868713,"unknown","unknown",119.56502962112427,"",""
"f91cb3f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"924de30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"959908d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d925650",-42.02020263671875,"unknown",-36.23187041282654,-30.01375460624695,0.0,6.80994439125061,9.806400060653687,16.838112592697144,35.584314584732056,41.956947803497314,44.66900062561035,50.96036410331726,"unknown","unknown",58.090856075286865,61.72332739830017,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",68.4932861328125,"","unknown",74.02382302284241,79.45892310142517,85.38315677642822,"unknown","unknown",92.19499468803406,94.53075623512268,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",99.88910746574402,"unknown","unknown",106.66692471504211,"",""
"37798a6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ff10184",-519088.7603945732,"unknown",-519083.376909256,-519077.62292432785,0.0,6.455592155456543,36.119104862213135,43.239853382110596,61.875704765319824,69.04651284217834,75.46929717063904,"unknown",81.74995827674866,"unknown",88.38651132583618,90.87720155715942,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",96.53191804885864,"","unknown",103.6217086315155,119.00914072990417,125.74129319190979,"unknown","unknown",132.53880143165588,138.78626775741577,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",144.10002040863037,"unknown","unknown",149.60731148719788,"",""
"cde7968",-71322.70936441422,"unknown",-71315.49752569199,-71309.07301616669,0.0,6.787903308868408,11.974829196929932,19.026832818984985,52.83398675918579,58.9965033531189,66.5430977344513,"unknown",72.91096901893616,"unknown",79.65722751617432,81.68300485610962,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",87.26576256752014,"","unknown",93.05424475669861,95.69056296348572,102.76130533218384,"unknown","unknown",108.37142515182495,110.87498712539673,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",117.18480181694031,"unknown","unknown",122.58846092224121,"",""
"a1efa63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52d61f6",-44551.35477232933,"unknown",-44545.91264677048,-44540.58047294617,0.0,6.222790241241455,9.864208698272705,16.679665565490723,47.45202684402466,53.91626596450806,70.36746907234192,75.87112140655518,"unknown","unknown",83.0117084980011,84.14797854423523,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",90.04893326759338,"","unknown",96.52589654922485,99.12860035896301,105.89284038543701,"unknown","unknown",112.75080561637878,115.30044078826904,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",120.99610924720764,"unknown","unknown",126.37157249450684,"",""
"34d8485",-3047.8443150520325,"unknown",-3041.41566491127,-3035.7431993484497,0.0,7.286142349243164,13.125049591064453,21.568609952926636,82.94247198104858,90.34820818901062,104.95364594459534,112.00787425041199,"unknown","unknown",118.7117486000061,121.10777306556702,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",127.368643283844,"","unknown",132.75552439689636,229.32021284103394,235.15710639953613,"unknown","unknown",240.9841332435608,260.6112127304077,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",266.50463819503784,"unknown","unknown",273.0271680355072,"",""
"693ef79",-10636.07477426529,"unknown",-10630.445575714111,-10624.115110397339,0.0,7.525559663772583,11.818645238876343,18.650840044021606,32.96017575263977,39.66098713874817,70.02254343032837,"unknown","unknown",76.45528483390808,83.46157598495483,88.15762281417847,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",93.85145139694214,"","unknown",99.43005132675171,132.71805262565613,"unknown",139.6458716392517,"unknown",146.65848851203918,153.674556016922,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",160.66417288780212,"unknown","unknown",166.75168251991272,"",""
"0d5233e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ce1d155","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fafded6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f0a4194","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"11e5d50",-305667.32366514206,"unknown",-305661.27064943314,-305654.2666788101,0.0,5.740696668624878,7.016580581665039,15.208750009536743,24.24393653869629,29.64516544342041,31.341145753860474,"unknown",37.1605441570282,"unknown",43.39647436141968,45.80910658836365,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",51.16503047943115,"","unknown",56.59828472137451,58.53700351715088,"unknown","unknown",65.1910719871521,71.78266906738281,73.6072416305542,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",80.39071202278137,"unknown","unknown",85.69568824768066,"",""
"047f2ca",-6984.812916517258,"unknown",-6978.255717754364,-6971.564857721329,0.0,7.173852205276489,11.113808631896973,19.667166471481323,22.162476062774658,27.82701325416565,30.09394121170044,"unknown","unknown",36.77172350883484,42.05001211166382,49.40074372291565,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",54.74398231506348,"","unknown",61.80307459831238,80.2633364200592,"unknown","unknown",85.66770434379578,91.58697533607483,99.19893074035645,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",106.12481045722961,"unknown","unknown",111.8906078338623,"",""
"e353d18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"02b634c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0f91d63",-5970.737011432648,"unknown",-5963.574893474579,-5956.752406835556,0.0,6.983593702316284,35.17533874511719,42.76805019378662,59.719576835632324,65.22962236404419,68.15406203269958,"unknown",75.04950261116028,"unknown",82.0715446472168,87.25673770904541,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",93.10556221008301,"","unknown",99.51568269729614,107.62432932853699,114.37018394470215,"unknown","unknown",121.14012908935547,124.56613087654114,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",131.7370090484619,"unknown","unknown",138.06734013557434,"",""
