"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","yo_3","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","5_otro_1","2_1"
"c34e373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"60a02cd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6bac72b",-3730.041808128357,"unknown",-3723.3985154628754,-3716.9355664253235,0.0,6.529988527297974,8.904967546463013,16.320133686065674,27.664271354675293,34.569337129592896,37.37771773338318,"unknown",43.3675696849823,"unknown",50.64517784118652,53.3771026134491,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",60.72492837905884,"","unknown",66.62698078155518,72.49467873573303,"unknown","unknown",78.74766159057617,85.37037014961243,89.02865743637085,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",94.72857427597046,"unknown","unknown",101.40945959091187,"",""
"c9285e4",-1279.6912298202515,"unknown",-1274.2107179164886,-1268.0033881664276,0.0,6.584211826324463,168.45443511009216,176.7757203578949,181.15526151657104,187.6347737312317,189.2294647693634,195.3831980228424,"unknown","unknown",201.2011456489563,202.99140906333923,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",209.2023742198944,"","unknown",214.89702343940735,216.588232755661,221.9043846130371,"unknown","unknown",228.89560985565186,230.32465410232544,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",236.51699590682983,"unknown","unknown",242.4669485092163,"",""
"bd4b2f4",-3089.969280719757,"unknown",-3084.4423089027405,-3077.93408703804,0.0,6.5185706615448,8.722313642501831,18.354697227478027,29.954450368881226,37.37862801551819,41.59648513793945,"unknown",48.53755807876587,"unknown",55.70840048789978,58.737574338912964,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",65.29894590377808,"","unknown",72.89457392692566,77.90932655334473,"unknown",83.7672061920166,"unknown",90.30598092079163,92.79043483734131,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",98.77300477027893,"unknown","unknown",104.76358795166016,"",""
"bd650e8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b81bc6e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32b1d7b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0ff20c2",-100678.08684444427,"unknown",-100671.18462085724,-100664.7796587944,0.0,7.191521406173706,9.707892894744873,17.352824449539185,43.94918942451477,49.20087432861328,70.13227319717407,"unknown","unknown",76.37625885009766,82.22372603416443,83.81378817558289,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",90.7081651687622,"","unknown",96.41686606407166,118.08926272392273,"unknown","unknown",124.03437399864197,131.07979559898376,135.57242512702942,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",140.85714268684387,"unknown","unknown",146.8431739807129,"",""
"19b0291","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b0e3caa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"297d8e5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45f7f6c",-9173.807783603668,"unknown",-9168.129126310349,-9161.717891216278,0.0,5.94788932800293,9.022479057312012,21.246098279953003,30.716679573059082,36.95597267150879,39.130186796188354,"unknown","unknown",46.074299335479736,52.54344582557678,55.810208320617676,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",61.65427088737488,"","unknown",67.668386220932,72.81643867492676,"unknown",80.08091044425964,"unknown",85.9949722290039,87.33742046356201,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",94.44607496261597,"unknown","unknown",100.82684922218323,"",""
"1df700a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d3a396c",-548.3656573295593,"unknown",-541.9149885177612,-535.1982781887054,0.0,6.996160984039307,11.900480031967163,19.403681755065918,29.02028775215149,34.74272131919861,36.92421269416809,"unknown","unknown",43.8131947517395,50.56157970428467,195.90263724327087,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",202.21446442604065,"","unknown",209.30709218978882,211.45821142196655,"unknown","unknown",218.56563186645508,224.04549837112427,251.56972646713257,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",257.26678681373596,"unknown","unknown",263.78397369384766,"",""
"79b129c",-21299.531380414963,"unknown",-21293.42985534668,-21287.57122683525,0.0,6.537371873855591,10.28419280052185,17.87446093559265,33.98460030555725,40.72974133491516,56.88813376426697,"unknown","unknown",62.358306646347046,68.72861790657043,73.16874885559082,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",80.1207115650177,"","unknown",86.79520559310913,92.50197529792786,"unknown","unknown",98.1232545375824,103.58978986740112,106.24095726013184,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",113.16598081588745,"unknown","unknown",119.48989415168762,"",""
"dd6da1c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d85b5c4",-171016.953728199,"unknown",-171010.45627903938,-171003.87073612213,0.0,6.916715383529663,9.069327354431152,16.787914752960205,32.65147686004639,38.46446943283081,41.67476296424866,"unknown",47.017133712768555,"unknown",53.86772155761719,56.125699281692505,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",62.13977360725403,"","unknown",67.8212251663208,83833.96113753319,83840.78805565834,"unknown","unknown",83847.25823307037,83849.0698029995,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",83855.62347197533,"unknown","unknown",83862.19317102432,"",-45843.9291164875
"43b56f8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ecbabb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c9c92b5",-4072337.9168593884,"unknown",-4072332.293130398,-4072326.1628181934,0.0,5.80378532409668,8.063544273376465,15.114529371261597,25.862075567245483,31.831956386566162,34.11529755592346,"unknown",39.74710392951965,"unknown",45.983519077301025,51.16889834403992,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",57.950533390045166,"","unknown",63.756897926330566,77.49528646469116,"unknown","unknown",84.75890398025513,91.50638580322266,673345.1626634598,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",673351.2372908592,"unknown","unknown",673357.9621610641,"",-2038.7270276546478
"f9b9236",-2472.358064174652,"unknown",-2463.9515097141266,-2458.315019607544,0.0,7.4911816120147705,11.031002283096313,19.443071126937866,21.637284517288208,28.441144943237305,55.73551797866821,"unknown","unknown",61.36045718193054,68.33587408065796,70.29148387908936,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",76.79750347137451,"","unknown",83.79187178611755,91.00544929504395,"unknown","unknown",98.24241518974304,104.3036298751831,106.49602603912354,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",112.98790121078491,"unknown","unknown",119.64891791343689,"",""
"4a0236d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b7a265d",-6473.962421655655,"unknown",-6467.210008621216,-6460.795404672623,0.0,6.312610149383545,10.620739221572876,19.19420099258423,29.04764986038208,34.81654500961304,47.544757604599,"unknown",53.76124334335327,"unknown",60.47324824333191,63.1508686542511,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",70.2668445110321,"","unknown",76.2638328075409,80.46764087677002,"unknown",86.47851085662842,"unknown",93.0746099948883,94.85267424583435,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",100.96982669830322,"unknown","unknown",107.15678405761719,"",""
"912afde","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c97639e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"af72486",-295864.8791613579,"unknown",-295858.8856680393,-295851.9368364811,0.0,6.693264961242676,10.548614263534546,18.894449949264526,28.409204959869385,35.43461775779724,44.74760603904724,"unknown",50.1450879573822,"unknown",56.01379919052124,57.455740451812744,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",64.43858480453491,"","unknown",70.92658591270447,76.71332335472107,83.25917553901672,"unknown","unknown",90.44567227363586,92.65077710151672,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",99.04204988479614,"unknown","unknown",104.63453364372253,"",""
"e2517d9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fc4adfc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1e88a68","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9d97673","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7baeff7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"aa07d95",-5115.757984638214,"unknown",-5109.461673974991,-5103.987953186035,0.0,6.502075672149658,8.23058819770813,15.595798254013062,42.157814025878906,49.1282958984375,50.64476251602173,56.49222111701965,"unknown","unknown",63.27482509613037,50.05028772354126,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",56.19147849082947,"","unknown",62.2420768737793,64.75403785705566,71.67444920539856,"unknown","unknown",78.70453023910522,80.00838422775269,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",85.3741934299469,"unknown","unknown",90.92625308036804,"",""
"d27b032","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ffa62f5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38c4951","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85ba0bb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13dba9e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e6d310e",-9585.53811788559,"unknown",-9578.703904151917,-9572.316796541214,0.0,7.012029647827148,11.243037700653076,18.437042474746704,32.571436166763306,38.27770805358887,43.83397340774536,"unknown","unknown",50.69348335266113,57.88995337486267,60.116997480392456,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",66.35560989379883,"","unknown",71.84797072410583,77.79534912109375,"unknown","unknown",83.40087246894836,89.28636240959167,91.18274402618408,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",97.48755383491516,"unknown","unknown",102.97986197471619,"",""
"8c74aa5",-2933.639609336853,"unknown",-2927.128303527832,-2920.484560251236,0.0,6.80654501914978,9.531413078308105,17.831284523010254,27.96805763244629,34.82164978981018,40.377177715301514,"unknown",47.62706518173218,"unknown",54.01510143280029,55.655030250549316,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",61.11815929412842,"","unknown",67.83339476585388,71.54829287528992,"unknown","unknown",77.05117535591125,84.05771470069885,85.45170378684998,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",91.62451958656311,"unknown","unknown",97.31231570243835,"",""
"679fa36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b1d77f9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b164bf7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7e62763","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c7a7d85",-34.534096479415894,"unknown",-29.281503438949585,-22.481035232543945,0.0,6.082843780517578,764.7381155490875,771.6170012950897,808.83247423172,814.6013860702515,92013.30366110802,"unknown",92018.75381588936,"unknown",92025.4931166172,92028.02279829979,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",92034.64418554306,"","unknown",92041.82582187653,92046.09828901291,92052.37188410759,"unknown","unknown",92059.15474653244,92067.4290356636,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",92073.43815994263,"unknown","unknown",92078.70600366592,"",""
"3b7f267","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fa1efad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4a9b689","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49bd7ab","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ae58bf1",-147766.9738702774,"unknown",-147760.41818118095,-147753.8672618866,0.0,6.249018669128418,9.602973937988281,18.06363010406494,31.2097327709198,37.48029112815857,44.93739128112793,"unknown","unknown",51.57596969604492,58.420326709747314,60.333895444869995,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",65.76890850067139,"","unknown",71.61241579055786,150.1183910369873,"unknown","unknown",155.6759397983551,162.25989151000977,164.16771817207336,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",170.670969247818,"unknown","unknown",176.30558514595032,"",""
"492238f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65acecd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43c977d",-166073.79147410393,"unknown",-166066.93813586235,-166060.87946629524,0.0,5.462328672409058,7.711665630340576,15.694286823272705,27.47981834411621,33.88673424720764,42.54678773880005,"unknown",48.06681966781616,"unknown",54.278998374938965,56.415038108825684,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",61.90573000907898,"","unknown",68.94898176193237,74.95294332504272,"unknown",82.10957264900208,"unknown",89.09576892852783,90.87851190567017,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",98.12280631065369,"unknown","unknown",103.65706038475037,"",""
"4eff6be","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e1b193b",-1213.4487080574036,"unknown",-1206.2411637306213,-1199.003996372223,0.0,6.199604034423828,59.589900732040405,69.11572194099426,173.08692479133606,179.18089389801025,249.6636838912964,"unknown","unknown",256.52075839042664,263.18294954299927,789.3011198043823,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",795.6337902545929,"","unknown",802.8977494239807,886.7566964626312,"unknown","unknown",893.9271411895752,900.4508376121521,928.2100005149841,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",934.0220584869385,"unknown","unknown",940.4573311805725,"",""
"1415cd3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2953e33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"a540012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dd88e0f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58cb4bb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d135983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1b88f70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"814517e",-20578.672188282013,"unknown",-20572.43017435074,-20565.322347164154,0.0,6.84248423576355,12.824847221374512,20.190075635910034,34.63647270202637,41.5685179233551,46.57991552352905,"unknown","unknown",53.27556037902832,59.26847720146179,62.42917513847351,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",68.36388158798218,"","unknown",74.93348026275635,88.0166072845459,"unknown","unknown",93.782466173172,99.41349029541016,101.51341819763184,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",107.5452790260315,"unknown","unknown",114.0508463382721,"",""
"53deb5c",-4331.659029245377,"unknown",-4325.674184799194,-4319.670097112656,0.0,6.641148805618286,14.754513502120972,23.06669783592224,35.21088933944702,41.80069351196289,45.2835259437561,"unknown","unknown",50.64527249336243,56.283748626708984,58.58653402328491,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",64.29858541488647,"","unknown",70.5076367855072,152.57129454612732,159.04515194892883,"unknown","unknown",165.70232462882996,168.1828465461731,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",175.308452129364,"unknown","unknown",182.49245738983154,"",""
"e4cf342","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c1a9909","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"844ab34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5f84339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32980f8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fc2538d",-534.0884430408478,"unknown",-527.848963022232,-521.1907880306244,0.0,6.859703063964844,7.931565284729004,15.694109678268433,30.238620042800903,36.04560112953186,54.941858768463135,"unknown",60.735848903656006,"unknown",66.92911982536316,68.19372463226318,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",73.76296544075012,"","unknown",78.99830746650696,86.17165017127991,"unknown","unknown",93.4761848449707,100.63754296302795,102.49487113952637,109.27532863616943,110.52834272384644,"unknown",117.37928247451782,"unknown",124.63601183891296,130.27370953559875,"unknown","unknown","unknown","unknown","unknown",136.78759384155273,"unknown",143.30228233337402,"",""
"4c228f6",-887059.9969637394,"unknown",-887052.8923680782,-887046.0966210365,0.0,6.334861755371094,7.992088794708252,14.997081756591797,18.06133484840393,24.01512908935547,31.994608640670776,"unknown","unknown",37.777121782302856,44.62124729156494,46.374494314193726,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",52.220885276794434,"","unknown",59.14017677307129,69.13491654396057,"unknown",74.54032373428345,"unknown",81.56994366645813,83.80792331695557,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",89.07591676712036,"unknown","unknown",95.14736819267273,"",""
"747ce5f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ab42f2",-6858.310812711716,"unknown",-6852.926819324493,-6846.370769739151,0.0,5.628651857376099,7.487847805023193,15.036172866821289,18.266170263290405,23.9070143699646,30.835668325424194,"unknown","unknown",37.34415340423584,43.387638330459595,45.90032649040222,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",52.18816018104553,"","unknown",57.78785800933838,60.43824553489685,"unknown","unknown",65.80345034599304,71.65114760398865,73.27257561683655,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",78.82204532623291,"unknown","unknown",85.95444464683533,"",""
"41f2447",-64268.40313792229,"unknown",-64262.150081157684,-64255.330313682556,0.0,7.041748523712158,10.498795986175537,19.22782254219055,37.52947545051575,44.2839617729187,50.98281264305115,"unknown","unknown",57.247010469436646,63.11244559288025,65.54655194282532,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",70.94217872619629,"","unknown",76.64548134803772,84.74687099456787,"unknown","unknown",90.37169575691223,96.696528673172,99.02181720733643,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",104.7669289112091,"unknown","unknown",111.20540380477905,"",""
"5bf619a",-48865.28467321396,"unknown",-48858.83095693588,-48852.94182229042,0.0,6.383395671844482,10.156724214553833,17.698482036590576,36.28180193901062,43.169676780700684,55.263582706451416,"unknown",62.66994786262512,"unknown",68.48208975791931,70.11903095245361,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",77.0648741722107,"","unknown",83.55571913719177,89.90330815315247,"unknown","unknown",95.26840329170227,102.17821669578552,107.0062460899353,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",113.10440158843994,"unknown","unknown",120.31215858459473,"",""
"a123713","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"41011fc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4997357","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5455b1d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f52861b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d8ecf99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"466a0ab","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"399b994","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6568ea1",-42.57805109024048,"unknown",-36.464696168899536,-30.66296362876892,0.0,6.897874355316162,13.435463428497314,20.159125328063965,40.73666501045227,47.74360013008118,51.06931185722351,"unknown","unknown",57.74520945549011,63.92156672477722,65.35239100456238,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",71.54793882369995,"","unknown",77.64565110206604,79.92943954467773,"unknown","unknown",86.10884809494019,91.3655035495758,92.79429531097412,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",98.72161221504211,"unknown","unknown",104.56883430480957,"",""
"a839247","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d6ad7f",-82828.90074372292,"unknown",-82822.00236177444,-82814.98605132103,0.0,5.532213926315308,9.863867044448853,18.37688159942627,58.07035279273987,64.62068104743958,71.99919319152832,"unknown","unknown",78.78047561645508,84.4010922908783,86.03340601921082,92.51246953010559,94.41747641563416,"unknown",100.11686038970947,"unknown",105.98939800262451,107.2600405216217,"unknown","","unknown","unknown","unknown","unknown",114.07883191108704,"unknown",121.17967963218689,128.87036156654358,"unknown",134.40197730064392,"unknown",140.09827399253845,142.17188668251038,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",147.83564114570618,"unknown","unknown",154.39499735832214,"",""
"9f79cf4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"528d0fe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"900150c",-42527.34556508064,"unknown",-42520.378640413284,-42514.20820641518,0.0,5.224800109863281,7.545400381088257,15.245128154754639,29.688610315322876,36.79741072654724,56.57339954376221,"unknown",62.53796982765198,"unknown",69.27778458595276,71.1340000629425,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",76.63279318809509,"","unknown",83.317880153656,95.77965259552002,"unknown",101.24559187889099,"unknown",107.78677797317505,109.45182347297668,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",115.93671178817749,"unknown","unknown",122.81762170791626,"",""
"f91cb3f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"924de30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"959908d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d925650",-16.019227266311646,"unknown",-9.282773733139038,-3.3429596424102783,0.0,5.463573217391968,7.077380180358887,15.03978157043457,3572.8560960292816,3580.1139731407166,3582.941360473633,"unknown","unknown",3589.7187063694,3596.9246954917908,3598.5667383670807,3604.779814720154,3618.3289432525635,"unknown",3624.28351688385,"unknown",3630.589224100113,3634.0027425289154,"unknown","","unknown","unknown","unknown","unknown",3640.9984233379364,"unknown",3648.30246591568,605624.7789649963,"unknown",605630.9924793243,"unknown",605637.7191429138,605641.315861702,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",605648.2531690598,"unknown","unknown",605655.4846081734,"",""
"37798a6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ff10184",-100300.56177949905,"unknown",-100294.52591753006,-100287.37515330315,0.0,5.651662826538086,9.5310640335083,17.62035846710205,50.276347160339355,57.105010747909546,64.2102701663971,"unknown","unknown",70.72645878791809,77.32740688323975,80.69535303115845,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",86.62377643585205,"","unknown",93.61691641807556,99.75295925140381,"unknown","unknown",105.34181523323059,112.5041344165802,115.51395893096924,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",122.20421290397644,"unknown","unknown",128.49488997459412,"",""
"cde7968",-601068.2482261658,"unknown",-601062.3791050911,-601056.1513700485,0.0,6.44707727432251,11.75486969947815,19.144442319869995,37.98898935317993,45.03326940536499,54.16942071914673,"unknown","unknown",61.075976848602295,67.5970573425293,70.30714583396912,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",76.07257914543152,"","unknown",83.10979723930359,89.90212416648865,"unknown","unknown",95.82420468330383,101.53132796287537,104.99025344848633,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",111.8642635345459,"unknown","unknown",117.552161693573,"",""
"a1efa63","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
