"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","yo_3","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","2_1","3_1"
"145d339",-2795.5853142738342,"unknown",-2789.055436849594,-2783.7570791244507,0.0,5.921243906021118,7.812107563018799,13.679682970046997,47.67123770713806,54.3409960269928,62.12033462524414,"unknown",69.17200326919556,"unknown",76.1983368396759,77.9261703491211,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",83.14013481140137,"","unknown",89.00474095344543,95.2561616897583,"unknown","unknown",101.22272610664368,106.89656853675842,109.29916048049927,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",116.03903222084045,"unknown","unknown",122.34660768508911,"",""
"e96f42c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"f382ec0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"962a7dd",-39887.33410191536,"unknown",-39880.3674890995,-39873.2023730278,0.0,5.519816637039185,9.583645820617676,16.281540870666504,34.37603950500488,40.06150197982788,67.96604347229004,"unknown",73.31036257743835,"unknown",80.0489456653595,81.97715497016907,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",87.60438299179077,"","unknown",93.88142943382263,3013.48944234848,"unknown",3020.542071580887,"unknown",3027.6880424022675,3030.6474335193634,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",3036.764183998108,"unknown","unknown",3042.907939195633,"",""
"5c97513","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"acc6118",-565621.7166230679,"unknown",-565615.0036559105,-565608.1234278679,0.0,6.253502607345581,10.690270185470581,16.2488431930542,34.00046753883362,39.586031675338745,43.118807315826416,49.19354581832886,"unknown","unknown",55.1510705947876,57.09522891044617,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",63.30807375907898,"","unknown",70.09346294403076,77.14229536056519,"unknown",83.26793193817139,"unknown",89.50831770896912,91.59889626502991,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",97.8009102344513,"unknown","unknown",103.06076645851135,"",""
"d33371d",-3750496.844539404,"unknown",-3750490.8111679554,-3750484.4237470627,0.0,5.614737272262573,14.138730525970459,20.165557861328125,40.69295310974121,48.074440002441406,79.765310049057,86.38403940200806,"unknown","unknown",92.49008584022522,95.24695467948914,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",102.4094009399414,"","unknown",109.02547907829285,128.06917810440063,"unknown",133.695946931839,"unknown",139.1562910079956,142.53449964523315,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",149.36797189712524,"unknown","unknown",155.96847462654114,"",""
"78603ec","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d45bd1",-86267.91092634201,"unknown",-86260.97228550911,-86255.24573206902,0.0,6.3408589363098145,10.530090570449829,16.99973440170288,34.44930553436279,40.79210114479065,44.78278088569641,"unknown",50.64949870109558,"unknown",57.704346895217896,61.27449631690979,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",66.73366737365723,"","unknown",73.69684505462646,94.95266723632812,"unknown","unknown",101.96579384803772,108.44465351104736,157.17149662971497,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",164.25647234916687,"unknown","unknown",171.3220570087433,"",""
"cfcbc2d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98ecb86",-2294.783373594284,"unknown",-2288.7253663539886,-2281.7566006183624,0.0,6.584867715835571,9.309926748275757,16.41086769104004,55.8258843421936,61.68132781982422,64.6566116809845,"unknown",70.31028652191162,"unknown",77.53460431098938,79.05220460891724,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",86.00797414779663,"","unknown",92.22599840164185,97.48044610023499,"unknown","unknown",104.17909646034241,110.45015454292297,116.61023092269897,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",122.16654396057129,"unknown","unknown",129.32305717468262,"",""
"7636563",-228.73486495018005,"unknown",-223.1738941669464,-216.70246696472168,0.0,7.129257917404175,11.498546361923218,17.170003175735474,29.159101247787476,34.605212450027466,39.74826097488403,46.08392381668091,"unknown","unknown",51.554508686065674,52.83507490158081,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",59.79304003715515,"","unknown",65.5548779964447,111.52840089797974,"unknown",118.14268565177917,"unknown",123.68317580223083,127.92171812057495,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",133.83123660087585,"unknown","unknown",140.88260746002197,"",""
"5d2b358",-2963.1373710632324,"unknown",-2956.5408294200897,-2949.639976978302,0.0,7.19414496421814,21.018470287322998,27.776865482330322,48.61752986907959,55.43851375579834,74.95997047424316,80.87373423576355,"unknown","unknown",86.79585671424866,88.46687436103821,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",93.77907609939575,"","unknown",100.77285313606262,136.14908003807068,"unknown",143.18167448043823,"unknown",149.888014793396,151.35430002212524,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",158.01215076446533,"unknown","unknown",163.9407684803009,"",""
"5d9ae0c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73d4e20",-489.2676730155945,"unknown",-483.574444770813,-476.3491518497467,0.0,7.229405164718628,194315.6540634632,194322.32298254967,194343.96307778358,194349.3114118576,194372.01631736755,194377.79192113876,"unknown","unknown",194384.9470524788,194387.72545862198,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",194393.480987072,"","unknown",194400.61810684204,227576.74700284004,227582.66979956627,"unknown","unknown",227588.15408587456,227627.20826864243,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",227633.0395643711,"unknown","unknown",227638.63955545425,"",""
"be94a32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9f972fb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6e93efd",-87.47029709815979,"unknown",-80.87221813201904,-74.28670978546143,0.0,7.019323110580444,10.761929988861084,16.82186460494995,18.202963829040527,23.707889556884766,34.941165924072266,40.65960884094238,"unknown","unknown",47.586005449295044,48.847689628601074,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",55.959477186203,"","unknown",62.66109275817871,64.36282515525818,70.75386333465576,"unknown","unknown",77.32136988639832,79.19009113311768,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",84.73265552520752,"unknown","unknown",89.98263382911682,"",""
"5a4afae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c34e373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"60a02cd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6bac72b",-6643.575926780701,"unknown",-6638.107670545578,-6631.091200351715,0.0,6.5179243087768555,9.826479196548462,16.639761686325073,21.48396611213684,27.287328720092773,33.83278727531433,"unknown",39.29044032096863,"unknown",45.44335961341858,50.586106061935425,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",57.55342435836792,"","unknown",64.03643226623535,67.45884680747986,"unknown","unknown",73.0346291065216,78.48150277137756,79.96677374839783,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",86.12333416938782,"unknown","unknown",92.56406855583191,"",""
"c9285e4",-4654.9028515815735,"unknown",-4647.918091773987,-4641.699995994568,0.0,6.257784843444824,489.97782492637634,495.5708632469177,499.404132604599,506.4334919452667,520.0155284404755,527.2837433815002,"unknown","unknown",532.8149657249451,534.5353784561157,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",540.3668167591095,"","unknown",548.403849363327,555.0624823570251,562.0735311508179,"unknown","unknown",567.5372841358185,573.2415928840637,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",579.7527112960815,"unknown","unknown",586.9164397716522,"",""
"bd4b2f4",-24541.94856071472,"unknown",-24534.926270246506,-24528.47373867035,0.0,6.009019374847412,10.525197982788086,17.801783800125122,52.82983708381653,59.47269558906555,61.068156480789185,67.5731418132782,"unknown","unknown",74.36590528488159,75.96172285079956,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",82.85489988327026,"","unknown",88.73230338096619,92.11042189598083,98.89402270317078,"unknown","unknown",104.16614484786987,109.04727149009705,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",115.72512125968933,"unknown","unknown",120.97759866714478,"",""
"bd650e8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b81bc6e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32b1d7b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0ff20c2",-2713.4644796848297,"unknown",-2707.418927669525,-2701.507458925247,0.0,7.395652770996094,9.676140308380127,15.993226528167725,30.763854503631592,36.80119228363037,42.20202016830444,48.564218521118164,"unknown","unknown",54.798532247543335,56.479651927948,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",63.29199838638306,"","unknown",68.94572734832764,73.5444712638855,79.15176701545715,"unknown","unknown",85.27864027023315,87.05699443817139,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",92.62034583091736,"unknown","unknown",99.75886678695679,"",""
"19b0291","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b0e3caa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"297d8e5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45f7f6c",-19369.96122264862,"unknown",-19364.253902196884,-19357.0656979084,0.0,5.5505757331848145,14.870536804199219,21.871882438659668,24.757132053375244,30.475387811660767,40.65429925918579,46.33287262916565,"unknown","unknown",51.733296155929565,57.98000955581665,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",63.37469482421875,"","unknown",70.52238988876343,75.50860977172852,82.14879536628723,"unknown","unknown",88.56414532661438,90.72859764099121,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",97.97015500068665,"unknown","unknown",103.32120704650879,"",""
"1df700a",-78661.09114289284,"unknown",-78654.33506393433,-78647.64633917809,0.0,5.77356743812561,208.05759620666504,214.73275089263916,234.5598554611206,240.29708051681519,242.83388805389404,"unknown","unknown",249.86496090888977,255.77590584754944,262.448361158371,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",269.29100584983826,"","unknown",274.6740505695343,277.29644775390625,"unknown","unknown",283.9682023525238,290.4463777542114,292.12434363365173,299.407603263855,306.2440643310547,312.97732162475586,"unknown","unknown",320.1636965274811,322.717077255249,"unknown","unknown","unknown","unknown","unknown",328.5488226413727,"unknown",334.3013424873352,"",""
"d3a396c",-744.3194880485535,"unknown",-738.2385394573212,-731.3709232807159,0.0,5.790941953659058,27.262298822402954,34.222517013549805,40.273372173309326,46.22121620178223,55.31305766105652,61.21545219421387,"unknown","unknown",67.6037871837616,75.47349381446838,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",82.44793319702148,"","unknown",89.3122239112854,101.48831510543823,107.41841387748718,"unknown","unknown",113.99007892608643,130.33303260803223,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",136.4679365158081,"unknown","unknown",143.31733179092407,"",""
"79b129c",-333316.196877718,"unknown",-333309.04718899727,-333302.97193074226,0.0,5.314960718154907,8.002538204193115,14.29050350189209,67.94240736961365,73.93444728851318,88.3860330581665,"unknown",93.73358678817749,"unknown",101.01915669441223,102.5615131855011,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",109.5930061340332,"","unknown",114.98300528526306,120.1602714061737,"unknown",126.98876953125,"unknown",133.7474148273468,135.96179008483887,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",142.13474774360657,"unknown","unknown",148.40301299095154,"",""
"dd6da1c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d85b5c4",-2264.7162301540375,"unknown",-2259.1044175624847,-2253.0753045082092,0.0,7.3943421840667725,9.38809084892273,16.53429889678955,29.172316789627075,35.44385862350464,44.18804359436035,"unknown",49.70187568664551,"unknown",56.64803767204285,58.411460399627686,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",64.46311521530151,"","unknown",71.46831703186035,77.09607291221619,83.12261486053467,"unknown","unknown",97.6563937664032,99.76052284240723,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",105.21491765975952,"unknown","unknown",114.01203274726868,"",""
"43b56f8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ecbabb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c9c92b5",-125698.0090379715,"unknown",-125691.32026791573,-125685.68249464035,0.0,6.032318830490112,8.114130735397339,14.291320562362671,31.569005250930786,37.38371276855469,42.72003650665283,"unknown",49.34881567955017,"unknown",55.13055729866028,58.39581871032715,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",65.2795205116272,"","unknown",72.21864604949951,80.14114880561829,"unknown",85.90098762512207,"unknown",92.24455618858337,93.5862717628479,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",99.50516605377197,"unknown","unknown",105.04094576835632,"",""
"f9b9236",-190.58293676376343,"unknown",-185.2336859703064,-178.37398838996887,0.0,7.094743490219116,12.683040142059326,18.665287256240845,57.53154182434082,63.69597506523132,86.07439088821411,92.79085350036621,"unknown","unknown",99.1853928565979,101.43883109092712,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",108.34702897071838,"","unknown",115.29802012443542,126.29553556442261,132.13183999061584,"unknown","unknown",139.52934765815735,141.67019319534302,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",147.07042789459229,"unknown","unknown",152.43895196914673,"",""
"4a0236d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b7a265d",-782.1127395629883,"unknown",-775.9000797271729,-769.7927899360657,0.0,7.140941858291626,10.946727514266968,16.582453966140747,32.18412470817566,38.10444355010986,43.49834370613098,50.39987850189209,"unknown","unknown",56.50326704978943,58.10799860954285,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",64.30694961547852,"","unknown",69.8059766292572,72.40954399108887,79.5449333190918,"unknown","unknown",86.0634241104126,87.54332137107849,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",93.57147336006165,"unknown","unknown",99.07103228569031,"",""
"912afde","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c97639e",-8164.796063899994,"unknown",-8158.652050018311,-8152.168546199799,0.0,6.154557704925537,27.163500547409058,32.577415466308594,51.1666419506073,57.31889319419861,70.6553328037262,"unknown",76.14545631408691,"unknown",82.5747561454773,83.99035620689392,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",89.54717206954956,"","unknown",95.7526445388794,811.2159247398376,818.525369644165,"unknown","unknown",825.1240561008453,949.1558818817139,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",955.6248047351837,"unknown","unknown",961.3653452396393,"",""
"af72486",-103542.98219585419,"unknown",-103537.28235816956,-103530.311211586,0.0,6.63003396987915,12.736974716186523,19.605420112609863,46.094318866729736,51.32266330718994,53.88854241371155,60.5990571975708,"unknown","unknown",65.94912528991699,69.7499029636383,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",76.97013545036316,"","unknown",84.41384482383728,86.98352146148682,93.47873115539551,"unknown","unknown",100.26023578643799,101.79301738739014,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",108.04485940933228,"unknown","unknown",114.94776463508606,"",""
"e2517d9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fc4adfc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1e88a68",-7362.582340717316,"unknown",-7355.496697425842,-7349.326695919037,0.0,5.993894338607788,10.301690101623535,16.410127878189087,36.238808155059814,42.72250962257385,54.79110407829285,"unknown","unknown",60.39251351356506,65.92039132118225,67.40106320381165,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",73.06151866912842,"","unknown",78.5291256904602,87.80090641975403,"unknown",94.34275960922241,"unknown",101.44489121437073,102.81498694419861,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",109.89516997337341,"unknown","unknown",116.79872059822083,"",""
"9d97673","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7baeff7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"aa07d95",-4488.140064716339,"unknown",-4482.900996208191,-4475.954566478729,0.0,7.152740240097046,20.587357997894287,26.39051914215088,54.583255767822266,59.97798943519592,62.40784239768982,68.67974472045898,"unknown","unknown",75.26750874519348,81.35880446434021,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",88.49102544784546,"","unknown",93.8160035610199,122.88266658782959,129.22655534744263,"unknown","unknown",134.67611384391785,136.57180428504944,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",142.85683631896973,"unknown","unknown",150.0328288078308,"",""
"d27b032","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ffa62f5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38c4951","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85ba0bb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13dba9e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e6d310e",-170168.04382133484,"unknown",-170161.42004680634,-170154.56584858894,0.0,6.336718320846558,12.43393874168396,19.376240253448486,38.901066303253174,44.31973743438721,47.70111608505249,54.40573453903198,"unknown","unknown",61.32472491264343,63.035038471221924,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",69.82717728614807,"","unknown",76.3172914981842,86.26517391204834,92.62387180328369,"unknown","unknown",99.22553944587708,111.23453283309937,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",116.79534983634949,"unknown","unknown",122.44260859489441,"",""
"8c74aa5",-15.482955694198608,"unknown",-9.262749671936035,-2.665708541870117,0.0,6.131411790847778,10.069497346878052,16.650153398513794,31.461724281311035,37.45387077331543,60.192282915115356,67.478764295578,"unknown","unknown",73.95947360992432,77.43459844589233,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",83.47671175003052,"","unknown",90.18567276000977,92.30342507362366,"unknown",98.39896845817566,"unknown",104.24751019477844,120.50406265258789,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",127.65111351013184,"unknown","unknown",132.9622585773468,"",""
"679fa36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b1d77f9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b164bf7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7e62763",-2939342.9329988956,"unknown",-2939335.8126347065,-2939328.5599622726,0.0,6.805465936660767,10.679056167602539,17.841881036758423,31.47036337852478,37.18331575393677,42.30079627037048,"unknown",49.43893575668335,"unknown",56.59598636627197,59.090967416763306,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",64.53157591819763,"","unknown",70.6689100265503,77.75099563598633,84.23630237579346,"unknown","unknown",91.34873056411743,93.22494411468506,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",98.64761662483215,"unknown","unknown",104.83502316474915,"",""
"c7a7d85",-4456.782196044922,"unknown",-4450.357661008835,-4443.212606430054,0.0,5.695565938949585,11.049038410186768,18.118348360061646,31.250581741333008,36.85207438468933,38.616830587387085,45.372966051101685,"unknown","unknown",51.5577917098999,54.2691650390625,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",61.347187995910645,"","unknown",66.62463593482971,89.49382662773132,95.23275852203369,"unknown","unknown",102.05869841575623,103.27746629714966,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",110.35367608070374,"unknown","unknown",117.31432271003723,"",""
"3b7f267","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fa1efad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4a9b689","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49bd7ab","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ae58bf1",-128411.09278988838,"unknown",-128405.45693993568,-128398.58387231827,0.0,7.230691194534302,9.955389499664307,15.97215723991394,35.43090343475342,42.322266578674316,51.36938953399658,"unknown",56.69253945350647,"unknown",62.72402572631836,64.34832549095154,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",71.48882627487183,"","unknown",78.33361387252808,84.67738652229309,"unknown","unknown",90.21840620040894,97.30498218536377,100.69869709014893,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",107.86566519737244,"unknown","unknown",113.97542262077332,"",""
"492238f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65acecd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43c977d",-11277.547900438309,"unknown",-11271.81200003624,-11265.49150443077,0.0,6.398645401000977,9.588711738586426,15.439188957214355,31.528656482696533,38.12119960784912,42.67596912384033,49.78562068939209,"unknown","unknown",55.5257408618927,57.85484743118286,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",64.77272725105286,"","unknown",71.95792889595032,71430.33893418312,71437.15332722664,"unknown","unknown",71444.11870503426,71447.48878240585,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",71453.66685533524,"unknown","unknown",71460.11952972412,"",""
"4eff6be","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e1b193b",-5466.290262460709,"unknown",-5459.859858036041,-5452.981992006302,0.0,7.190188407897949,10.510270833969116,16.29775094985962,27.84404730796814,35.27124905586243,39.313889026641846,"unknown",45.645227670669556,"unknown",51.00514841079712,52.700875759124756,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",59.25760078430176,"","unknown",64.57158398628235,66.45064067840576,"unknown",71.86470150947571,"unknown",77.80376315116882,79.50120162963867,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",84.85667538642883,"unknown","unknown",91.20495462417603,"",""
"1415cd3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2953e33",-298861.84854602814,"unknown",-298855.89587187767,-298849.7490427494,0.0,5.522044897079468,7.318711757659912,13.886677742004395,15.380491018295288,22.52677631378174,44.371816635131836,50.75227451324463,"unknown","unknown",56.10013151168823,59.079225063323975,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",65.55028009414673,"","unknown",71.99783515930176,76.64010334014893,82.42353582382202,"unknown","unknown",88.44292855262756,89.80698442459106,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",96.9267213344574,"unknown","unknown",103.96025109291077,"",""
"a540012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dd88e0f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58cb4bb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d135983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1b88f70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"814517e",-26156.202254533768,"unknown",-26150.002300024033,-26143.9078040123,0.0,6.042335271835327,17.683995723724365,24.015382766723633,43.930885314941406,51.18552327156067,59.89324450492859,65.61998295783997,"unknown","unknown",71.9593288898468,74.32099199295044,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",80.16220664978027,"","unknown",85.73148274421692,104.15484309196472,110.91035151481628,"unknown","unknown",116.74214053153992,145.34437942504883,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",151.02974653244019,"unknown","unknown",157.11997818946838,"",""
"53deb5c",-520190.4765176773,"unknown",-520185.2277302742,-520178.05056905746,0.0,5.298203468322754,8.80432677268982,14.461108684539795,55.08949542045593,61.084147691726685,67.44231867790222,"unknown",73.38877367973328,"unknown",80.31094884872437,82.25552344322205,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",87.66110014915466,"","unknown",94.36978816986084,107.16340279579163,"unknown",113.18246126174927,"unknown",119.27581834793091,121.05278587341309,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",128.11011719703674,"unknown","unknown",135.00575733184814,"",""
"e4cf342","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
