"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","2_1","4_1","5_otro_1","3_1","7_otro_1"
"79b129c",-1861.6454048156738,"unknown",-1855.8816695213318,-1849.66521692276,0.0,6.6531031131744385,11.209136247634888,18.321473836898804,32.935858726501465,39.7013418674469,86.85265707969666,"unknown","unknown",93.2787721157074,99.54890537261963,104.099853515625,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",110.17766213417053,"","unknown",116.6897931098938,138.88924431800842,"unknown","unknown",144.60286808013916,150.33596420288086,154.03713512420654,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",159.9688904285431,"unknown","unknown",166.14468717575073,"","","","",""
"dd6da1c",-597029.4567568302,"unknown",-597023.1477046013,-597015.8499104977,0.0,6.751244783401489,11.765115022659302,19.89448571205139,606682.8848721981,606689.2602295876,606707.514799118,606714.203512907,"unknown","unknown",606720.5593540668,606723.8578102589,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",606730.1131896973,"","unknown",606736.4128875732,606750.3990585804,606756.2552587986,"unknown","unknown",606762.8460912704,606765.0911371708,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",606772.1477146149,"unknown","unknown",606778.868481636,"","","","",""
"d85b5c4",-1408.5260133743286,"unknown",-1401.9164204597473,-1380.9360628128052,0.0,7.261455297470093,16.267602682113647,23.636509895324707,2654.9868257045746,2661.188648223877,2677.1527643203735,2682.538309574127,"unknown","unknown",2689.4293167591095,2691.4433732032776,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",2697.2515647411346,"","unknown",2702.712018966675,2711.3065321445465,2717.4330854415894,"unknown","unknown",2723.2248270511627,2724.812868833542,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",2730.4014744758606,"unknown","unknown",2736.6501774787903,"","","","",""
"43b56f8",-15663.430164337158,"unknown",-15656.356364488602,-15649.10855436325,0.0,7.229386806488037,16.606661796569824,23.42628788948059,106.11483311653137,113.48082232475281,235.87581515312195,"unknown","unknown",244.3965060710907,251.68510746955872,279.8079273700714,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",285.27072262763977,"","unknown",292.06516313552856,319.67953610420227,"unknown","unknown",326.2491726875305,333.38838601112366,342.41766691207886,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",347.80425691604614,"unknown","unknown",353.74587202072144,"","","","",""
"3ecbabb",-19788.57828783989,"unknown",-19781.92489719391,-19776.377069711685,0.0,6.950949668884277,10.257879734039307,17.063650846481323,27.714879512786865,33.34224510192871,60.44903206825256,66.98047542572021,"unknown","unknown",72.66092705726624,76.18765020370483,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",81.76077318191528,"","unknown",88.06749868392944,102.92186737060547,"unknown",110.14660787582397,"unknown",115.98828220367432,118.57594537734985,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",124.66627645492554,"unknown","unknown",129.83247590065002,"","","","",""
"c9c92b5",-6207.605988264084,"unknown",-6200.666239261627,-6194.676450252533,0.0,6.977912425994873,9.973570823669434,16.810842037200928,25.22099494934082,30.996792793273926,85.01953458786011,90.89577841758728,"unknown","unknown",97.8841381072998,100.12144994735718,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",106.28291821479797,"","unknown",111.98328042030334,119.2734763622284,"unknown","unknown",125.89886569976807,131.7751853466034,133.4375433921814,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",139.4416298866272,"unknown","unknown",145.90368342399597,"","","","",""
"f9b9236",-870.0628263950348,"unknown",-864.6140441894531,-858.9137496948242,0.0,5.390718698501587,13.432401418685913,20.037577629089355,52.648943185806274,59.432103395462036,118.85360860824585,"unknown",125.28985714912415,"unknown",131.53655815124512,134.44176650047302,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",139.81797981262207,"","unknown",145.24536275863647,175.9513247013092,182.09543561935425,"unknown","unknown",188.9500231742859,192.12638092041016,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",197.72897863388062,"unknown","unknown",204.6004877090454,"","","","",""
"4a0236d",-37078.98530101776,"unknown",-37072.53812408447,-37067.25122261047,0.0,5.410917520523071,12.718178033828735,20.381977558135986,438192.2451992035,438197.41254878044,701738.0698583126,"unknown",701744.0560369492,"unknown",701750.1998386383,701754.0028717518,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",701759.6495420933,"","unknown",701766.8216254711,701775.3518638611,"unknown","unknown",701781.7153241634,701787.2730448246,701789.0401759148,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",701796.0378272533,"unknown","unknown",701802.3904147148,"","","","",""
"b7a265d",-29907.532983779907,"unknown",-29902.329637289047,-29896.571069717407,0.0,5.702257871627808,10.307320594787598,18.289419412612915,33.56583857536316,40.86137795448303,112.033860206604,"unknown",118.83326768875122,"unknown",125.02553725242615,127.2812671661377,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",134.40823650360107,"","unknown",139.89489603042603,149.7531976699829,"unknown","unknown",155.62193512916565,162.23739957809448,164.40248584747314,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",171.41056990623474,"unknown","unknown",176.79083919525146,"","","","",""
"912afde",-32517.190819740295,"unknown",-32511.684543848038,-32506.11269879341,0.0,6.262700080871582,13.808758735656738,21.23844337463379,34.14159536361694,41.02331829071045,71.37282729148865,77.85836815834045,"unknown","unknown",84.084233045578,87.23543334007263,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",93.88482332229614,"","unknown",99.30812907218933,110.71784472465515,116.37766861915588,"unknown","unknown",123.40420246124268,126.40465331077576,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",133.74459028244019,"unknown","unknown",139.49530625343323,"","","","",""
"c97639e",-27803.388669729233,"unknown",-27797.512744903564,-27791.227013349533,0.0,6.375164031982422,12.40995454788208,20.71596670150757,31.91709852218628,38.473973751068115,55.42256259918213,60.75499725341797,"unknown","unknown",67.14950823783875,70.32424831390381,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",76.9127151966095,"","unknown",83.27459931373596,90.73291182518005,96.38241624832153,"unknown","unknown",102.04615640640259,103.82626914978027,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",109.31004452705383,"unknown","unknown",116.26422166824341,"","","","",""
"af72486",-3687.3574783802032,"unknown",-3682.0049390792847,-3675.2602956295013,0.0,5.673901557922363,12.76693081855774,20.918281316757202,30.55290699005127,36.2135443687439,80.43203830718994,87.6819851398468,"unknown","unknown",93.9601378440857,97.35256838798523,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",104.15879106521606,"","unknown",111.12778043746948,125.70640087127686,"unknown",132.39470601081848,"unknown",138.34729886054993,140.16913604736328,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",145.65761637687683,"unknown","unknown",151.1335060596466,"","","","",""
"e2517d9",-5010.186321020126,"unknown",-5003.128870725632,-4997.2952291965485,0.0,7.052985429763794,18.167577266693115,25.449610471725464,42.791297912597656,48.4836962223053,66.92883062362671,73.69969081878662,"unknown","unknown",79.81561875343323,82.11560606956482,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",87.56803441047668,"","unknown",94.74445343017578,105.26994276046753,112.0090639591217,"unknown","unknown",118.63681745529175,120.76363945007324,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",126.73370218276978,"unknown","unknown",133.05331420898438,"","","","",""
"fc4adfc",-50728.591557741165,"unknown",-50722.213995456696,-50715.915882110596,0.0,6.016402006149292,12.635375738143921,20.52739191055298,28.561063528060913,33.97361087799072,44.21753191947937,50.049728870391846,"unknown","unknown",56.339892625808716,57.958016872406006,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",65.05234360694885,"","unknown",70.52688837051392,97.43767213821411,104.54123616218567,"unknown","unknown",111.35105156898499,114.08422327041626,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",120.36689591407776,"unknown","unknown",125.98174571990967,"","","","",""
"1e88a68",-99183.24939346313,"unknown",-99176.19846892357,-99170.56834483147,0.0,5.642381191253662,13.163196086883545,21.054962396621704,32.00993013381958,37.422584533691406,74.07465076446533,79.7927975654602,"unknown","unknown",86.90339422225952,89.26796507835388,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",95.1421012878418,"","unknown",101.12303829193115,110.352041721344,116.86687278747559,"unknown","unknown",123.18603515625,128.716735124588,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",134.67812514305115,"unknown","unknown",140.27761840820312,"","","","",""
"9d97673",-190043.42029166222,"unknown",-190036.29688191414,-190029.7796432972,0.0,5.617934465408325,12.795090913772583,20.336158514022827,26.745770692825317,33.02326273918152,54.1183557510376,61.49503564834595,"unknown","unknown",66.76330018043518,72.05705285072327,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",78.41987085342407,"","unknown",84.4740617275238,93.25413537025452,100.15462493896484,"unknown","unknown",106.96935391426086,109.80439305305481,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",116.1017894744873,"unknown","unknown",122.4468982219696,"","","","",""
"7baeff7",-356830.42183852196,"unknown",-356824.9448957443,-356818.98169994354,0.0,5.835518836975098,14.678786277770996,21.235342264175415,46.10862851142883,52.382853984832764,71.0688533782959,77.16338801383972,"unknown","unknown",83.26340460777283,95.00143909454346,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",101.48488068580627,"","unknown",107.13457942008972,176.53349590301514,181.72981095314026,"unknown","unknown",187.0486180782318,189.44770574569702,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",194.87652587890625,"unknown","unknown",201.14369678497314,"","","","",""
"aa07d95",-4375.468090295792,"unknown",-4368.263474225998,-4362.925421714783,0.0,5.4016501903533936,13.82280945777893,21.526365995407104,133.40822052955627,138.93104362487793,171.8831925392151,177.4444386959076,"unknown","unknown",183.94368362426758,189.9045491218567,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",196.65042901039124,"","unknown",203.44919753074646,246.23538374900818,252.74434065818787,"unknown","unknown",259.5869562625885,323.5989143848419,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",329.3106544017792,"unknown","unknown",334.63699555397034,"","","","",""
"d27b032",-515.10267329216,"unknown",-508.557968378067,-501.72744703292847,0.0,7.2575459480285645,12.349325180053711,20.527692794799805,33.27732825279236,39.26272368431091,49.775073528289795,56.237834215164185,"unknown","unknown",62.81947445869446,65.25977540016174,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",71.77972888946533,"","unknown",78.4484715461731,90.54767727851868,97.52279233932495,"unknown","unknown",104.37243223190308,106.50968885421753,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",113.22093319892883,"unknown","unknown",120.1815435886383,"","","","",""
"ffa62f5",-704486.1977200508,"unknown",-704479.160380125,-704473.0279381275,0.0,5.52419114112854,8.278981685638428,15.790141820907593,26.120633125305176,32.255470275878906,39.706886529922485,"unknown",45.507397174835205,"unknown",51.50023913383484,53.32280087471008,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",60.2952344417572,"","unknown",66.49320697784424,70.21248173713684,"unknown","unknown",77.26083326339722,82.81018567085266,85.36716079711914,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",91.7685022354126,"unknown","unknown",98.58045673370361,"","","","",""
"38c4951",-25501.211467266083,"unknown",-25494.92867732048,-25488.42230772972,0.0,6.0969297885894775,11.88024640083313,19.52771282196045,33.86726951599121,40.910417795181274,62.91109561920166,68.83256411552429,"unknown","unknown",74.97789669036865,132.3975293636322,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",138.29632329940796,"","unknown",144.27847909927368,164.8951437473297,"unknown",170.51240754127502,"unknown",177.3946430683136,180.19926476478577,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",187.02873730659485,"unknown","unknown",194.24369072914124,"","","","",""
"85ba0bb",-1577499.783682108,"unknown",-1577492.447734356,-1577485.1361217499,0.0,7.173830509185791,15.19931411743164,22.009595155715942,37.760090827941895,44.61840462684631,64.8682291507721,71.58616542816162,"unknown","unknown",78.2510757446289,81.75789332389832,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",88.48888516426086,"","unknown",94.89613151550293,107.62905406951904,114.58063125610352,"unknown","unknown",121.8273069858551,123.5639705657959,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",129.0409758090973,"unknown","unknown",134.94720005989075,"","","","",""
"13dba9e",-13382.093510866165,"unknown",-13375.335493803024,-13368.086870670319,0.0,5.884422063827515,9.683287382125854,16.398159980773926,25.548514127731323,31.883790016174316,70.17117738723755,"unknown",77.15694093704224,"unknown",83.03532600402832,85.05297565460205,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",91.4575548171997,"","unknown",97.068763256073,104.47557854652405,"unknown",111.18811845779419,"unknown",117.67895817756653,119.48684000968933,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",126.3384268283844,"unknown","unknown",133.51285791397095,"","","","",""
"e6d310e",-20901.270017147064,"unknown",-20894.818350553513,-20888.67609190941,0.0,7.170766115188599,15.067166805267334,23.737817764282227,33.20100688934326,38.859042167663574,63.0916051864624,70.21101212501526,"unknown","unknown",75.83600211143494,78.76619791984558,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",84.65002536773682,"","unknown",90.92482805252075,108.0526967048645,113.68748927116394,"unknown","unknown",119.11182570457458,122.08665442466736,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",128.4350814819336,"unknown","unknown",135.35013675689697,"","","","",""
"8c74aa5",-852747.4327328205,"unknown",-852741.1327047348,-852733.9322943687,0.0,7.716260194778442,17.02903652191162,26.584681749343872,33.66916227340698,40.820372581481934,55.03074550628662,62.272114992141724,"unknown","unknown",67.72999215126038,70.45895981788635,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",77.39157342910767,"","unknown",82.73154282569885,131.35268783569336,"unknown","unknown",136.86588144302368,142.84005522727966,144.75633931159973,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",151.70134258270264,"unknown","unknown",157.8051986694336,"","","","",""
"679fa36",-5694.282715797424,"unknown",-5688.144134521484,-5681.224170446396,0.0,5.9270100593566895,11.633877754211426,19.851804494857788,60.540765047073364,67.77934169769287,128.64013481140137,135.49936366081238,"unknown","unknown",142.67541408538818,2875.295846939087,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",2882.625711917877,"","unknown",2889.4292402267456,32508.052406072617,32515.185513734818,"unknown","unknown",32521.02871274948,32524.309733390808,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",32530.03298354149,"unknown","unknown",32536.316811561584,"","","","",""
"b1d77f9",-4843.91800403595,"unknown",-4838.231530427933,-4832.545655965805,0.0,6.237048864364624,13.46824026107788,21.740795612335205,35.294820070266724,40.68992757797241,73.05103945732117,78.8307249546051,"unknown","unknown",84.88990759849548,87.30056738853455,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",93.5508234500885,"","unknown",100.3150384426117,110.50577235221863,117.16617608070374,"unknown","unknown",122.77938842773438,123.97532629966736,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",129.52803444862366,"unknown","unknown",136.61728739738464,"","","","",""
"b164bf7",-164743.71151924133,"unknown",-164737.63575816154,-164730.39621973038,0.0,5.598052978515625,9.664048910140991,17.000383138656616,25.612305402755737,32.110158920288086,47.849462032318115,53.2194607257843,"unknown","unknown",59.10611581802368,70.78774809837341,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",76.63422632217407,"","unknown",84.01487565040588,309.46969771385193,"unknown","unknown",316.5060839653015,322.87203216552734,324.7497673034668,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",330.4065601825714,"unknown","unknown",336.2629280090332,"","","","",""
"7e62763",-15089.640502214432,"unknown",-15083.086410999298,-15076.645801782608,0.0,7.222996473312378,11.38636827468872,18.10104727745056,24.96595597267151,30.759096384048462,41.98334765434265,49.15429472923279,"unknown","unknown",55.67757201194763,57.96658205986023,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",64.80904245376587,"","unknown",71.44634532928467,91.6455340385437,97.78850173950195,"unknown","unknown",104.83534717559814,106.83972406387329,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",113.57434344291687,"unknown","unknown",120.49990367889404,"","","","",""
"c7a7d85",-83.8235604763031,"unknown",-77.95078897476196,-72.47492170333862,0.0,7.182262182235718,12.131826877593994,20.78640365600586,53.2740695476532,59.38207817077637,69.84925699234009,76.51577663421631,"unknown","unknown",82.37965369224548,84.03059458732605,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",90.7363178730011,"","unknown",96.27627325057983,103.58418917655945,108.98017597198486,"unknown","unknown",115.62491202354431,139.59049892425537,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",145.19670271873474,"unknown","unknown",150.77701616287231,"","","","",""
"3b7f267",-1315.8034954071045,"unknown",-1309.4629645347595,-1302.382900238037,0.0,7.113987684249878,31.43975305557251,39.64941167831421,82.00959658622742,88.30364036560059,343.41382789611816,"unknown",350.47320771217346,"unknown",356.6406195163727,386.3081829547882,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",392.4424021244049,"","unknown",399.33814311027527,463.18194699287415,"unknown","unknown",469.4487063884735,476.1460192203522,516.7816801071167,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",522.3272058963776,"unknown","unknown",528.644882440567,"","","","",""
"fa1efad",-9906.33474946022,"unknown",-9900.834784269333,-9894.088037729263,0.0,7.076018810272217,20.846482038497925,29.610272645950317,43.76752543449402,50.702871322631836,66.29488325119019,72.06051826477051,"unknown","unknown",77.90740370750427,81.00997400283813,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",87.99084186553955,"","unknown",93.731112241745,105.60527110099792,112.66830062866211,"unknown","unknown",119.82675433158875,122.88208746910095,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",129.2444245815277,"unknown","unknown",134.5944893360138,"","","","",""
"4a9b689",-11933451.69729805,"unknown",-11933441.411067724,-11933427.709373236,0.0,6.288297891616821,20.90497088432312,28.784403562545776,52.714762687683105,58.798828125,90.39558362960815,96.98319935798645,"unknown","unknown",103.02265048027039,105.35742092132568,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",111.4754524230957,"","unknown",118.63803577423096,124.40519762039185,130.14996457099915,"unknown","unknown",135.48942708969116,136.5471806526184,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",143.2026481628418,"unknown","unknown",149.6111536026001,-10644.283168792725,"","","",""
"49bd7ab",-364942.69861602783,"unknown",-364935.4278202057,-364929.8266854286,0.0,6.627604722976685,13.470333099365234,21.92860698699951,31.03496479988098,37.42614793777466,53.79508852958679,60.97523355484009,"unknown","unknown",66.5188205242157,68.65089535713196,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",74.76824903488159,"","unknown",81.22218894958496,822.753494977951,"unknown",828.2517650127411,"unknown",833.593653678894,854.941810131073,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",861.4125375747681,"unknown","unknown",867.8641157150269,"","","","",""
"ae58bf1",-5567.179558038712,"unknown",-5561.3848559856415,-5555.93214225769,0.0,7.127699613571167,12.488303661346436,20.231240272521973,32.92281651496887,39.81590509414673,49.643702030181885,55.75019121170044,"unknown","unknown",61.80661988258362,63.97452425956726,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",70.48151588439941,"","unknown",77.65333485603333,103.40305876731873,110.54270315170288,"unknown","unknown",116.1084213256836,118.52153539657593,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",124.97976422309875,"unknown","unknown",131.42585515975952,"","","","",""
"492238f",-63797.610763311386,"unknown",-63791.2920320034,-63783.90465736389,0.0,7.008544921875,9.93204116821289,18.534573554992676,37.43422532081604,44.58820295333862,97.85362839698792,104.93246960639954,"unknown","unknown",110.21278762817383,112.309166431427,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",117.60046195983887,"","unknown",123.78638076782227,145.73248291015625,"unknown","unknown",152.42429113388062,159.32540941238403,160.90448927879333,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",166.69037747383118,"unknown","unknown",172.1954345703125,"","","","",""
"65acecd",-108896.02206397057,"unknown",-108889.31749987602,-108883.53203964233,0.0,5.535814523696899,11.264012336730957,19.118693590164185,30.229650735855103,35.681928873062134,52.72954297065735,"unknown",59.192864418029785,"unknown",64.60802364349365,66.36154198646545,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",72.60038137435913,"","unknown",78.44304871559143,89.35423994064331,96.41540503501892,"unknown","unknown",103.41715478897095,105.13030362129211,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",110.59375882148743,"unknown","unknown",116.18235206604004,"","","","",""
"43c977d",-369131.3775379658,"unknown",-369125.4954714775,-369119.0619778633,0.0,6.0036633014678955,284.63959670066833,292.85388708114624,317.7690246105194,324.98357367515564,341.75166153907776,348.8672971725464,"unknown","unknown",354.3518626689911,357.20251417160034,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",362.9325911998749,"","unknown",368.0904622077942,390.27765130996704,"unknown",396.9671769142151,"unknown",403.2364683151245,405.3718330860138,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",410.95757484436035,"unknown","unknown",416.93153047561646,"","","","",""
"4eff6be",-674043.3956403732,"unknown",-674036.5037977695,-674029.7609369755,0.0,7.2726030349731445,12.800101041793823,24.838855028152466,37.12981128692627,44.4941189289093,78.55062055587769,85.32457113265991,"unknown","unknown",93.34943675994873,104.02423000335693,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",111.65551114082336,"","unknown",117.95009851455688,282103.5806801319,"unknown","unknown",282110.2230811119,282116.5119986534,282121.0572230816,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",282126.9432542324,"unknown","unknown",282133.783441782,"","","","",""
"e1b193b",-130801.54744505882,"unknown",-130795.70155930519,-130789.9213783741,0.0,6.69978928565979,586.7264952659607,595.4584038257599,602.2073743343353,608.0332107543945,617.6125361919403,"unknown",624.4950249195099,"unknown",630.2792360782623,639.7617704868317,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",645.6784656047821,"","unknown",651.1276185512543,676.714191198349,"unknown",683.5484223365784,"unknown",689.4951429367065,694.9671568870544,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",701.8499026298523,"unknown","unknown",707.0808596611023,"","","","",""
"1415cd3",-148122.31821870804,"unknown",-148115.41198301315,-148109.3430199623,0.0,6.898240566253662,9.037007093429565,16.638176918029785,18.71571707725525,24.922569036483765,31.57943558692932,36.9228355884552,"unknown","unknown",42.73411989212036,44.33078956604004,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",49.65794897079468,"","unknown",56.771098375320435,64.41769433021545,"unknown","unknown",70.77136158943176,76.33443284034729,77.82350611686707,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",84.91467523574829,"unknown","unknown",91.42852115631104,"","","","",""
"2953e33",-2528.717889547348,"unknown",-2522.7210278511047,-2516.271852016449,0.0,6.247810125350952,8.695613145828247,15.667264223098755,19.107823371887207,25.11198139190674,41.05276966094971,46.92534327507019,"unknown","unknown",52.955100297927856,55.13776111602783,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",60.5579514503479,"","unknown",67.39168787002563,76.15636444091797,83.26577138900757,"unknown","unknown",88.7019407749176,90.67500162124634,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",96.95884537696838,"unknown","unknown",103.39617586135864,"","","","",""
"a540012",-39925.378690719604,"unknown",-39920.05995774269,-39914.818630218506,0.0,6.024705648422241,11.688299894332886,19.93013286590576,28.17243266105652,33.83328819274902,98917.58105301857,98924.15326571465,"unknown","unknown",98929.67707252502,98932.13631653786,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",98938.82463788986,"","unknown",98944.66975879669,98966.23622751236,98971.97743034363,"unknown","unknown",98978.394490242,98979.9731066227,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",98986.64252948761,"unknown","unknown",98993.86410832405,"","","","",""
"dd88e0f",-55172.076264858246,"unknown",-55165.51435136795,-55159.5397837162,0.0,7.041954040527344,15.584922313690186,22.177912950515747,44.31475067138672,50.08196306228638,58.75518178939819,"unknown","unknown",64.52303528785706,70.1183614730835,72.884756565094,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",78.39066123962402,"","unknown",84.24129343032837,92.53473782539368,97.92520356178284,"unknown","unknown",104.07741332054138,110.87023329734802,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",116.22585439682007,"unknown","unknown",121.73790454864502,"","","","",""
"58cb4bb",-3546.889715194702,"unknown",-3535.0389268398285,-3525.225571155548,0.0,5.745035886764526,12.084821701049805,20.392090320587158,30.915104389190674,37.53390288352966,50.654099464416504,"unknown",56.78036117553711,"unknown",62.76731991767883,66.20376753807068,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",72.37722301483154,"","unknown",78.35408353805542,101.74960279464722,"unknown","unknown",108.98631548881531,114.72803711891174,116.35375094413757,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",122.82012629508972,"unknown","unknown",129.54296159744263,"","","","",""
"d135983",-51098.5689470768,"unknown",-51092.783609867096,-51086.503804683685,0.0,6.702179908752441,11.590624809265137,19.55398154258728,32.77439999580383,38.15923547744751,66.41707634925842,71.72180151939392,"unknown","unknown",78.28441429138184,80.35431218147278,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",86.32505249977112,"","unknown",93.29209566116333,118.28396940231323,125.48678588867188,"unknown","unknown",132.30662274360657,133.97124242782593,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",139.3565435409546,"unknown","unknown",146.56384706497192,"","","","",""
