"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","2_1","4_1","5_otro_1","3_1","7_otro_1"
"537189f",-3199.528529405594,"unknown",-3192.437865972519,-3186.0290880203247,0.0,5.695674896240234,13.347787380218506,22.49359703063965,45.606260776519775,52.55881094932556,63.98277568817139,69.96358942985535,"unknown","unknown",75.92395377159119,78.89727568626404,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",86.18908190727234,"","unknown",91.63199996948242,102.31983160972595,109.61364436149597,"unknown","unknown",115.8664379119873,118.0163505077362,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",123.40914249420166,"unknown","unknown",130.19831228256226,"","","","",""
"17b5a6e",-787967.7456891537,"unknown",-787962.1264944077,-787955.0825083256,0.0,6.979348182678223,12.471245527267456,19.569535493850708,27.030404567718506,33.92997455596924,45.13378167152405,51.09243988990784,"unknown","unknown",57.8131468296051,59.80234122276306,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",66.20680928230286,"","unknown",72.8509578704834,86.11229228973389,92.21358060836792,"unknown","unknown",97.97143793106079,99.73916602134705,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",105.42909121513367,"unknown","unknown",111.51435351371765,"","","","",""
"d3e37eb",-9516.729549407959,"unknown",-9510.77181148529,-9504.57885837555,0.0,6.639280796051025,9.455717086791992,17.897746324539185,27.57621121406555,34.5906445980072,54.71863031387329,60.93901085853577,"unknown","unknown",67.9462685585022,70.21493554115295,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",75.72659730911255,"","unknown",81.5375816822052,91.34947299957275,"unknown",97.50427436828613,"unknown",102.79706907272339,104.97842264175415,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",113.53460431098938,"unknown","unknown",119.72026991844177,"","","","",""
"2ee7f92",-12591.501374483109,"unknown",-12584.593071937561,-12577.901236534119,0.0,6.125703573226929,9.62258243560791,17.77558732032776,25.451059341430664,31.115866661071777,34.91049242019653,41.06168508529663,"unknown","unknown",47.858373165130615,50.763479471206665,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",56.17093586921692,"","unknown",62.81971311569214,67.29814648628235,74.32635188102722,"unknown","unknown",79.94444847106934,81.43218445777893,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",87.8815016746521,"unknown","unknown",94.37574577331543,"","","","",""
"89d63ed",-20390.349090099335,"unknown",-20383.712062358856,-20377.721915006638,0.0,6.698862314224243,9.498990297317505,16.649095058441162,21.567792892456055,27.03824520111084,38.07665300369263,45.01348352432251,"unknown","unknown",51.96219277381897,53.86587381362915,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",59.739258766174316,"","unknown",65.68870997428894,79.05339646339417,84.61264729499817,"unknown","unknown",91.72292113304138,93.51214909553528,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",99.2939887046814,"unknown","unknown",106.06203579902649,"","","","",""
"c0a644e",-48.81543827056885,"unknown",-42.50565052032471,-36.32620191574097,0.0,6.161961078643799,11.589444160461426,20.223519325256348,34.09948182106018,39.75096297264099,62.49328017234802,69.36841630935669,"unknown","unknown",75.67066979408264,77.53374075889587,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",83.16322731971741,"","unknown",89.78561878204346,119.03709149360657,125.89701390266418,"unknown","unknown",132.288911819458,134.52504444122314,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",140.0170567035675,"unknown","unknown",146.88669443130493,"","","","",""
"80f558b",-394673.96816277504,"unknown",-394668.08723688126,-394661.99792551994,0.0,6.916363954544067,12.210574865341187,19.292409658432007,34.199641704559326,40.41856837272644,68.60206151008606,75.01070189476013,"unknown","unknown",81.42362260818481,84.46178793907166,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",90.09618973731995,"","unknown",96.09352254867554,110.32967686653137,"unknown",117.24327850341797,"unknown",122.9222400188446,125.14162015914917,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",132.0664942264557,"unknown","unknown",137.40901947021484,"","","","",""
"9ad2396",-997191.7485423088,"unknown",-997185.094717741,-997177.9645466805,0.0,6.44149374961853,11.113606452941895,19.334367036819458,28.617530584335327,35.079259157180786,48.2163188457489,"unknown",53.64185810089111,"unknown",59.587417125701904,61.49163007736206,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",67.64671182632446,"","unknown",73.58134865760803,87.39795112609863,93.07472729682922,"unknown","unknown",98.415292263031,100.02556085586548,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",105.2883083820343,"unknown","unknown",112.3240020275116,"","","","",""
"87e4f18",-5158.60546541214,"unknown",-5152.083461523056,-5145.978716373444,0.0,6.87658953666687,10.81499719619751,18.456172704696655,30.24769425392151,37.02108097076416,54.24106287956238,60.8991219997406,"unknown","unknown",66.56438612937927,68.7137701511383,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",74.60901284217834,"","unknown",80.73353934288025,94.07964730262756,100.13611125946045,"unknown","unknown",105.96748638153076,107.68757057189941,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",113.2132921218872,"unknown","unknown",120.01897644996643,"","","","",""
"0186834",-5577.586979389191,"unknown",-5572.123164653778,-5566.443649768829,0.0,6.276500463485718,11.147951126098633,19.231815338134766,28.750587701797485,34.87347435951233,48.31364941596985,55.425487756729126,"unknown","unknown",62.33357572555542,64.35126829147339,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",71.4533679485321,"","unknown",78.10999989509583,100.8878448009491,"unknown",107.33722066879272,"unknown",114.66482782363892,116.47710847854614,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",123.38433337211609,"unknown","unknown",129.80400586128235,"","","","",""
"0355f6d",-15448.933858633041,"unknown",-15442.732412338257,-15436.74515914917,0.0,6.518008232116699,20.62695002555847,27.69491410255432,55.21233415603638,61.059720039367676,84.5385046005249,91.38011002540588,"unknown","unknown",97.38744187355042,100.59438490867615,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",106.60142111778259,"","unknown",113.56870913505554,132.1229019165039,138.39490842819214,"unknown","unknown",144.4789845943451,146.77051043510437,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",153.55593132972717,"unknown","unknown",160.75957036018372,"","","","",""
"fa6a8b8",-128783.79796266556,"unknown",-128772.10601592064,-128756.80883073807,0.0,5.268454313278198,8.804033041000366,16.355318069458008,26.202815532684326,31.688855171203613,40.09931778907776,45.601874589920044,"unknown","unknown",52.19271397590637,54.45854830741882,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",59.91966915130615,"","unknown",66.2320008277893,77.5617880821228,84.29525828361511,"unknown","unknown",90.0924699306488,91.77661561965942,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",97.87393045425415,"unknown","unknown",104.4221351146698,"","","","",""
"44167d5",-1190482.0755331516,"unknown",-1190475.130702734,-1190469.0226345062,0.0,6.982745170593262,11.23483681678772,18.93183159828186,32.63825511932373,39.61793231964111,51.40403723716736,58.22452759742737,"unknown","unknown",64.46175646781921,69.35293221473694,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",75.63431000709534,"","unknown",81.51680636405945,110.18802213668823,116.05592656135559,"unknown","unknown",121.4582269191742,138.3317334651947,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",145.11312699317932,"unknown","unknown",151.29819703102112,"","","","",""
"145d339",-883.2347912788391,"unknown",-877.3168380260468,-870.8020579814911,0.0,6.8723225593566895,11.440274000167847,18.836259126663208,28.37421178817749,33.77882170677185,48.943567752838135,54.425573110580444,"unknown","unknown",61.53268909454346,63.42949151992798,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",68.96135401725769,"","unknown",74.96827793121338,83.07215476036072,89.96889519691467,"unknown","unknown",95.89041113853455,98.21781158447266,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",104.85805678367615,"unknown","unknown",110.4133768081665,"","","","",""
"e96f42c",-549.2661187648773,"unknown",-543.1858427524567,-537.7893228530884,0.0,5.827051639556885,10.685890913009644,17.956430912017822,28.941043376922607,36.141083002090454,68.53021907806396,74.14016604423523,"unknown","unknown",79.46654391288757,82.04745125770569,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",88.60109186172485,"","unknown",95.9274754524231,114.7002785205841,121.07240390777588,"unknown","unknown",128.17259120941162,130.74633049964905,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",136.50642466545105,"unknown","unknown",143.45295333862305,"","","","",""
"f382ec0",-1939.1593379974365,"unknown",-1932.460887670517,-1925.7413091659546,0.0,5.664661407470703,8.461158990859985,15.855026245117188,21.29830241203308,26.721309900283813,44.380221128463745,50.72226929664612,"unknown","unknown",56.32479643821716,285.67498302459717,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",291.9558448791504,"","unknown",298.08108282089233,766.9729444980621,"unknown","unknown",772.8666241168976,778.9853436946869,786.3004729747772,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",792.5876357555389,"unknown","unknown",798.391820192337,"","","","",""
"962a7dd",-7218.0889258384705,"unknown",-7210.8785610198975,-7204.291540622711,0.0,6.30224084854126,12.688092470169067,20.437744855880737,30.59417176246643,36.91278791427612,79.07166767120361,84.55688858032227,"unknown","unknown",90.97567009925842,94.19600772857666,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",99.7861750125885,"","unknown",106.89691042900085,680.057480096817,686.8341245651245,"unknown","unknown",692.3529846668243,695.4471237659454,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",702.0599000453949,"unknown","unknown",708.6549341678619,"","","","",""
"5c97513",-4446.5049912929535,"unknown",-4440.187351226807,-4433.097167491913,0.0,6.716786861419678,14.05248761177063,20.833834648132324,35.31779885292053,42.678908824920654,96.87707924842834,102.86641454696655,"unknown","unknown",108.924875497818,113.85495924949646,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",119.59634208679199,"","unknown",126.57659029960632,224.7531807422638,230.54869389533997,"unknown","unknown",236.94207763671875,239.71393394470215,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",245.29440188407898,"unknown","unknown",251.1486475467682,"","","","",""
"acc6118",-8771.919459581375,"unknown",-8766.19803738594,-8759.842660427094,0.0,6.73952579498291,11.067548751831055,18.188385725021362,27.236956119537354,34.38387608528137,40.408989667892456,47.00435137748718,"unknown","unknown",53.39958357810974,55.260557651519775,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",60.99528169631958,"","unknown",67.44239592552185,75.17900943756104,82.18214225769043,"unknown","unknown",89.30913734436035,95.30049514770508,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",100.8314163684845,"unknown","unknown",106.51983094215393,"","","","",""
"d33371d",-22935.350078105927,"unknown",-22928.765336036682,-22921.92395925522,0.0,6.740033388137817,106.70234036445618,113.60852074623108,152.84667921066284,158.6541895866394,326.33613657951355,"unknown",332.6541528701782,"unknown",339.2515616416931,342.75104308128357,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",348.047212600708,"","unknown",353.72559237480164,455.37452459335327,"unknown",462.6955599784851,"unknown",468.9809708595276,471.99702048301697,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",479.0850691795349,"unknown","unknown",485.97297859191895,"","","","",""
"78603ec",-70396.3272485733,"unknown",-70390.61123538017,-70385.0977780819,0.0,6.798274040222168,12.678591012954712,19.590418815612793,33.347750425338745,40.61514210700989,56.248698472976685,61.73810267448425,"unknown","unknown",67.52532076835632,71.09808087348938,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",77.7451868057251,"","unknown",83.16604232788086,231.88362741470337,"unknown",238.27644872665405,"unknown",245.18771982192993,255.17013812065125,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",261.785258769989,"unknown","unknown",267.1702182292938,"","","","",""
"5d45bd1",-9388.440947532654,"unknown",-9381.227894067764,-9374.452097177505,0.0,7.238858222961426,22.494912147521973,30.17983913421631,44.594136238098145,51.41376829147339,84.01746392250061,"unknown","unknown",90.64784693717957,95.82962274551392,97.96205759048462,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",103.30371260643005,"","unknown",108.98787474632263,124.58403015136719,"unknown","unknown",130.72667026519775,137.1999773979187,146.86163783073425,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",153.10891127586365,"unknown","unknown",160.1567885875702,"","","","",""
