"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","otro_3","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","2_1","2_2","3_1","4_1"
"e4c0f9c","unknown","unknown","unknown","unknown",0.0,"unknown",25.893765687942505,"unknown",51.229509592056274,"unknown",78.87900948524475,"unknown","unknown","unknown","unknown",94.21954894065857,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown","unknown","","unknown","unknown",110.69302535057068,"unknown","unknown","unknown","unknown",126.27092409133911,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","",""
"fd01af9","unknown","unknown","unknown","unknown",0.0,"unknown",13.681406497955322,"unknown",39.82434010505676,"unknown",52.85920572280884,"unknown","unknown","unknown","unknown",68.03452134132385,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown","unknown","","unknown","unknown",89.13669657707214,"unknown","unknown","unknown","unknown",104.48103404045105,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","",""
"77a5d2f","unknown","unknown","unknown","unknown",0.0,"unknown",7.778331756591797,"unknown",37.27853608131409,"unknown",48.15604209899902,"unknown","unknown","unknown","unknown",62.03317618370056,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown","unknown","","unknown","unknown",79.16591119766235,"unknown","unknown","unknown","unknown",94.46168279647827,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","",""
"b92dee2","unknown","unknown","unknown","unknown",0.0,"unknown",12.478695392608643,"unknown",37.18936276435852,"unknown",55.16797089576721,"unknown","unknown","unknown","unknown",82.1339738368988,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown","unknown","","unknown","unknown",99.24880456924438,"unknown","unknown","unknown","unknown",112.64200615882874,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","",""
"50ec1c5","unknown","unknown","unknown","unknown",0.0,"unknown",20.102436542510986,"unknown",60.63294219970703,"unknown",98.74483442306519,"unknown","unknown","unknown","unknown",115.37655282020569,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown","unknown","","unknown","unknown",142.24143362045288,"unknown","unknown","unknown","unknown",159.87106370925903,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown","unknown","unknown","unknown","unknown","","","",""
"11892fd",-28073.281772375107,"unknown",-28067.065890550613,-28061.25889468193,0.0,6.777596473693848,10.345885515213013,18.076382398605347,32.504236936569214,37.867668867111206,61.12428951263428,"unknown","unknown",67.92115616798401,73.92685174942017,76.17308020591736,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",82.57777404785156,"","unknown",88.84915280342102,106.73603844642639,"unknown",112.91853523254395,"unknown",118.23247289657593,120.10911321640015,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",127.06335878372192,"unknown","unknown",134.01692461967468,"","","",""
"e65bef7",-1217.4172282218933,"unknown",-1211.524278640747,-1205.8393006324768,0.0,6.508410930633545,14.98449158668518,23.093900680541992,56.79789614677429,63.211280822753906,72.0410418510437,"unknown",78.22861409187317,"unknown",84.94621586799622,90.31248021125793,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",95.59492135047913,"","unknown",102.60088539123535,117.24131965637207,124.18551588058472,"unknown","unknown",129.67831921577454,175.2273850440979,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",182.45999956130981,"unknown","unknown",187.9660382270813,"","","",""
"e5bb5fe","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5ba2fe6",-131739.0951025486,"unknown",-131732.47108221054,-131726.31304693222,0.0,6.561516523361206,9.884523153305054,17.08644676208496,39.30434060096741,44.73508644104004,57.99788808822632,65.38918375968933,"unknown","unknown",72.02401733398438,75.05462956428528,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",80.73398447036743,"","unknown",87.7453248500824,114.45158815383911,"unknown",121.06601977348328,"unknown",127.23109340667725,130.08856081962585,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",135.96036505699158,"unknown","unknown",142.14409923553467,"","","",""
"fcf59af",-91300.07240891457,"unknown",-91294.05359435081,-91287.92743778229,0.0,7.09794020652771,12.346607446670532,19.165926933288574,34.73746180534363,41.99035882949829,75.90035510063171,"unknown",82.82225608825684,"unknown",88.49101042747498,91.3345992565155,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",98.02487540245056,"","unknown",103.68224024772644,122.97050189971924,"unknown",129.94578218460083,"unknown",135.9244430065155,137.74751353263855,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",143.1484932899475,"unknown","unknown",149.646244764328,"","","",""
"c94e42e",-13465.349934339523,"unknown",-13458.171145677567,-13451.513396978378,0.0,6.025562524795532,10.054197072982788,17.63844060897827,32.88180994987488,39.83482837677002,99.15414476394653,"unknown","unknown",105.18853545188904,111.89989805221558,116.76960730552673,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",122.52330541610718,"","unknown",128.9719648361206,135.37312698364258,"unknown","unknown",142.55414271354675,148.49581480026245,151.0407133102417,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",156.54055213928223,"unknown","unknown",162.59362053871155,"","","",""
"ee4b6cd",-44.75808596611023,"unknown",-37.74997162818909,-31.475404262542725,0.0,6.636105298995972,10.332128286361694,18.979541301727295,42.96433186531067,48.718822717666626,67.3431704044342,"unknown",74.37820291519165,"unknown",80.75447416305542,83.29184150695801,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",89.18295335769653,"","unknown",96.2030782699585,109.43863940238953,116.01198840141296,"unknown","unknown",122.42207050323486,125.67917060852051,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",132.73621797561646,"unknown","unknown",138.60641741752625,"","","",""
"f2291ba",-12396.503052473068,"unknown",-12390.499065876007,-12383.496039152145,0.0,6.395704746246338,96.8001778125763,105.02805185317993,376.68025398254395,383.84746384620667,410.00203704833984,"unknown",416.93928718566895,"unknown",423.5598711967468,425.8401095867157,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",432.8505153656006,"","unknown",438.64503931999207,447.71613812446594,454.38314986228943,"unknown","unknown",461.0753757953644,463.4910054206848,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",469.5508043766022,"unknown","unknown",476.2528603076935,"","","",""
"fb6ca94",-67.55730676651001,"unknown",-61.533616065979004,-55.70391392707825,0.0,5.744372367858887,9.326240539550781,17.57208776473999,29.484121561050415,34.801140546798706,45.386972188949585,"unknown","unknown",50.838823556900024,58.19609093666077,61.48883295059204,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",66.9225709438324,"","unknown",72.32762312889099,94.8157889842987,"unknown","unknown",100.45075583457947,107.64838790893555,109.97898578643799,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",115.99010062217712,"unknown","unknown",122.13560390472412,"","","",""
"5a20153","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"516417f",-19856.37725019455,"unknown",-19850.620302438736,-19844.1679084301,0.0,6.070013999938965,12.144614934921265,18.958266258239746,43.79869031906128,49.702080965042114,82.13448882102966,"unknown","unknown",89.01918768882751,94.53769779205322,97.20934700965881,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",104.24718475341797,"","unknown",110.64136409759521,149.83067226409912,157.004212141037,"unknown","unknown",163.60137844085693,170.98540139198303,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",177.28963685035706,"unknown","unknown",183.28508520126343,"","","",""
"7a0eabe",-55.1296272277832,"unknown",-49.2138569355011,-43.73159193992615,0.0,6.296060085296631,12.084153890609741,20.29263162612915,41.89383816719055,49.08279013633728,56.92011475563049,64.22109293937683,"unknown","unknown",69.88706088066101,73.52343201637268,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",78.70170545578003,"","unknown",84.59876036643982,95.74438381195068,102.08952760696411,"unknown","unknown",108.87827277183533,111.71475768089294,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",117.09387731552124,"unknown","unknown",122.6165521144867,"","","",""
"7b65802",-1101.6489062309265,"unknown",-1095.0115444660187,-1088.3075103759766,0.0,5.7986061573028564,8.918424844741821,15.800654411315918,31.023512363433838,37.01429224014282,42.896522998809814,"unknown",49.485392808914185,"unknown",55.595858335494995,1075.272794008255,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",1080.933401107788,"","unknown",1088.0239181518555,1428.1705105304718,"unknown",1433.53280210495,"unknown",1440.2860777378082,1444.653023481369,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",1450.9492938518524,"unknown","unknown",1457.4517266750336,"","","",""
"2949a28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5e09b84",-96826.97616767883,"unknown",-96820.10195851326,-96814.40875816345,0.0,6.931062936782837,250695.87872457504,250704.09062504768,255410.807803154,255418.11314368248,255421.6337440014,255427.09744143486,"unknown","unknown",255433.1140048504,255462.63085746765,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",255468.0209057331,"","unknown",255475.21486902237,255570.0164487362,255577.04493498802,"unknown","unknown",255583.08209490776,255585.29340982437,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",255591.79596805573,"unknown","unknown",255598.02451610565,"","","",""
"7da3821",-1951.1290509700775,"unknown",-1945.209555387497,-1938.5166330337524,0.0,6.043815612792969,7.925724506378174,16.174592971801758,18.49574303627014,25.48520517349243,31.738920211791992,"unknown",38.99894404411316,"unknown",44.60267639160156,45.82844066619873,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",52.82330942153931,"","unknown",59.81302237510681,66.82777571678162,73.72304964065552,"unknown","unknown",79.71316313743591,81.08908247947693,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",88.49418997764587,"unknown","unknown",93.99196529388428,"","","",""
"2f5762a",-20325.193507432938,"unknown",-20318.208526849747,-20311.606536865234,0.0,6.960732698440552,10.740587949752808,18.095367431640625,28.45760488510132,34.31775188446045,43.19028830528259,50.29674553871155,"unknown","unknown",57.177897930145264,60.39811396598816,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",67.62116861343384,"","unknown",74.44212698936462,87.8728015422821,"unknown","unknown",94.95988941192627,101.76202940940857,104.47665596008301,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",111.56327080726624,"unknown","unknown",118.06082153320312,"","","",""
"50a0fdd",-1751.755184173584,"unknown",-1745.047617673874,-1739.6566400527954,0.0,6.040338039398193,10.795907735824585,19.094537019729614,34.78796124458313,41.874831199645996,88.71812129020691,"unknown",95.03624367713928,"unknown",101.20845866203308,104.11464762687683,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",109.96041202545166,"","unknown",115.43463826179504,129.04326701164246,135.8294243812561,"unknown","unknown",142.50462126731873,145.84512567520142,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",151.6856348514557,"unknown","unknown",158.77857375144958,"","","",""
"b7cec81",-178707.6099665165,"unknown",-178701.92050886154,-178695.08105182648,0.0,5.460941791534424,11.597765684127808,18.362162113189697,28.817925691604614,34.32544207572937,50.0220308303833,56.373634338378906,"unknown","unknown",62.567553758621216,152.5746786594391,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",158.75938868522644,"","unknown",165.29364204406738,189.74498414993286,"unknown",196.5158622264862,"unknown",203.66682124137878,6873.193052530289,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",6879.831003665924,"unknown","unknown",6886.770511865616,"","","",""
"bf983ba",-522.6397836208344,"unknown",-517.1372556686401,-510.20322251319885,0.0,6.812443256378174,9.844318866729736,18.264862298965454,28.356953144073486,34.835947036743164,36.382394313812256,"unknown",43.544676542282104,"unknown",49.75598764419556,51.475887298583984,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",57.855122566223145,"","unknown",64.53148031234741,68.08634734153748,"unknown","unknown",73.43433833122253,80.60474944114685,87.65779900550842,93.81586265563965,98.76581120491028,"unknown","unknown",105.53324580192566,112.46299815177917,115.01509380340576,"unknown","","unknown","unknown","unknown","unknown",122.19054913520813,"unknown",129.2294590473175,"","","",""
"a80b75d",-1383.861294746399,"unknown",-1376.9023582935333,-1370.0775480270386,0.0,5.6808929443359375,9.277509689331055,17.89362859725952,32.88870692253113,38.34348750114441,54.97746133804321,"unknown",60.49145817756653,"unknown",66.34664678573608,69.09644937515259,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",76.16867899894714,"","unknown",81.83019208908081,88.16098594665527,"unknown","unknown",93.61736702919006,100.58432483673096,102.81282806396484,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",108.23570775985718,"unknown","unknown",114.8459084033966,"","","",""
"b53b559",-815157.3711743355,"unknown",-815150.8513364792,-815144.8694169521,0.0,6.915508508682251,17.46711230278015,24.915372371673584,570304.543598175,570310.2720217705,570373.5564081669,"unknown",570380.5664527416,"unknown",570387.3219282627,570391.7534883022,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",570398.5529396534,"","unknown",570406.1390023232,570416.6845741272,570423.2979266644,"unknown","unknown",570429.682945013,570433.1097517014,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",570439.8933901787,"unknown","unknown",570447.1093170643,"","","",""
"4a92bfd",-30300.02063679695,"unknown",-30293.316497802734,-30285.818159341812,0.0,5.418020725250244,12.662182092666626,19.896764755249023,45.87764525413513,52.91678977012634,71.84219241142273,78.4168016910553,"unknown","unknown",84.81892991065979,88.09350371360779,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",94.83362030982971,"","unknown",100.47124791145325,113.35046315193176,"unknown","unknown",119.62184047698975,125.46667003631592,127.98045682907104,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",134.27585530281067,"unknown","unknown",140.58756113052368,"","","",""
"90434eb",-260949.40248084068,"unknown",-260943.59679818153,-260936.690407753,0.0,5.982997417449951,9.226514101028442,16.708072662353516,38.77311706542969,44.68246793746948,62.72480607032776,68.15533304214478,"unknown","unknown",75.43961358070374,77.91410779953003,84.87346053123474,88.49503588676453,"unknown",94.56730556488037,"unknown",101.15235996246338,102.76483964920044,"unknown","unknown","unknown","unknown","unknown",108.52241349220276,"unknown",113.80217957496643,139.86613512039185,"unknown",146.32165026664734,"unknown",152.6683235168457,154.57312536239624,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",160.66992616653442,"unknown","unknown",166.12355279922485,"","","",""
"37674f9",-4840.355133295059,"unknown",-4833.366508960724,-4826.543488740921,0.0,6.671408176422119,16.062131643295288,22.8766770362854,37.49767780303955,43.275410413742065,47.60917687416077,"unknown",53.56947469711304,"unknown",59.782711029052734,61.453840494155884,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",68.68260550498962,"","unknown",74.10533952713013,82.29832243919373,87.65198254585266,"unknown","unknown",94.68881273269653,96.37618613243103,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",103.45783019065857,"unknown","unknown",110.54998636245728,"","","",""
"0dc300b",-1743.9938471317291,"unknown",-1738.5156042575836,-1732.75035738945,0.0,5.474918603897095,10.29396677017212,18.526378870010376,28.682759761810303,34.12517333030701,35.775768995285034,"unknown",41.72026038169861,"unknown",48.25796389579773,50.53882718086243,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",57.14796757698059,"","unknown",63.27726602554321,76.81208753585815,"unknown",83.7525475025177,"unknown",89.72118782997131,91.17612314224243,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",97.25628757476807,"unknown","unknown",103.70445966720581,"","","",""
