"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","otro_3","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","2_1","2_2","3_1","4_1"
"4a9b689","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49bd7ab",-320747.32495331764,"unknown",-320741.86500668526,-320735.8801560402,0.0,5.798108339309692,10.039184331893921,17.872690439224243,37.855000019073486,43.764225006103516,54.360703468322754,"unknown",61.16773509979248,"unknown",68.58984375,70.2473418712616,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",76.1067361831665,"","unknown",82.05013060569763,91.86456298828125,99.15456485748291,"unknown","unknown",104.84933471679688,107.9718017578125,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",114.69292330741882,"unknown","unknown",121.23520612716675,"","","",""
"ae58bf1",-21773.44122171402,"unknown",-21767.15801692009,-21761.224521398544,0.0,6.57027792930603,11.543129444122314,19.765952110290527,35.78212523460388,42.55592918395996,86.55836892127991,"unknown",93.12904858589172,"unknown",99.96438026428223,102.60680532455444,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",108.30048632621765,"","unknown",115.24651074409485,137.65342473983765,"unknown",144.45298099517822,"unknown",151.3031725883484,173.86898517608643,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",179.46044158935547,"unknown","unknown",185.98866057395935,"","","",""
"492238f",-170846.38949489594,"unknown",-170839.32031679153,-170833.19852995872,0.0,5.686453104019165,10.50151515007019,18.81544065475464,35.51184391975403,42.76152300834656,64.35690975189209,71.00352096557617,"unknown","unknown",77.19481754302979,90.24615097045898,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",96.3557300567627,"","unknown",102.1235945224762,120.03149676322937,125.5338487625122,"unknown","unknown",131.59703469276428,134.13635921478271,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",139.87254309654236,"unknown","unknown",146.70225548744202,"","","",""
"65acecd",-259535.77297711372,"unknown",-259529.21492695808,-259523.66615772247,0.0,6.105005979537964,10.836064100265503,19.66284966468811,48.65881419181824,55.842517375946045,63.11909055709839,"unknown","unknown",69.52222681045532,75.31987929344177,77.98986148834229,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",84.81476902961731,"","unknown",91.22015500068665,102.53629326820374,"unknown","unknown",109.06946206092834,115.84473538398743,117.71842455863953,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",124.8482825756073,"unknown","unknown",130.75879764556885,"","","",""
"43c977d",-23001.79220724106,"unknown",-22996.27954030037,-22990.694673776627,0.0,5.233459711074829,12.722639322280884,19.34807300567627,51.50566387176514,57.95956373214722,90.52375435829163,97.27983021736145,"unknown","unknown",104.34067916870117,107.50143623352051,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",113.62730073928833,"","unknown",120.59840512275696,145.01019477844238,151.47346115112305,"unknown","unknown",158.1257061958313,161.06423568725586,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",167.6375651359558,"unknown","unknown",174.53402423858643,"","","",""
"4eff6be",-138820.95947432518,"unknown",-138815.37691354752,-138808.27595376968,0.0,5.596430540084839,10.850175142288208,17.69934058189392,153.43705582618713,159.41969513893127,173.78418135643005,"unknown",180.92053055763245,"unknown",187.486887216568,189.3364851474762,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",196.33546566963196,"","unknown",202.71192479133606,211.93955206871033,218.18052864074707,"unknown","unknown",225.2334485054016,226.9873616695404,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",233.98926377296448,"unknown","unknown",239.82190084457397,"","","",""
"e1b193b",-907.70241355896,"unknown",-900.6487331390381,-895.2822630405426,0.0,6.200345039367676,22.441245317459106,30.74178194999695,46.57441735267639,53.38005542755127,59.23685550689697,"unknown",65.23624610900879,"unknown",71.08113622665405,73.5018470287323,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",78.84175157546997,"","unknown",84.9712393283844,98.58296585083008,"unknown",105.11625933647156,"unknown",111.06822609901428,130.12744879722595,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",137.29178547859192,"unknown","unknown",144.35256934165955,"","","",""
"1415cd3",-20.540992975234985,"unknown",-14.712180376052856,-8.94924783706665,0.0,6.548404693603516,8.228553771972656,16.368420124053955,26.551568031311035,33.2799289226532,42.530128479003906,"unknown",48.58692479133606,"unknown",54.3794264793396,57.26360082626343,63.39148712158203,69.32877707481384,"unknown","unknown",75.52284693717957,81.37443089485168,85.25331211090088,"unknown","unknown","unknown","unknown","unknown",92.31842136383057,"unknown",98.94805955886841,114.18979048728943,121.5932445526123,"unknown","unknown",127.40172553062439,129.26717901229858,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",135.37186884880066,"unknown","unknown",142.74121928215027,"","","",""
"2953e33",-67845.2220799923,"unknown",-67774.8867444992,-67707.68638968468,0.0,6.354455232620239,8.589390754699707,16.208759546279907,18.142548084259033,24.762693166732788,32.96713447570801,39.4621479511261,"unknown","unknown",45.73949575424194,47.565688371658325,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",54.52982568740845,"","unknown",61.154531717300415,296.5130658149719,302.4300162792206,"unknown","unknown",307.7071101665497,310.7902789115906,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",317.8543722629547,"unknown","unknown",325.0360417366028,"","","",""
"a540012",-4790.096217870712,"unknown",-4784.083868265152,-4777.717001199722,0.0,5.978309154510498,10.60092830657959,18.493540048599243,172.89656043052673,178.67848014831543,184.58272552490234,191.46546602249146,"unknown","unknown",197.1992883682251,200.9588508605957,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",206.7344992160797,"","unknown",213.07443022727966,227.43629574775696,233.0718641281128,"unknown","unknown",239.30959844589233,241.53135228157043,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",247.19669675827026,"unknown","unknown",252.83553290367126,"","","",""
"dd88e0f",-185957.430249691,"unknown",-185951.48902773857,-185944.66296219826,0.0,6.449312925338745,63.295042276382446,70.79338955879211,119.50565910339355,125.2743444442749,134.53018379211426,"unknown","unknown",141.60934901237488,148.09498238563538,152.3262186050415,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",158.7976553440094,"","unknown",165.28060221672058,171.96761417388916,178.27432203292847,"unknown","unknown",184.40003848075867,187.17196416854858,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",193.0885133743286,"unknown","unknown",198.81684160232544,"","","",""
"58cb4bb",-5190.857846498489,"unknown",-5185.289043188095,-5179.785926580429,0.0,7.504271984100342,9.366361379623413,16.49898076057434,32.05961489677429,38.01478600502014,44.06796598434448,"unknown",52.096519470214844,"unknown",57.56312942504883,59.085121631622314,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",65.73616051673889,"","unknown",71.53767156600952,79.3132336139679,85.4671859741211,"unknown","unknown",90.66698384284973,91.72077560424805,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",98.3878538608551,"unknown","unknown",104.67832374572754,"","","",""
"d135983",-45.49544954299927,"unknown",-39.743425130844116,-34.30697774887085,0.0,6.155992031097412,12.526104211807251,19.549867391586304,35.50622844696045,41.304962396621704,64.30091834068298,70.6228518486023,"unknown","unknown",77.34225130081177,80.00474858283997,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",87.05723524093628,"","unknown",93.75932002067566,123.78550291061401,130.45811653137207,"unknown","unknown",136.9272699356079,143.28288793563843,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",149.6786880493164,"unknown","unknown",155.4253010749817,"","","",""
"1b88f70",-98.64323329925537,"unknown",-92.08765625953674,-85.61986231803894,0.0,5.61559796333313,16.160971641540527,22.961301565170288,26.323493242263794,31.598536014556885,47.60295557975769,54.68862009048462,"unknown","unknown",60.67775797843933,62.26489019393921,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",68.96432542800903,"","unknown",75.25404357910156,87.79227566719055,"unknown",94.7714946269989,"unknown",100.3180615901947,102.35598421096802,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",108.46163654327393,"unknown","unknown",114.89909052848816,"","","",""
"814517e",-6758.177178621292,"unknown",-6751.830796718597,-6744.92755484581,0.0,6.653628587722778,13.352945566177368,21.314576625823975,39.26330852508545,45.17273759841919,77.54670119285583,"unknown",83.57530283927917,"unknown",90.66164088249207,96.68496870994568,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",103.03555727005005,"","unknown",109.5850522518158,125.5318956375122,132.15717101097107,"unknown","unknown",138.26386618614197,140.58581280708313,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",146.18053698539734,"unknown","unknown",152.19561505317688,"","","",""
"53deb5c",-52452.98497033119,"unknown",-52447.68909859657,-52440.83081936836,0.0,5.721900701522827,12.450355768203735,20.426754474639893,40.98203778266907,48.16871190071106,80.4364902973175,"unknown",87.16532588005066,"unknown",93.00681591033936,95.39097738265991,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",102.78550553321838,"","unknown",109.0996241569519,123.1435272693634,"unknown",130.19491839408875,"unknown",135.9292914867401,138.18331217765808,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",144.47631001472473,"unknown","unknown",149.81315875053406,"","","",""
"e4cf342",-4492.061275005341,"unknown",-4484.93549656868,-4479.139544248581,0.0,6.9300079345703125,17.41106390953064,24.939642906188965,63.499624490737915,69.4302031993866,96.40275287628174,"unknown",102.76824474334717,"unknown",108.54115438461304,110.07796120643616,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",117.01693630218506,"","unknown",122.89292597770691,229.15768551826477,"unknown","unknown",235.93401432037354,241.92596411705017,244.77171683311462,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",251.89303255081177,"unknown","unknown",258.1419451236725,"","","",""
"c1a9909",-970.7475228309631,"unknown",-965.1664679050446,-958.8100254535675,0.0,6.339488983154297,8.076602458953857,14.75652813911438,28.760286331176758,35.09739851951599,80.8453483581543,"unknown",87.07801985740662,"unknown",93.54017663002014,98.6116349697113,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",105.8192229270935,"","unknown",112.53372693061829,159.69800448417664,165.7700653076172,"unknown","unknown",172.42034006118774,173.67052388191223,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",179.8510377407074,"unknown","unknown",185.48890137672424,"","","",""
"844ab34",-422.2218770980835,"unknown",-415.1679072380066,-409.4712800979614,0.0,5.513458251953125,14.317906141281128,22.99647855758667,44.90346908569336,51.7754008769989,64.75478005409241,"unknown","unknown",70.87770223617554,77.5441825389862,79.2763454914093,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",84.99531602859497,"","unknown",92.1532895565033,110.1934335231781,"unknown",116.86088562011719,"unknown",123.00108432769775,125.03032565116882,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",130.60127758979797,"unknown","unknown",135.84670972824097,"","","",""
"5f84339",-5723340.646447897,"unknown",-5723333.723893881,-5723327.090815544,0.0,5.656580209732056,11.741631984710693,19.33776617050171,33.431052446365356,40.089701890945435,65.32056975364685,"unknown",72.55808234214783,"unknown",78.06268572807312,80.23022961616516,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",86.60934281349182,"","unknown",92.21020436286926,109.59254240989685,"unknown",115.15046334266663,"unknown",121.15346837043762,123.79347968101501,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",130.4516704082489,"unknown","unknown",136.05932426452637,-1475809.2199106216,"","",""
"32980f8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fc2538d",-1231.9306101799011,"unknown",-1225.331757068634,-1218.4645125865936,0.0,6.269833564758301,10.241142511367798,18.19813871383667,39.17900896072388,44.827670097351074,69.7181077003479,"unknown","unknown",75.53300738334656,82.64059400558472,409.5417513847351,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",414.3898994922638,"","unknown",421.7325687408447,436.83688282966614,443.82163763046265,"unknown","unknown",449.2627971172333,866.5339269638062,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",873.8284523487091,"unknown","unknown",879.4530653953552,"","","",""
"4c228f6",-570.5205750465393,"unknown",-563.4680070877075,-556.7488198280334,0.0,6.375373363494873,32.36399245262146,40.31559896469116,61.17803978919983,66.75288701057434,79.7093288898468,84.976886510849,"unknown","unknown",91.9953625202179,97.48352193832397,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",103.9537844657898,"","unknown",109.2860996723175,116.90604019165039,123.56641983985901,"unknown","unknown",129.21280074119568,134.76693105697632,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",141.67420029640198,"unknown","unknown",148.67809343338013,"","","",""
"747ce5f",-79860.47070145607,"unknown",-79854.13828611374,-79847.13832116127,0.0,5.543088674545288,9.392819881439209,17.318321228027344,31.734971284866333,38.21872544288635,42.41855812072754,"unknown","unknown",48.89781451225281,55.24428105354309,57.24287962913513,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",63.85416126251221,"","unknown",69.92934727668762,81.55172324180603,"unknown","unknown",86.92360615730286,92.36223196983337,94.33044695854187,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",100.82716727256775,"unknown","unknown",106.15346074104309,"","","",""
"6ab42f2",-2128.6642277240753,"unknown",-2122.657500267029,-2116.738353252411,0.0,6.007652997970581,9.192878723144531,16.621465921401978,23.684165954589844,29.68966817855835,37.21599531173706,43.39107012748718,"unknown","unknown",49.89394974708557,51.42724537849426,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",56.987359046936035,"","unknown",62.36550951004028,67.41193532943726,"unknown",73.78117108345032,"unknown",79.12524032592773,80.67857527732849,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",88.10025835037231,"unknown","unknown",93.69177222251892,"","","",""
"41f2447",-77737.81705379486,"unknown",-77732.56856322289,-77726.00661826134,0.0,6.643571615219116,11.796166896820068,19.8987877368927,61.437073707580566,67.05454921722412,89.7127058506012,"unknown","unknown",96.39135098457336,102.96649289131165,105.4356017112732,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",111.75786662101746,"","unknown",118.50515866279602,163.3858664035797,"unknown",169.60121822357178,"unknown",176.04034757614136,178.43795251846313,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",185.4139130115509,"unknown","unknown",191.7645285129547,"","","",""
"5bf619a",-965106.7970955372,"unknown",-965101.1413681507,-965095.3908243179,0.0,5.679771661758423,15.69470763206482,22.830998182296753,73.05438208580017,79.67065644264221,106.09016942977905,113.20087242126465,"unknown","unknown",118.50774812698364,123.43242239952087,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",129.92538976669312,"","unknown",135.18345475196838,177.0999677181244,"unknown","unknown",182.45284223556519,189.06225538253784,190.96347546577454,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",198.05624318122864,"unknown","unknown",204.97710585594177,"","","",""
"a123713",-664.0800487995148,"unknown",-656.79265666008,-651.2527248859406,0.0,7.157821178436279,13.311557531356812,21.486851930618286,37.56697106361389,44.04791975021362,64.77370953559875,71.55091214179993,"unknown","unknown",77.00585603713989,80.86571669578552,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",88.042156457901,"","unknown",93.85083079338074,100.27928638458252,107.29280471801758,"unknown","unknown",113.82803440093994,115.84655046463013,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",122.87081003189087,"unknown","unknown",129.33977007865906,"","","",""
"41011fc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4997357",-591.7669768333435,"unknown",-586.0486443042755,-579.7419340610504,0.0,7.094092130661011,10.764415740966797,18.667762756347656,37.233824491500854,43.65604114532471,63.02247214317322,"unknown",68.77515506744385,"unknown",74.18414497375488,75.5673234462738,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",81.80529832839966,"","unknown",87.65867853164673,213.45099878311157,"unknown",219.83136200904846,"unknown",227.00394201278687,228.7498288154602,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",235.7192997932434,"unknown","unknown",241.49433422088623,"","","",""
"5455b1d",-28089.076911211014,"unknown",-28082.493980646133,-28076.14931988716,0.0,7.028512477874756,14.060961484909058,21.529008626937866,196.97079515457153,202.50969314575195,219.31621384620667,226.35363388061523,"unknown","unknown",232.0884997844696,234.16339373588562,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",240.60717225074768,"","unknown",247.09615802764893,250.55762887001038,256.9044578075409,"unknown","unknown",263.95063877105713,267.45238971710205,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",307.97752714157104,"unknown","unknown",314.439080953598,"","","",""
"f52861b",-84902.33798146248,"unknown",-84896.23434901237,-84889.44073057175,0.0,5.5931196212768555,12.076013326644897,19.16105842590332,28.446245670318604,33.983237743377686,37.17551589012146,44.122517108917236,"unknown","unknown",50.988786458969116,17488.79771709442,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",17495.65030026436,"","unknown",17501.350217342377,17503.429033994675,17508.99333834648,"unknown","unknown",17514.93296599388,304256.7724556923,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",304262.8086197376,"unknown","unknown",304269.3875849247,"","","",""
"d8ecf99",-521.5702090263367,"unknown",-508.99490547180176,-494.8683454990387,0.0,8.181429862976074,16.766000747680664,30.88542342185974,52.71805286407471,62.18034243583679,251.79908871650696,259.13473868370056,"unknown","unknown",266.16788125038147,31595.256548643112,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",31602.355450630188,"","unknown",31609.346984148026,187144.12001228333,"unknown","unknown",187149.91881084442,187156.834731102,187161.56205272675,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",187167.7486319542,"unknown","unknown",187173.2342326641,"","","",""
"466a0ab",-27.85962462425232,"unknown",-20.909743309020996,-14.83031439781189,0.0,6.711340427398682,14.441767454147339,21.682997703552246,35.07332944869995,41.08496141433716,43.80421471595764,"unknown","unknown",50.199503898620605,56.15021300315857,58.39541935920715,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",64.40054631233215,"","unknown",69.86444544792175,76.01067781448364,"unknown","unknown",82.94131135940552,89.74737596511841,91.29944777488708,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",97.56082963943481,"unknown","unknown",104.10564041137695,"","","",""
"399b994",-40.69671559333801,"unknown",-34.04090118408203,-28.779006719589233,0.0,6.505048036575317,13.069739818572998,20.055103540420532,148.95912432670593,155.0859730243683,163.9638171195984,"unknown",170.15049481391907,"unknown",177.32735514640808,190.83128929138184,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",196.9197678565979,"","unknown",203.46895217895508,232.28806471824646,238.0052182674408,"unknown","unknown",243.65140342712402,245.5767960548401,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",251.70796728134155,"unknown","unknown",258.74721693992615,"","","",""
"6568ea1",-1705.5271055698395,"unknown",-1699.4111642837524,-1692.3500394821167,0.0,5.744190454483032,11.724233150482178,19.777737855911255,48.528679609298706,54.31939744949341,66.74437499046326,"unknown",72.53878283500671,"unknown",79.44625329971313,80.93293309211731,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",87.73467135429382,"","unknown",94.19209241867065,100.83791089057922,"unknown","unknown",107.87229228019714,114.22538948059082,116.7968475818634,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",122.90190386772156,"unknown","unknown",128.62702441215515,"","","",""
"a839247",-3711.8172681331635,"unknown",-3705.7897918224335,-3699.744485139847,0.0,7.281799077987671,8.739988565444946,15.934056043624878,34.13465976715088,41.499754428863525,47.88177537918091,53.27421021461487,"unknown","unknown",58.72576570510864,60.76368236541748,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",66.79788613319397,"","unknown",73.47258138656616,78.50630593299866,83.96719694137573,"unknown","unknown",90.01204943656921,91.74121832847595,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",97.16608715057373,"unknown","unknown",103.31157422065735,"","","",""
"5d6ad7f",-29568.019375801086,"unknown",-29562.110295534134,-29555.548926353455,0.0,6.957669734954834,19.700944662094116,27.036059141159058,44.73139262199402,50.510621786117554,67.14903402328491,73.00073099136353,"unknown","unknown",78.2474775314331,81.32470202445984,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",87.68432235717773,"","unknown",136.71535897254944,348.95181107521057,355.5251874923706,"unknown","unknown",362.03542971611023,363.6206257343292,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",369.46393179893494,"unknown","unknown",374.7061667442322,"","","",""
"9f79cf4",-4442816.8922793865,"unknown",-4442810.709629297,-4442804.622121811,0.0,7.152892589569092,12.695130348205566,20.081666707992554,39.18132519721985,44.951348066329956,52.841193199157715,59.34366250038147,"unknown","unknown",66.5292477607727,68.79868698120117,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",75.11610174179077,"","unknown",81.18085861206055,101.49190950393677,108.52557802200317,"unknown","unknown",114.04980945587158,115.56092286109924,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",121.96981596946716,"unknown","unknown",127.5988199710846,-891354.039563179,"","",""
"528d0fe",-1013.2448310852051,"unknown",-1006.0430233478546,-994.8156032562256,0.0,7.989446640014648,234184.9319102764,234191.85891199112,234206.598041296,234211.95270299911,234215.14706754684,234221.11114501953,"unknown","unknown",234228.29443717003,234245.80281472206,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",234251.26674437523,"","unknown",234257.03191447258,234276.0249261856,"unknown","unknown",234282.15139508247,234287.53862428665,234292.9126315117,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",234299.46645355225,"unknown","unknown",234305.79535222054,"","",99957.52453994751,""
"900150c",-12615.544136285782,"unknown",-12610.063426494598,-12603.58795785904,0.0,5.782284736633301,17.404337406158447,25.211477279663086,58.36238956451416,64.80513715744019,80.87474060058594,"unknown","unknown",88.1848816871643,95.058109998703,96.96898889541626,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",103.6568169593811,"","unknown",109.5705132484436,136.22850608825684,"unknown",142.2717409133911,"unknown",148.0408000946045,150.27523517608643,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",157.3953983783722,"unknown","unknown",164.42595672607422,"","","",""
"f91cb3f",-49.1524920463562,"unknown",-42.91660499572754,-36.13203239440918,0.0,6.340696811676025,10.080118894577026,18.171826362609863,38.739314556121826,45.42384338378906,51.34233617782593,58.24228262901306,"unknown","unknown",65.0636956691742,66.74325823783875,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",73.64661860466003,"","unknown",79.69284534454346,86.46947383880615,92.28830194473267,"unknown","unknown",98.76628375053406,100.21198534965515,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",106.15491008758545,"unknown","unknown",112.1757345199585,"","","",""
"924de30",-19096.378536462784,"unknown",-19090.65966296196,-19083.99192261696,0.0,6.509765386581421,14.694532871246338,22.581164360046387,97.92226696014404,104.9459617137909,122.99518537521362,"unknown",129.3708484172821,"unknown",136.02519369125366,138.46328449249268,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",144.46023106575012,"","unknown",150.78985571861267,31015.917625188828,31021.882116794586,"unknown","unknown",31028.409293413162,31031.459151268005,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",31037.175716400146,"unknown","unknown",31043.10493159294,"","","",""
"959908d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d925650",-16.109786987304688,"unknown",-10.449891328811646,-5.101661920547485,0.0,5.579229831695557,9.898963928222656,17.67105507850647,35.77986741065979,42.427971601486206,77.93012595176697,"unknown",85.15077924728394,"unknown",90.4444568157196,91.64171504974365,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",98.08664608001709,"","unknown",104.84754228591919,115.21415138244629,122.10240316390991,"unknown","unknown",128.50657391548157,129.95128512382507,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",136.91746187210083,"unknown","unknown",142.55061721801758,"","","",""
"37798a6",-485909.86488747597,"unknown",-485904.1742429733,-485897.8792421818,0.0,5.2762134075164795,13.606833457946777,22.155826091766357,47.17564368247986,53.28333234786987,92.4571487903595,"unknown",98.95517349243164,"unknown",104.79279804229736,108.74996566772461,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",114.1405737400055,"","unknown",120.67573261260986,130.3186628818512,136.98376441001892,"unknown","unknown",143.93459558486938,145.8800699710846,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",152.27975273132324,"unknown","unknown",158.72194290161133,"","","",""
"ff10184",-21.137211561203003,"unknown",-14.679152250289917,-8.038770198822021,0.0,6.097925901412964,12.111305475234985,19.84886336326599,46.35588836669922,51.80746531486511,61.17748546600342,68.53690004348755,"unknown","unknown",75.6912271976471,77.7953839302063,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",83.78232312202454,"","unknown",90.55750846862793,102.26426935195923,109.02687525749207,"unknown","unknown",116.34149384498596,118.26324200630188,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",123.84239077568054,"unknown","unknown",130.2777750492096,"","","",""
"cde7968",-5409.4910707473755,"unknown",-5402.422817468643,-5395.226875305176,0.0,6.92906379699707,17.09119963645935,25.503446578979492,55.08176589012146,61.306528091430664,69.20252513885498,76.63092565536499,"unknown","unknown",82.25020813941956,86.15285181999207,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",93.33121514320374,"","unknown",99.08667469024658,118.11631226539612,124.03468942642212,"unknown","unknown",130.5681290626526,138.94767212867737,"unknown","","unknown","unknown","unknown","unknown","","unknown","","unknown","unknown","unknown",145.98451590538025,"unknown","unknown",153.08702850341797,"","","",""
