"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","2_1","3_1","4_1","5_1"
"ffa62f5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38c4951",-55980.124955415726,"unknown",-55974.59202122688,-55967.75886797905,0.0,6.252419948577881,10.069791793823242,16.4639835357666,41.72529911994934,48.211814165115356,1161.9836492538452,1169.4153966903687,"unknown","unknown",1175.7701578140259,1184.3866951465607,1190.2261607646942,1194.0302226543427,"unknown",1201.0662984848022,"unknown",1207.2066440582275,1210.1124331951141,"unknown","unknown","unknown","unknown","unknown",1216.1620478630066,"unknown",1223.2248952388763,1338.4095129966736,"unknown",1344.3347373008728,"unknown",1349.9765255451202,1550.2140119075775,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",1556.1033685207367,"unknown","unknown",1563.2431962490082,"","","",""
"85ba0bb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13dba9e",-248778.65641331673,"unknown",-248709.69695997238,-248642.4367313385,0.0,6.682725191116333,10.977014303207397,16.837111473083496,33.44653558731079,39.137919187545776,56.500773191452026,"unknown","unknown",63.32563591003418,69.79681253433228,73.34089970588684,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",80.39116072654724,"","unknown",87.36397290229797,98.10159635543823,103.9389922618866,"unknown","unknown",110.09335088729858,111.88568592071533,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",118.2106363773346,"unknown","unknown",124.63317823410034,"","","",""
"e6d310e",-10115.831755638123,"unknown",-10108.734195232391,-10102.081721067429,0.0,6.302612781524658,12.972434997558594,20.019145727157593,47.63853883743286,53.878690242767334,58.32506442070007,64.91868281364441,"unknown","unknown",70.64848947525024,73.37211108207703,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",79.29099559783936,"","unknown",85.43396997451782,104.5589828491211,111.0448043346405,"unknown","unknown",117.53387904167175,119.99261498451233,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",125.86632204055786,"unknown","unknown",131.4968888759613,"","","",""
"8c74aa5",-8380.486755132675,"unknown",-8374.417385816574,-8367.402040719986,0.0,8.86269235610962,12.659515380859375,18.709064483642578,38.24886894226074,46.183329582214355,850.3993237018585,865.356377363205,"unknown","unknown",884.4413244724274,888.7569069862366,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",909.5371885299683,"","unknown",935.6289186477661,942.523738861084,"unknown",988.0065262317657,"unknown",1016.1018040180206,1042.1933996677399,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",1063.8694999217987,"unknown","unknown",1082.913861989975,"","","",658.5501570701599
"679fa36",-268749.6520218849,"unknown",-268743.80632042885,-268737.93338131905,0.0,6.98366904258728,31.98298478126526,37.882370948791504,62.548553228378296,69.8559398651123,73.25722217559814,"unknown",79.51749038696289,"unknown",86.60084080696106,89.02244663238525,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",95.4896879196167,"","unknown",101.48776578903198,108.12686324119568,115.19801020622253,"unknown","unknown",121.31938004493713,122.6853015422821,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",129.62917351722717,"unknown","unknown",136.25253891944885,"","","",""
"b1d77f9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b164bf7",-21957.075433969498,"unknown",-21950.12290620804,-21943.346208572388,0.0,6.179246664047241,8.807545900344849,14.243706941604614,34.10578942298889,39.65636491775513,48.243611574172974,"unknown",53.938541889190674,"unknown",59.78765869140625,61.942378759384155,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",67.98537230491638,"","unknown",73.43028783798218,79.49461722373962,"unknown",85.91006374359131,"unknown",91.17924761772156,94.74306082725525,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",101.82492971420288,"unknown","unknown",108.01793670654297,"","","",""
"7e62763",-855021.5579996109,"unknown",-855015.5860743523,-855009.9554605484,0.0,5.75236177444458,10.49681806564331,16.593016862869263,38.12115550041199,44.600855350494385,59.273356199264526,65.10390639305115,"unknown","unknown",72.96033048629761,78.71888041496277,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",84.71570038795471,"","unknown",90.17488026618958,152.12769103050232,158.16936016082764,"unknown","unknown",163.75008702278137,165.53189325332642,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",172.13214468955994,"unknown","unknown",177.57818007469177,-677919.0516335964,"","",""
"c7a7d85",-55.3762469291687,"unknown",-48.28046655654907,-42.73276329040527,0.0,7.0549445152282715,25.708921194076538,31.77468776702881,62.28204154968262,68.43519115447998,71.05832099914551,86.49758791923523,"unknown","unknown",98.28384113311768,102.80824542045593,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",110.08197236061096,"","unknown",116.85158705711365,125.692547082901,132.85456657409668,"unknown","unknown",139.6697130203247,147.49855709075928,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",154.58919429779053,"unknown","unknown",160.92906785011292,"","","",""
"3b7f267",-1551.2625918388367,"unknown",-1545.406536579132,-1538.812537431717,0.0,6.1177496910095215,82.75863218307495,88.42346549034119,355.29729175567627,361.09655022621155,557.9783992767334,564.7434387207031,"unknown","unknown",572.0727214813232,588.3957722187042,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",594.2660672664642,"","unknown",600.5347528457642,848.9732806682587,854.889368057251,"unknown","unknown",861.632230758667,884.783965587616,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",891.8687968254089,"unknown","unknown",898.7048668861389,"","","",""
"fa1efad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4a9b689","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49bd7ab","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ae58bf1",-9319.484287261963,"unknown",-9312.44919514656,-9306.623170852661,0.0,6.466559410095215,10.596664667129517,16.993572473526,39.574806928634644,46.83357048034668,79.00852131843567,"unknown",84.56854557991028,"unknown",90.76254773139954,93.80842995643616,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",99.59821629524231,"","unknown",106.76553869247437,119.45775175094604,"unknown","unknown",125.50265502929688,131.5604543685913,135.48834609985352,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",142.51422119140625,"unknown","unknown",149.13295984268188,"","","",""
"492238f",-37839.44449710846,"unknown",-37831.821398973465,-37826.04896855354,0.0,7.005894184112549,12.631103515625,19.1165988445282,65.8089907169342,71.84782886505127,82.79489278793335,"unknown",89.41339182853699,"unknown",95.59087109565735,97.8196349143982,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",104.28467965126038,"","unknown",110.50078678131104,119.72280168533325,125.43934655189514,"unknown","unknown",130.92597079277039,132.61944270133972,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",138.91719794273376,"unknown","unknown",144.9238383769989,"","","",""
"65acecd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43c977d",-155779.28934717178,"unknown",-155772.68990039825,-155767.03755116463,0.0,7.192704439163208,11.056152105331421,17.49666666984558,58.62545919418335,65.82694435119629,88.17484641075134,93.98317456245422,"unknown","unknown",99.52538752555847,102.17370939254761,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",108.15163397789001,"","unknown",113.9098870754242,118.83786201477051,125.57450914382935,"unknown","unknown",131.51525831222534,135.7783899307251,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",141.43523383140564,"unknown","unknown",146.79143023490906,"","","",""
"4eff6be",-176601.1896085739,"unknown",-176595.18891835213,-176588.65576267242,0.0,5.937308073043823,8.498855113983154,15.409749746322632,41.022796869277954,47.895313024520874,51.19674038887024,"unknown",56.677879333496094,"unknown",62.885921239852905,80.80196285247803,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",86.99651622772217,"","unknown",93.85532307624817,56760.87162733078,56766.28902578354,"unknown","unknown",56772.89883995056,56774.57921624184,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",56780.27116894722,"unknown","unknown",56786.02897143364,"","","",""
"e1b193b",-1442.7795543670654,"unknown",-1435.902283191681,-1429.7189371585846,0.0,8.098212718963623,761623.6948332787,761630.4694349766,1392089.9270288944,1392096.9207570553,1392117.0381391048,"unknown",1392123.6563522816,"unknown",1392129.925372839,1392131.6816954613,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",1392137.6957178116,"","unknown",1392144.6262540817,1392151.0577509403,"unknown",1392158.2108237743,"unknown",1392164.6715142727,1392166.7597863674,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",1392172.530491829,"unknown","unknown",1392177.6692740917,"","","",""
"1415cd3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2953e33",-17.58752679824829,"unknown",-11.34970235824585,-4.504450559616089,0.0,5.6456780433654785,6.739546060562134,12.68353819847107,96.47547650337219,102.72252249717712,156.1613073348999,"unknown",162.94857001304626,"unknown",169.02078104019165,176.40156769752502,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",182.19199776649475,"","unknown",189.2422158718109,199.39219522476196,"unknown",204.62034511566162,"unknown",209.90411281585693,211.2051079273224,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",218.1077356338501,"unknown","unknown",224.7152454853058,"","","",""
"a540012",-639842.6903662682,"unknown",-639831.2753636837,-639818.6484193802,0.0,6.824945449829102,13.31799030303955,20.14642596244812,35.34889578819275,41.883538484573364,76.48408675193787,83.05459809303284,"unknown","unknown",90.18952560424805,91.75822520256042,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",97.79894804954529,"","unknown",103.66336941719055,30510.898542881012,"unknown",30517.399039268494,"unknown",30522.990550756454,30526.121970415115,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",30531.49111557007,"unknown","unknown",30538.19780945778,"","","",""
"dd88e0f",-783831.284147501,"unknown",-783825.8252551556,-783820.0022995472,0.0,5.36072039604187,8.570240020751953,16.01422119140625,37.88891577720642,44.956159830093384,50.71144938468933,"unknown",57.58942532539368,"unknown",64.63772082328796,66.30048418045044,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",72.84177660942078,"","unknown",79.81797099113464,89.14265847206116,"unknown",95.12286591529846,"unknown",101.05760717391968,103.03259873390198,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",109.65074634552002,"unknown","unknown",116.87910223007202,"","","",""
"58cb4bb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d135983",-32163.982667922974,"unknown",-32157.743460416794,-32150.86827135086,0.0,5.394979238510132,10.18162226676941,16.489001750946045,52.965102434158325,60.277695655822754,68.61111807823181,74.95001292228699,"unknown","unknown",81.69625687599182,83.61596322059631,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",90.57875204086304,"","unknown",97.02156162261963,108.6324553489685,"unknown","unknown",114.7953622341156,120.95607042312622,123.70227432250977,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",129.8990511894226,"unknown","unknown",136.8458924293518,"","","",""
"1b88f70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"814517e",-3869.562175989151,"unknown",-3862.4208006858826,-3856.611780643463,0.0,6.575035095214844,11.062726020812988,17.975489616394043,43.40825700759888,48.91873598098755,65.78897905349731,71.79854202270508,"unknown","unknown",78.13018655776978,81.20467782020569,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",87.42807960510254,"","unknown",93.16302490234375,101.64852237701416,107.4560112953186,"unknown","unknown",113.54238510131836,116.335129737854,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",122.90916419029236,"unknown","unknown",128.79767537117004,"","","",""
"53deb5c",-257929.98332834244,"unknown",-257923.73821663857,-257917.78943657875,0.0,6.421780586242676,12.257449388504028,18.998390436172485,72.71173977851868,78.39056658744812,108.32801270484924,113.97572588920593,"unknown","unknown",119.28578019142151,121.33731842041016,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",127.7374997138977,"","unknown",133.86352968215942,143.07592844963074,"unknown","unknown",150.19859528541565,156.97800254821777,158.95325708389282,166.3227891921997,178.9996953010559,"unknown",185.16100573539734,"unknown",191.0370478630066,193.4087314605713,"unknown","unknown","unknown","unknown","unknown",199.98730564117432,"unknown",205.97937083244324,"","","",""
"e4cf342","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c1a9909",-8462.267249584198,"unknown",-8455.157974004745,-8448.034096479416,0.0,6.974768161773682,6370.518470287323,6376.907617330551,6389.2608733177185,6395.693833351135,6411.226607322693,6418.030887842178,"unknown","unknown",6424.986617565155,6426.078313827515,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",6432.148557424545,"","unknown",6438.3467881679535,6442.296312570572,6448.172895431519,"unknown","unknown",6454.436191082001,6457.579062700272,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",6462.947046756744,"unknown","unknown",6469.098873138428,"","","",""
"844ab34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5f84339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32980f8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fc2538d",-297.64958238601685,"unknown",-291.1186604499817,-285.37111473083496,0.0,6.428503036499023,8.041310787200928,13.735875129699707,39.618398904800415,46.26572370529175,65.48857021331787,"unknown",70.9324893951416,"unknown",76.61962246894836,78.01393461227417,84.5856385231018,90.85123753547668,"unknown","unknown",96.2026138305664,102.60852313041687,105.74743294715881,"unknown","unknown","unknown","unknown","unknown",111.76470947265625,"unknown",118.405832529068,123.98206210136414,"unknown",131.18094515800476,"unknown",138.27018332481384,139.47853255271912,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",145.8953983783722,"unknown","unknown",151.86066126823425,"","","",""
"4c228f6",-1623.59974193573,"unknown",-1618.3322594165802,-1612.9005897045135,0.0,6.998404502868652,12.407847166061401,19.22614073753357,49.329280853271484,56.0853111743927,57.9479501247406,63.857513666152954,"unknown","unknown",70.44503116607666,80.6550874710083,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",86.4266631603241,"","unknown",93.46294021606445,96.8945517539978,102.60378289222717,"unknown","unknown",109.55666160583496,114.50483775138855,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",121.4223747253418,"unknown","unknown",128.20090126991272,"","","",""
"747ce5f",-4107.266399383545,"unknown",-4100.7006714344025,-4094.8539826869965,0.0,5.4697136878967285,9.269917488098145,15.453783512115479,64.60815620422363,71.69908928871155,77.15034103393555,"unknown",82.94731497764587,"unknown",90.08699369430542,91.98650479316711,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",98.79169797897339,"","unknown",105.63693261146545,114.81560111045837,"unknown",120.71387195587158,"unknown",127.15100383758545,135.58413910865784,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",142.41681265830994,"unknown","unknown",148.8697292804718,"","","",""
"6ab42f2",-220297.12002158165,"unknown",-220291.0842142105,-220284.8038535118,0.0,7.1965320110321045,64.0907826423645,69.9766366481781,73.20906805992126,78.72272872924805,111.12700867652893,"unknown",117.48398661613464,"unknown",123.34145617485046,125.04743218421936,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",130.49504232406616,"","unknown",136.0398907661438,140.31723833084106,"unknown","unknown",147.07607054710388,153.0050151348114,154.9417610168457,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",161.40630078315735,"unknown","unknown",169.10187101364136,"","","",""
"41f2447",-662.4087572097778,"unknown",-655.3280377388,-649.218080997467,0.0,6.560288190841675,11.849359512329102,18.125105619430542,49.77874565124512,55.835230112075806,59.423919439315796,"unknown","unknown",65.94954442977905,72.0518012046814,76.30058908462524,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",81.71518611907959,"","unknown",87.47377038002014,103.30084991455078,"unknown",109.55990886688232,"unknown",116.63662648200989,119.2167272567749,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",125.36968111991882,"unknown","unknown",132.49176216125488,"","","",""
"5bf619a",-80306.05958914757,"unknown",-80298.86772751808,-80293.51295995712,0.0,6.7128989696502686,77.11201572418213,84.36889171600342,122.12686347961426,128.40993356704712,160.69153237342834,"unknown","unknown",167.70250725746155,174.411452293396,181.4578514099121,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",187.92951464653015,"","unknown",194.44736623764038,278.4364664554596,"unknown",284.84014678001404,"unknown",291.6256477832794,293.84924602508545,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",299.71435546875,"unknown","unknown",306.44134521484375,"","","",""
"a123713",-210599.38317346573,"unknown",-210593.61323952675,-210588.12072443962,0.0,6.677501678466797,10.169751167297363,15.415432453155518,33.19102644920349,40.23215174674988,49.48255014419556,"unknown",54.72724008560181,"unknown",60.62730431556702,62.38108849525452,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",69.08158445358276,"","unknown",75.27286052703857,81.11758637428284,"unknown","unknown",88.25603127479553,94.01543021202087,95.58465790748596,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",102.58825635910034,"unknown","unknown",109.50085210800171,"","","",""
"41011fc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4997357",-31.057772636413574,"unknown",-24.270354509353638,-14.202992916107178,0.0,11.344815492630005,17.21759271621704,27.147817373275757,31.604303121566772,44.02509021759033,61.55901074409485,"unknown","unknown",70.57576942443848,85.48659110069275,96.0908875465393,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",101.4596176147461,"","unknown",106.86658310890198,115.46959686279297,"unknown",121.6618447303772,"unknown",128.23237538337708,130.82817244529724,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",139.45994782447815,"unknown","unknown",146.2037215232849,"","","",""
"5455b1d",-14301.093276262283,"unknown",-14292.090525865555,-14284.094536542892,0.0,5.752295017242432,33.93138766288757,39.533414125442505,84.1044397354126,91.2179126739502,98.12024402618408,104.99018096923828,"unknown","unknown",112.09991264343262,114.61384272575378,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",120.63346934318542,"","unknown",127.217604637146,128.8988003730774,134.44754815101624,"unknown","unknown",141.37744402885437,143.72579431533813,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",150.3645577430725,"unknown","unknown",155.92765069007874,"","","",""
"f52861b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d8ecf99","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"466a0ab",-143531.7554256916,"unknown",-143524.55137610435,-143518.90012073517,0.0,18.599728107452393,22.37102961540222,29.531826496124268,47.93052363395691,53.910263538360596,56.52745771408081,"unknown","unknown",63.007662534713745,69.14080238342285,73.88583207130432,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",79.44663500785828,"","unknown",84.93323135375977,92.82069253921509,"unknown","unknown",99.15882420539856,105.67720913887024,107.17362976074219,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",113.18818044662476,"unknown","unknown",120.277907371521,"","","",""
"399b994",-3549103.256171465,"unknown",-3549097.6796684265,-3549091.769598484,0.0,6.593703031539917,27.66403579711914,34.735249280929565,70.76817870140076,76.35159516334534,85.66149735450745,92.0625319480896,"unknown","unknown",99.46552324295044,100.7863404750824,108.08253121376038,109.91299200057983,"unknown",116.93000841140747,"unknown",124.01691889762878,1917.4106299877167,"unknown","unknown","unknown","unknown","unknown",1924.8653852939606,"unknown",1930.5715444087982,11943.209828615189,11950.27803325653,"unknown","unknown",11956.183713912964,17883.17674255371,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",17888.910880565643,"unknown","unknown",17895.922868013382,-9669.885888338089,"","",""
"6568ea1",-218.70362663269043,"unknown",-211.58852529525757,-204.61586546897888,0.0,6.750402212142944,11.217392444610596,18.311009645462036,109.11632251739502,115.13609647750854,180.85959815979004,"unknown",186.87222623825073,"unknown",193.7297558784485,195.64974451065063,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",202.19516229629517,"","unknown",208.14432048797607,211.40695095062256,"unknown","unknown",218.51407766342163,225.58123087882996,227.43270754814148,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",233.09474182128906,"unknown","unknown",239.6636073589325,"","","",""
"a839247",-120069.31834340096,"unknown",-120062.38162875175,-120056.18514561653,0.0,7.078531742095947,12.3970205783844,21.2320659160614,81.10602521896362,87.34758114814758,89.56532096862793,95.21540355682373,"unknown","unknown",101.72118830680847,107.68104839324951,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",114.83537817001343,"","unknown",120.62430334091187,125.23199462890625,132.26335215568542,"unknown","unknown",137.97405791282654,153.40845847129822,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",159.4380865097046,"unknown","unknown",165.01664304733276,"","","",""
"5d6ad7f",-79985.97186017036,"unknown",-79979.32808470726,-79973.10895204544,0.0,6.611531734466553,9.825926542282104,15.155534029006958,181.1121416091919,187.4298906326294,229.11845326423645,"unknown","unknown",235.66074800491333,241.29385995864868,248.49150800704956,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",255.2909712791443,"","unknown",262.24647665023804,267.3505599498749,"unknown","unknown",273.45561051368713,279.70735120773315,281.28678131103516,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",287.166401386261,"unknown","unknown",293.82301020622253,"","","",""
"9f79cf4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"528d0fe",-586374.1372265816,"unknown",-586368.556645155,-586362.5064127445,0.0,6.667870283126831,9.458781480789185,16.702049732208252,4584004.027944565,4584010.061822653,4584015.698326826,4584021.528702259,"unknown","unknown",4584026.978248119,4584028.684957266,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",4584035.375702858,"","unknown",4584041.660426378,4584045.25428009,4584052.121212244,"unknown","unknown",4584058.614499807,4584065.390799284,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",4584071.851958275,"unknown","unknown",4584078.057318687,"","",4052512.6857044697,""
"900150c",-54632.32385921478,"unknown",-54625.43550348282,-54620.19395279884,0.0,5.823027849197388,26.430769681930542,33.692020416259766,77.80161762237549,84.74595952033997,96.17500877380371,"unknown",102.47249817848206,"unknown",109.30968832969666,111.35088586807251,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",118.33684349060059,"","unknown",124.86679911613464,147.67095375061035,153.0817756652832,"unknown","unknown",158.93274855613708,160.70200037956238,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",167.56892108917236,"unknown","unknown",173.19332242012024,"","","",""
"f91cb3f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"924de30",-60535.20331406593,"unknown",-60528.15952205658,-60522.25420188904,0.0,5.288566589355469,7.538323879241943,13.920583724975586,57.04060173034668,62.52342081069946,116.42877650260925,"unknown","unknown",123.07552480697632,129.1228964328766,131.1293125152588,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",136.78517484664917,"","unknown",143.55018424987793,148.89538860321045,"unknown","unknown",154.6375367641449,160.53413152694702,161.9688127040863,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",168.97283053398132,"unknown","unknown",175.01902508735657,"","","",""
"959908d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d925650",-15.272159099578857,"unknown",-8.84824824333191,-2.970752239227295,0.0,5.9883551597595215,22.292288303375244,29.396961212158203,63.5463924407959,70.88707518577576,74.70837903022766,81.90698218345642,"unknown","unknown",87.96818947792053,89.5284059047699,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",96.45970559120178,"","unknown",103.10138177871704,106.80388689041138,112.15844750404358,"unknown","unknown",117.68264508247375,120.67661619186401,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",127.20139050483704,"unknown","unknown",132.91537976264954,"","","",""
"37798a6",-687344.7574586868,"unknown",-687338.9629733562,-687331.8010778427,0.0,6.516161918640137,15.199645519256592,21.67400860786438,48.2957079410553,54.82189965248108,70.1728150844574,76.63903498649597,"unknown","unknown",83.53912806510925,85.15070939064026,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",91.57201504707336,"","unknown",97.59642672538757,112.84301018714905,119.38753962516785,"unknown","unknown",125.04249548912048,127.99881339073181,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",133.79111909866333,"unknown","unknown",139.63562560081482,"","","",""
"ff10184",-224353.30275678635,"unknown",-224347.24363017082,-224340.66620063782,0.0,5.293182373046875,13.418073177337646,19.570915460586548,43.77458119392395,49.87724184989929,55.02590250968933,62.19117021560669,"unknown","unknown",67.56394219398499,68.99503922462463,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",74.19417524337769,"","unknown",79.64422965049744,84.73143315315247,90.70970821380615,"unknown","unknown",96.76091599464417,100.04894232749939,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",107.03052639961243,"unknown","unknown",112.39156937599182,"","","",""
