"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","2_1","3_1","4_1","5_1"
"e96f42c",-27.89836573600769,"unknown",-22.12721872329712,-16.130471229553223,0.0,6.270163059234619,9.448226928710938,15.169964075088501,32.71754217147827,39.87957215309143,45.29723787307739,"unknown",50.991846799850464,"unknown",58.307639598846436,59.808083057403564,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",65.513592004776,"","unknown",71.60502910614014,77.85782551765442,85.01584982872009,"unknown","unknown",91.7181556224823,93.25279831886292,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",100.27693772315979,"unknown","unknown",107.96466088294983,"","","",""
"f382ec0",-31074.59426856041,"unknown",-31067.77529644966,-31061.991703271866,0.0,6.080792188644409,8.941087007522583,15.53782606124878,35.69662094116211,42.495015382766724,50.30862283706665,56.52862787246704,"unknown","unknown",61.8101601600647,63.62446117401123,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",70.7141466140747,"","unknown",77.58921098709106,262.9530646800995,270.11206889152527,"unknown","unknown",276.9568109512329,280.30526423454285,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",285.75166368484497,"unknown","unknown",291.1842544078827,"","","",""
"962a7dd",-2605.2480347156525,"unknown",-2600.00554227829,-2593.285717487335,0.0,5.910468578338623,12.799774408340454,19.68125295639038,1509.6198999881744,1516.4579575061798,1528.271270275116,"unknown","unknown",1535.424022436142,1540.9276595115662,1547.7528519630432,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",1553.8252811431885,"","unknown",1560.3441364765167,1571.5274319648743,"unknown","unknown",1577.778332233429,1584.170814037323,1586.151997089386,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",1592.064492225647,"unknown","unknown",1598.160484790802,"","","",""
"5c97513",-29054.75280356407,"unknown",-29047.668751955032,-29041.34473013878,0.0,7.308339357376099,14.460658073425293,20.77297592163086,42.80819249153137,49.21116304397583,58.03644633293152,"unknown",63.92051815986633,"unknown",69.63609194755554,72.75267028808594,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",78.07340049743652,"","unknown",84.46667122840881,105.05268239974976,"unknown",110.69290375709534,"unknown",117.71482539176941,120.66938924789429,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",127.94643330574036,"unknown","unknown",134.2741460800171,"","","",""
"acc6118",-134140.56999468803,"unknown",-134133.9806573391,-134127.27910280228,0.0,5.44598650932312,9.553127527236938,14.982853412628174,49.1619336605072,54.52760076522827,59.4891095161438,"unknown",66.49359202384949,"unknown",73.34459042549133,75.47147798538208,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",81.69589328765869,"","unknown",88.13571691513062,94.9713134765625,100.60853981971741,"unknown","unknown",107.1469030380249,109.17453622817993,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",114.89979982376099,"unknown","unknown",121.65375781059265,"","","",""
"d33371d",-3306.26971244812,"unknown",-3299.7350146770477,-3293.4438240528107,0.0,6.421621084213257,13.258370161056519,20.352587699890137,97.87224888801575,103.19941687583923,172.7951853275299,"unknown",179.2282154560089,"unknown",185.54192543029785,187.50182723999023,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",193.50599074363708,"","unknown",200.00029063224792,251.13376879692078,"unknown",256.5144658088684,"unknown",263.5112512111664,265.3050696849823,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",271.7505717277527,"unknown","unknown",277.0984163284302,"","","",""
"78603ec","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5d45bd1",-1795.5804560184479,"unknown",-1789.7036619186401,-1783.8673372268677,0.0,6.140224933624268,12.066685914993286,19.093347787857056,48.163573265075684,54.806225299835205,73.63760685920715,"unknown","unknown",79.54803800582886,86.37168645858765,88.2612202167511,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",94.34177589416504,"","unknown",99.93036603927612,121.35159254074097,"unknown",128.67972087860107,"unknown",134.86567759513855,138.25339818000793,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",144.08207249641418,"unknown","unknown",150.70500254631042,"","","",""
"cfcbc2d",-21.94391131401062,"unknown",-15.095709562301636,-6.242400884628296,0.0,7.196209192276001,427508.3454184532,427514.66050076485,427526.28041672707,427531.54100084305,427539.9484927654,"unknown",427546.5170145035,"unknown",427553.18038892746,427554.65018844604,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",427561.0233500004,"","unknown",427567.0442419052,427572.4094185829,427578.7637746334,"unknown","unknown",427584.6314382553,427651.83464479446,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",427657.4266703129,"unknown","unknown",427662.9412763119,"",169354.50053548813,"",""
"98ecb86",-112.72382855415344,"unknown",-106.07705116271973,-99.03796887397766,0.0,6.402969121932983,9.586584568023682,14.967901468276978,22.07039189338684,28.88025689125061,62.55104374885559,69.11352014541626,"unknown","unknown",75.2581467628479,77.73043441772461,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",84.72777891159058,"","unknown",90.27133893966675,100.98149847984314,106.2802152633667,"unknown","unknown",111.83396983146667,125.36106824874878,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",131.97144174575806,"unknown","unknown",137.3284890651703,"","","",""
"7636563",-29.190504550933838,"unknown",-22.345897912979126,-15.87002944946289,0.0,5.281530141830444,9.546315431594849,16.036309242248535,42.05381751060486,48.16422963142395,51.609604835510254,58.56291103363037,"unknown","unknown",65.58167886734009,67.62243485450745,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",74.28983283042908,"","unknown",81.33970475196838,106.08228588104248,"unknown",112.3078134059906,"unknown",118.5952935218811,120.51522254943848,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",126.24089288711548,"unknown","unknown",132.5398190021515,"","","",""
"5d2b358",-3929.888850927353,"unknown",-3924.6754126548767,-3917.403526544571,0.0,5.712233304977417,24.092087984085083,30.818058729171753,234.72282004356384,240.4897758960724,242.81985116004944,248.61687970161438,"unknown","unknown",254.10782074928284,256.52182173728943,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",263.23515272140503,"","unknown",270.0329601764679,279.9170618057251,286.99602127075195,"unknown","unknown",293.2156057357788,295.25868248939514,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",301.5287799835205,"unknown","unknown",307.46843552589417,"","","",""
"5d9ae0c",-5413724.778158903,"unknown",-5413718.481295824,-5413711.51229763,0.0,19.831777572631836,25.508285522460938,37.63176703453064,58.4185152053833,63.9951388835907,67.93924069404602,74.95216107368469,"unknown","unknown",83.2252550125122,85.80649924278259,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",91.75776314735413,"","unknown",100.01032304763794,137.2247211933136,142.60877680778503,"unknown","unknown",148.83025598526,151.96873211860657,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",158.31261372566223,"unknown","unknown",164.1761496067047,-162.29002213478088,"","",""
"73d4e20",-817.4173982143402,"unknown",-812.0918481349945,-805.9502177238464,0.0,6.5427405834198,16437.97375202179,16444.998685836792,48178.25989842415,48185.121700286865,48353.73135948181,"unknown","unknown",48359.37882709503,48365.5492413044,52918.781735897064,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",52924.784965991974,"","unknown",52931.22813081741,53145.49673342705,53151.28208947182,"unknown","unknown",53156.520626068115,53228.612531900406,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",53235.55226278305,"unknown","unknown",53242.446595430374,"","","",""
"be94a32",-1282.79527592659,"unknown",-1276.9226257801056,-1270.9737980365753,0.0,6.6801464557647705,17.25377655029297,23.10295844078064,32.63421368598938,39.311442375183105,52.5953905582428,58.28433299064636,"unknown","unknown",64.09128928184509,72.47884511947632,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",78.36734366416931,"","unknown",84.34429550170898,87.5024185180664,94.30820918083191,"unknown","unknown",100.76046466827393,107.1284646987915,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",112.82136678695679,"unknown","unknown",119.45518708229065,"","","",""
"9f972fb",-98158.31003069878,"unknown",-98151.71771407127,-98144.8982834816,0.0,7.033326864242554,12.833754062652588,19.255523204803467,69.52254676818848,75.0856261253357,85.90039324760437,93.33547401428223,"unknown","unknown",100.46669411659241,103.94833064079285,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",110.05848526954651,"","unknown",116.63351535797119,142.59166169166565,149.7113585472107,"unknown","unknown",156.27352285385132,165.07498574256897,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",171.67602729797363,"unknown","unknown",177.0273494720459,"","","",""
"6e93efd",-12.843415260314941,"unknown",-7.103319406509399,-1.4206786155700684,0.0,5.5225584506988525,7.075209856033325,12.642374038696289,14.999972581863403,21.678622007369995,30.137728214263916,36.64531493186951,"unknown","unknown",42.85792565345764,44.49868130683899,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",50.172515869140625,"","unknown",56.813754081726074,61.08771800994873,68.38850975036621,"unknown","unknown",74.22791481018066,436.68139481544495,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",443.2413339614868,"unknown","unknown",450.18270230293274,"","","",""
"5a4afae",-11795.382864952087,"unknown",-11788.294026136398,-11782.706037044525,0.0,5.414228677749634,9.108735084533691,15.516410827636719,38.465826988220215,44.91610932350159,49.04176878929138,56.077274560928345,"unknown","unknown",62.16433668136597,63.942705154418945,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",71.05449748039246,"","unknown",77.92088031768799,80.38237237930298,86.30061602592468,"unknown","unknown",92.00480842590332,93.8837296962738,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",99.48935842514038,"unknown","unknown",105.16356182098389,"","","",""
"c34e373",-2343.271360397339,"unknown",-2337.896209001541,-2331.273115873337,0.0,5.6415417194366455,10.203568935394287,15.459630727767944,388996.40961813927,389003.03583168983,389030.4761977196,"unknown",389037.5500190258,"unknown",389044.6539039612,389046.74441838264,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",389053.4478507042,"","unknown",389059.0032758713,389087.3609843254,389094.104329586,"unknown","unknown",389101.3744046688,389103.14857149124,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",389110.2250196934,"unknown","unknown",389115.88189029694,"","","",""
"60a02cd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6bac72b",-554.9640815258026,"unknown",-370.6155881881714,-186.22576689720154,0.0,8.174383401870728,13.358115434646606,20.59369158744812,39.72545099258423,46.910080909729004,50.78818988800049,"unknown",58.10069561004639,"unknown",65.00513648986816,67.55193948745728,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",75.74948620796204,"","unknown",83.07076334953308,100.8518316745758,"unknown",107.84773802757263,"unknown",114.83632159233093,117.77279925346375,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",126.26828145980835,"unknown","unknown",133.1957085132599,"","","",""
"c9285e4",-3057.5299656391144,"unknown",-2874.560052871704,-2690.5519590377808,0.0,8.816263198852539,163.88431596755981,170.54967260360718,187.91599702835083,194.18792486190796,208.81148886680603,"unknown",215.80016469955444,"unknown",221.56389021873474,223.63150000572205,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",229.99322080612183,"","unknown",237.13405346870422,250.2802267074585,256.1180536746979,"unknown","unknown",262.4756464958191,265.0466344356537,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",270.3842625617981,"unknown","unknown",276.9780180454254,"","","",""
"bd4b2f4",-201809.40101146698,"unknown",-201803.63193178177,-201797.2527742386,0.0,6.50163459777832,11.667157411575317,18.70183777809143,49.33566117286682,56.001492500305176,57.813504457473755,65.01810145378113,"unknown","unknown",71.3176109790802,73.20260453224182,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",78.77621984481812,"","unknown",85.86865448951721,91.93164372444153,98.29930090904236,"unknown","unknown",104.86711359024048,107.05053544044495,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",114.1501088142395,"unknown","unknown",120.48481678962708,"","","",""
