"","1","recurso","1b","2","cont","3","cont_1","4","dilema","5","yo_1","6A_yo","6B_yo","6C_yo","7_yo","v_yo_1","8_yo","yo_2","9A_yo","9B_yo","9C_yo","10_yo","v_yo_2","11_yo","12A_yo","12B_yo","12C_yo","13_yo_1","13_yo_2","13_yo_3","5_otro","otro_1","6A_otro","6B_otro","6C_otro","7_otro","v_otro_1","8_otro","otro_2","9A_otro","9B_otro","9C_otro","10_otro","v_otro_2","11_otro","12A_otro","12B_otro","12C_otro","13_otro_1","13_otro_2","13_otro_3","14","5_1","2_1","7_otro_1"
"5d45bd1",-13722.661031723022,"unknown",-13715.584688186646,-13709.22422862053,0.0,5.662152051925659,14.369965553283691,21.222281455993652,55.31122303009033,61.39107871055603,66.92019200325012,"unknown","unknown",73.18380331993103,79.26765584945679,82.38012361526489,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",88.86660766601562,"","unknown",94.72310495376587,96.74724626541138,"unknown","unknown",103.09600639343262,109.38619637489319,111.2205445766449,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",118.04974460601807,"unknown","unknown",124.52473950386047,"","",""
"cfcbc2d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"98ecb86",-6351.687586069107,"unknown",-6345.058535575867,-6337.963326454163,0.0,7.286345720291138,10.024696826934814,17.04727602005005,36.11790657043457,42.82047700881958,46.3934965133667,"unknown","unknown",52.69630289077759,59.171931743621826,62.943670988082886,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",70.16514992713928,"","unknown",75.9657130241394,78.42859148979187,"unknown","unknown",84.53307366371155,90.22138357162476,92.05358648300171,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",97.99272632598877,"unknown","unknown",103.90556931495667,"","",""
"7636563",-17.816527843475342,"unknown",-12.132912158966064,-5.670698165893555,0.0,5.444285154342651,8.278084993362427,16.12118148803711,30.014633417129517,35.88456177711487,39.02576661109924,"unknown","unknown",45.44188117980957,51.18596625328064,52.599751472473145,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",58.939512968063354,"","unknown",65.34339475631714,73.34988307952881,"unknown","unknown",80.1381368637085,87.10890507698059,90.09031629562378,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",96.15141439437866,"unknown","unknown",102.52050471305847,"","",""
"5d2b358",-57959.214928388596,"unknown",-57952.57417154312,-57947.05513429642,0.0,6.846818208694458,23.138871431350708,30.627777576446533,42.35739088058472,49.4938702583313,52.78763771057129,"unknown","unknown",59.49573493003845,65.79401993751526,68.15949392318726,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",74.18600845336914,"","unknown",80.104327917099,1094.761079788208,"unknown","unknown",1101.361869096756,1106.9456641674042,1160.1607592105865,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",1166.3591985702515,"unknown","unknown",1173.3252594470978,"","",""
"5d9ae0c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"73d4e20",-425.5109512805939,"unknown",-419.727890253067,-414.09381341934204,0.0,6.188884973526001,63736.34321022034,63743.67629098892,71125.83814287186,71131.29196453094,71133.75602650642,"unknown","unknown",71139.28598737717,71145.38359761238,71148.89353990555,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",71154.1663506031,"","unknown",71160.66547966003,74333.61523866653,"unknown","unknown",74340.51722168922,74345.83527898788,74413.56626415253,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",74419.71923089027,"unknown","unknown",74425.63544034958,"","",""
"be94a32","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9f972fb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6e93efd",-637.4994666576385,"unknown",-631.501415014267,-626.003336429596,0.0,6.784423828125,9.884147882461548,18.392118215560913,19.919005155563354,26.21585774421692,35.441932678222656,"unknown","unknown",41.854405879974365,48.94527745246887,54.14379620552063,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",60.64712619781494,"","unknown",67.86171746253967,69.85649728775024,77.07411932945251,"unknown","unknown",83.89447450637817,85.82508254051208,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",92.10874104499817,"unknown","unknown",99.01330828666687,"","",""
"5a4afae","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c34e373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"60a02cd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6bac72b",-11770.924291849136,"unknown",-11764.568338632584,-11758.801625967026,0.0,5.8574748039245605,8.867294311523438,17.309295892715454,30.709784030914307,37.802385568618774,41.09604072570801,"unknown","unknown",47.834938049316406,54.91756272315979,56.74157929420471,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",63.949575424194336,"","unknown",70.02577543258667,73.17241358757019,"unknown","unknown",78.55439853668213,85.15835690498352,90.27024793624878,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",96.77697682380676,"unknown","unknown",103.82143974304199,"","",""
"c9285e4",-2678.52335357666,"unknown",-2671.402028799057,-2664.5110371112823,0.0,6.1540656089782715,12.574094533920288,20.805403232574463,36.067739725112915,43.126389503479004,45.05929398536682,50.3781840801239,"unknown","unknown",55.61832928657532,61.58976650238037,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",68.41727375984192,"","unknown",75.38706684112549,2934.9784507751465,2941.6887426376343,"unknown","unknown",2948.2019469738007,2952.8333773612976,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",2959.4416007995605,"unknown","unknown",2966.483013868332,"","",""
"bd4b2f4",-4987.405383110046,"unknown",-4981.167951107025,-4975.909056425095,0.0,5.559156656265259,9.601403713226318,16.47392249107361,63.25363731384277,68.72716903686523,71.87178754806519,"unknown",78.79969763755798,"unknown",85.81631922721863,87.50549650192261,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",93.81042885780334,"","unknown",100.14841890335083,104.33495759963989,"unknown","unknown",111.24190092086792,117.97624349594116,120.06644701957703,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",126.22583723068237,"unknown","unknown",132.8082685470581,"","",""
"bd650e8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b81bc6e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32b1d7b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"0ff20c2",-15674.727820396423,"unknown",-15669.433262825012,-15663.501291275024,0.0,6.31782603263855,20.200031995773315,28.59925389289856,48.25772786140442,54.03942060470581,58.05204105377197,"unknown","unknown",93.2570219039917,101.7274796962738,105.95005559921265,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",111.80915427207947,"","unknown",118.17861700057983,134.5284743309021,"unknown","unknown",140.18001675605774,146.24787020683289,149.12827467918396,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",155.1639792919159,"unknown","unknown",162.07600593566895,"","",""
"19b0291","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b0e3caa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"297d8e5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"45f7f6c",-1233.0517613887787,"unknown",-1227.661337852478,-1222.0734567642212,0.0,7.366774082183838,68.97052025794983,76.69078779220581,120.1942093372345,126.69000792503357,152.5113594532013,"unknown","unknown",159.55188584327698,166.13972902297974,169.0415735244751,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",175.12945342063904,"","unknown",181.60868000984192,187.653249502182,"unknown","unknown",194.33859086036682,199.94239282608032,218.13599014282227,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",223.66988229751587,"unknown","unknown",229.36678528785706,"","",""
"1df700a",-34084.53240919113,"unknown",-34077.88618135452,-34071.35899758339,0.0,6.343275785446167,9.315986633300781,17.061442375183105,41.8504364490509,47.881948709487915,54.49399709701538,"unknown","unknown",61.549657106399536,67.0028190612793,69.69909596443176,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",76.01206278800964,"","unknown",82.6627357006073,90.58461594581604,"unknown","unknown",97.64205193519592,102.97841048240662,104.97818160057068,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",111.58606696128845,"unknown","unknown",118.7833411693573,"","",""
"d3a396c",-8144.113029956818,"unknown",-8138.880937099457,-8133.31027507782,0.0,6.485127210617065,8.661298036575317,15.648654699325562,710.5737142562866,717.8920238018036,5862.045845508575,"unknown","unknown",5867.569707155228,5872.918477296829,5874.512038469315,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",5880.2608687877655,"","unknown",5886.015567779541,6057.882218837738,"unknown","unknown",6064.961834907532,6071.44330906868,6072.686173439026,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",6078.993860960007,"unknown","unknown",6085.5413727760315,"","",""
"79b129c",-12674.57898235321,"unknown",-12668.90358042717,-12663.183232784271,0.0,6.30170464515686,9.906581163406372,18.17214870452881,44.52857446670532,50.66098475456238,53.02574801445007,"unknown","unknown",59.19794702529907,65.57120013237,68.36543226242065,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",74.52898502349854,"","unknown",81.22569632530212,83.71369671821594,"unknown","unknown",90.0139627456665,97.07347369194031,99.33392524719238,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",105.31727814674377,"unknown","unknown",111.21508240699768,"","",""
"dd6da1c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d85b5c4",-379150.74101543427,"unknown",-379143.68546772003,-379136.54598617554,0.0,5.595958471298218,9.529694557189941,17.8542959690094,36.60777187347412,42.74199151992798,56.200178384780884,"unknown",63.298256158828735,"unknown",68.68996357917786,70.87230181694031,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",77.24119448661804,"","unknown",84.1354112625122,91.86178421974182,98.47322869300842,"unknown","unknown",105.50156712532043,108.34784603118896,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",115.33062052726746,"unknown","unknown",122.18487429618835,"","",""
"43b56f8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3ecbabb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c9c92b5",-6060.7834215164185,"unknown",-6054.058267593384,-6047.031651735306,0.0,5.860122442245483,9.163671493530273,18.303171634674072,62.756072998046875,70.3025279045105,73.61684274673462,"unknown","unknown",80.06362318992615,86.37694931030273,88.58674049377441,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",101.01643514633179,"","unknown",113.49758529663086,118.64646458625793,"unknown","unknown",127.89143657684326,135.41203665733337,137.6067132949829,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",144.15281581878662,"unknown","unknown",150.77392864227295,"","",""
"f9b9236",-14548.66302061081,"unknown",-14541.813503980637,-14531.399918079376,0.0,7.778531074523926,16.206810235977173,27.35650134086609,47.34079909324646,53.67878794670105,81.65403914451599,"unknown","unknown",89.0204062461853,96.09585642814636,99.35608172416687,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",106.11454463005066,"","unknown",111.71469044685364,143.70290422439575,"unknown",150.13428735733032,"unknown",156.42463040351868,161.7373321056366,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",167.24648642539978,"unknown","unknown",173.17319226264954,"","",""
"4a0236d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b7a265d",-1854.518219947815,"unknown",-1848.746880531311,-1843.0621905326843,0.0,6.396050691604614,9.866110801696777,16.801592111587524,32.75567817687988,38.33056306838989,61.90755867958069,"unknown","unknown",67.6635332107544,73.15616011619568,75.61660480499268,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",81.1912534236908,"","unknown",87.49997782707214,101.03360533714294,107.43048357963562,"unknown","unknown",114.05987429618835,116.11937999725342,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",122.47475409507751,"unknown","unknown",127.97064781188965,"","",""
"912afde","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c97639e",-197119.92495918274,"unknown",-197113.48567795753,-197106.6156938076,0.0,5.9952943325042725,9.429282903671265,17.407780170440674,74.31790113449097,81.4069881439209,84.7286262512207,"unknown","unknown",90.83819675445557,97.93054056167603,104.44033312797546,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",111.26611065864563,"","unknown",116.98795700073242,139.59457445144653,"unknown",146.85979866981506,"unknown",153.79544615745544,168.8724889755249,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",176.03119802474976,"unknown","unknown",181.31069445610046,"","",""
"af72486",-85292.91279530525,"unknown",-85287.53414034843,-85281.15892767906,0.0,5.460044860839844,9.970496416091919,16.674106121063232,30.283332347869873,36.16064095497131,45.967830657958984,53.269076108932495,"unknown","unknown",60.316020488739014,63.531452894210815,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",69.31621384620667,"","unknown",75.07937550544739,2556.982086658478,2562.5994441509247,"unknown","unknown",2569.3416039943695,2573.9454951286316,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",2579.8518767356873,"unknown","unknown",2585.3310072422028,"","",""
"e2517d9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fc4adfc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1e88a68",-42918.68315267563,"unknown",-42913.37542104721,-42906.89467835426,0.0,6.236123323440552,11.81798768043518,24.898504734039307,49.35043168067932,56.23113799095154,59.21173810958862,"unknown","unknown",66.45695996284485,72.60078716278076,74.97270846366882,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",80.79168915748596,"","unknown",86.47854685783386,97.35654926300049,"unknown","unknown",103.4271194934845,109.52369976043701,111.80390000343323,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",118.02278399467468,"unknown","unknown",123.65240263938904,"","",""
"9d97673","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7baeff7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"aa07d95",-8649.753813743591,"unknown",-8642.422376155853,-8635.512113809586,0.0,7.287541627883911,18.489387035369873,25.535565853118896,74.21884155273438,80.5006754398346,87.11464238166809,"unknown","unknown",93.84344720840454,104.74516701698303,109.10938000679016,124.90767812728882,131.61459732055664,"unknown",148.44779062271118,"unknown",189.60014939308167,197.34001660346985,"unknown","unknown","unknown","unknown","unknown",214.22940015792847,"unknown",230.80971693992615,241.5436487197876,"unknown",264.46899366378784,"unknown",289.31391072273254,296.57395362854004,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",312.4962899684906,"unknown","unknown",335.3635652065277,"","",""
"d27b032","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ffa62f5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"38c4951","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"85ba0bb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"13dba9e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e6d310e",-70769.25685834885,"unknown",-70762.43717312813,-70755.43757343292,0.0,7.308362245559692,14.28772497177124,21.908817052841187,45.072683572769165,52.108367681503296,65.8072156906128,"unknown",71.8660249710083,"unknown",78.27354121208191,80.3593258857727,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",86.5672492980957,"","unknown",92.2271499633789,107.02142095565796,114.3682849407196,"unknown","unknown",121.04734683036804,122.78095650672913,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",128.678316116333,"unknown","unknown",135.95437622070312,"","",""
"8c74aa5",-9883.41950058937,"unknown",-9877.892065286636,-9871.658168077469,0.0,5.502368450164795,11.154398679733276,19.618703365325928,42.0360643863678,48.41369295120239,53.45440983772278,"unknown",59.08329725265503,"unknown",65.47024035453796,68.67527461051941,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",74.96555304527283,"","unknown",81.88925385475159,85.7252893447876,"unknown","unknown",91.81293153762817,97.53631687164307,99.27434802055359,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",105.59964203834534,"unknown","unknown",111.39751076698303,"","",""
"679fa36","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b1d77f9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"b164bf7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7e62763",-463519.50287246704,"unknown",-463513.5038218498,-463506.8499379158,0.0,6.881560325622559,13.722305297851562,22.376596450805664,51.6327064037323,57.42705297470093,63.66163992881775,"unknown","unknown",70.458571434021,76.83096098899841,81.01990723609924,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",87.15028762817383,"","unknown",93.17781376838684,99.3485255241394,"unknown","unknown",104.77325510978699,111.51413798332214,113.9200599193573,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",120.91841506958008,"unknown","unknown",127.22297143936157,"","",""
"c7a7d85",-27.697319507598877,"unknown",-21.553348779678345,-15.205795049667358,0.0,7.024582862854004,11.767953157424927,18.303861618041992,53.68959927558899,60.7733952999115,78.08103823661804,85.48160123825073,"unknown","unknown",91.65217924118042,93.75771808624268,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",100.06015729904175,"","unknown",105.69753336906433,114.13298773765564,120.25816345214844,"unknown","unknown",125.70024085044861,126.80382823944092,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",133.17482495307922,"unknown","unknown",139.722514629364,"","",""
"3b7f267","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fa1efad","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4a9b689","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"49bd7ab","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ae58bf1",-8909.307805538177,"unknown",-8903.798987150192,-8897.145746946335,0.0,6.581923723220825,8.926871299743652,16.70685315132141,37.826550245285034,44.30072069168091,50.734200954437256,"unknown","unknown",57.78213691711426,65.02950310707092,67.1492133140564,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",72.7278003692627,"","unknown",78.00013303756714,99.72197103500366,"unknown","unknown",106.70990633964539,112.94208002090454,121.50612664222717,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",127.96064925193787,"unknown","unknown",135.01737022399902,"","",""
"492238f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65acecd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"43c977d",-94941.27570533752,"unknown",-94935.07013130188,-94928.65556001663,0.0,6.759038686752319,11.123594284057617,19.566123485565186,58.26513624191284,63.69192099571228,78.24538779258728,"unknown","unknown",84.63325881958008,91.20061230659485,93.29563450813293,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",100.48300743103027,"","unknown",106.28540420532227,115.92875576019287,"unknown",122.5848240852356,"unknown",129.05554962158203,131.28412628173828,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",137.82362604141235,"unknown","unknown",143.62357306480408,"","",""
"4eff6be","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"e1b193b",-1302.763088464737,"unknown",-1297.2438390254974,-1291.3083045482635,0.0,7.139718770980835,3012.7006146907806,3020.967153072357,5210.199763059616,5216.213031053543,5231.512442350388,"unknown","unknown",5237.131259918213,5244.083909511566,5245.89985203743,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",5252.608167409897,"","unknown",5257.962014913559,5261.022864818573,"unknown","unknown",5266.419566631317,5272.541728973389,5274.814080476761,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",5280.980374097824,"unknown","unknown",5286.374844074249,"","",""
"1415cd3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2953e33",-24844.568866729736,"unknown",-24838.37661242485,-24832.73849272728,0.0,5.580123424530029,7.439356088638306,14.573263883590698,16.55690598487854,23.334920644760132,1420.8974187374115,"unknown",1426.9533586502075,"unknown",1433.3941366672516,1435.1644086837769,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",1441.150267124176,"","unknown",1447.4043188095093,1451.9368619918823,1459.0243062973022,"unknown","unknown",1465.5790736675262,1467.2303009033203,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",1473.8441605567932,"unknown","unknown",1479.3862681388855,"","",""
"a540012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dd88e0f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"58cb4bb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"d135983","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1b88f70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"814517e",-15294.249981164932,"unknown",-15287.921727180481,-15282.326608896255,0.0,6.800063371658325,15.633703708648682,24.516968488693237,63.593994140625,69.52828121185303,80.15015721321106,"unknown","unknown",85.56424808502197,92.3800323009491,94.87830233573914,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",100.58253645896912,"","unknown",106.48804473876953,134.08961129188538,"unknown",139.49986100196838,"unknown",145.23362112045288,147.07505059242249,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",152.4922308921814,"unknown","unknown",158.34683918952942,"","",""
"53deb5c",-243296.55006814003,"unknown",-243290.55412054062,-243283.44363546371,0.0,7.054110765457153,11.770207166671753,19.70260715484619,50.71288013458252,56.906651735305786,62.245769739151,"unknown","unknown",68.54350090026855,75.24955153465271,78.63884663581848,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",84.06199264526367,"","unknown",90.57628035545349,100.7734751701355,"unknown","unknown",107.53993248939514,112.83093309402466,115.52468800544739,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",121.97894501686096,"unknown","unknown",127.49560284614563,"",-73994.22303295135,""
"e4cf342","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"c1a9909","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"844ab34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5f84339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"32980f8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fc2538d",-8533.237957715988,"unknown",-8526.67713689804,-8521.199525594711,0.0,6.6727294921875,34.95177435874939,43.362576961517334,62.60925889015198,68.59871006011963,72.7169713973999,"unknown","unknown",78.87834572792053,84.5537748336792,98.9158821105957,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",105.30565595626831,"","unknown",111.99919486045837,115.79427647590637,121.48858380317688,"unknown","unknown",127.73837089538574,130.0783190727234,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",136.13943028450012,"unknown","unknown",142.71211171150208,"","",""
"4c228f6",-137.65738081932068,"unknown",-131.08819770812988,-125.24265098571777,0.0,6.011133193969727,14.68135690689087,22.280447959899902,43.514063119888306,49.850817918777466,53.41039967536926,"unknown",60.20976495742798,"unknown",65.6426043510437,68.84875869750977,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",75.72379899024963,"","unknown",82.80394744873047,86.7182092666626,93.37814927101135,"unknown","unknown",100.06885099411011,102.24957919120789,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",107.58469200134277,"unknown","unknown",114.16185665130615,"","",""
"747ce5f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ab42f2",-1854747.1382582188,"unknown",-1854740.94532156,-1854735.6101157665,0.0,5.456509590148926,7.147611856460571,14.4051833152771,16.89718794822693,23.008878231048584,38.863287687301636,"unknown","unknown",45.64567542076111,52.137654542922974,54.04744076728821,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",61.14884424209595,"","unknown",66.5954909324646,69.08625411987305,"unknown","unknown",76.03587412834167,81.9913239479065,84.08766674995422,"unknown","","unknown","unknown","unknown","unknown","","unknown","unknown","unknown","unknown",90.32069778442383,"unknown","unknown",95.72993755340576,"","",""
